,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,full name,place of birth,first appearance,alignment,universe,gender,height,weight,eye color,hair color
0,Blue Falcon,/blue-falcon/10-10980/,,0,0,0,0,0,0,,,,,,,,-,-,,
1,Blue Falcon,/blue-falcon/10-21339/,Radley Crown,0,0,0,0,0,0,,,,,,,,-,-,,
2,Blue Flame,/blue-flame/10-11540/,Liam Wallace,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
3,Blue Hawk,/blue-hawk/10-49583/,,0,0,0,0,0,0,,,,The boys season 3 eposide 3,Bad,The Boys 2019 - The Boys (TV Series 2019),Male,-,-,-,-
4,Blue Jay,/blue-jay/10-42669/,Jay Abrams,0,0,0,0,0,0,,,,,,Earth-8 - Angor,,-,-,,
5,Blue Lantern,/blue-lantern/10-13056/,Hal Jordan,0,0,0,0,0,0,,,,,,,,-,-,,
6,Blue Lantern,/blue-lantern/10-13057/,Nicolle Morrison,0,0,0,0,0,0,,,,,,Prime Earth - Prime DC Comics Universe,,-,-,,
7,Blue Lantern,/blue-lantern/10-13059/,Brother Hymn,0,0,0,0,0,0,,,,,,Prime Earth - Prime DC Comics Universe,,-,-,,
8,Blue Lantern,/blue-lantern/10-13422/,Sister Sercy,0,0,0,0,0,0,,,,,,Prime Earth - Prime DC Comics Universe,,-,-,,
9,Blue Lantern,/blue-lantern/10-26245/,Rowan Kent,0,0,0,0,0,0,,,,,,FS - Future State,,-,-,,
10,Blue Lantern,/blue-lantern/10-12758/,Kyle Rayner,80,100,100,100,100,70,"['Acid Resistants', 'Agility', 'Animation', 'Cold Resistance', 'Creation', 'Dexterity', 'Electricity Resistance', 'Emotional Power Up', 'Endurance', 'Energy Absorption', 'Energy Armor', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Illumination', 'Indomitable Will', 'Interstellar Travel', 'Invulnerability', 'Lantern Power Ring', 'Levitation', 'Projection', 'Radiation Absorption', 'Radiation Immunity', 'Reflexes', 'Self-Sustenance', 'Spaceflight', 'Stamina', 'Statistics Amplification', 'Toxin and Disease Resistance', 'Weapon Creation', 'Accelerated Development', 'Accelerated Healing', 'Attack Reflection', 'Causality Resistance', 'Clairvoyance Resistance', 'Cosmic Awareness', 'Danger Sense', 'Dimensional Awareness', 'Dimensional Travel', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Touch', 'Extrasensory Perception', 'Hacking', 'Hellfire Resistance', 'Illusion Resistance', 'Information Analysis', 'Intangibility', 'Intuitive aptitude', 'Invisibility', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Mechanical Aptitude', 'Omnilingualism', 'Phasing', 'Portal Creation', 'Possession Resistance', 'Precognition', 'Radiation Control', 'Regeneration', 'Sealing', 'Shockwaves Generation', 'Spatial Awareness', 'Stealth', 'Summoning', 'Teleportation', 'Time Manipulation Resistance', 'Vehicular Mastery', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - X-Ray', 'Weapon Summoning', 'Weapon-based Powers', 'Weapons Master', 'Willpower Manipulation', 'Existence Erasure Resistance', 'Explosion Manipulation', 'Matter Manipulation', 'Time Travel']",,"North Hollywood, Los Angeles, California",,Good,Prime Earth - Prime DC Comics Universe,Male,"180.3 cm • 5'11""",79.4 kg • 175.05 lbs,Green,Black
