,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Aunt May,/aunt-may/10-35264/,Maybelle Parker,50,1,1,6,0,15,"['Intelligence', 'Berserk Mode', 'Indomitable Will']",MCU - Marvel Cinematic Universe,,,Spider-Man: Homecoming 2017,Good,Female,-,-,-,Brown / Black
1,Aunt May,/aunt-may/10-39843/,May Reilly-Parker,0,0,0,0,0,0,,Earth-70237 - Spider-Man: Reign,,,,,,-,-,,
2,Aunt May,/aunt-may/10-47411/,May Parker,0,0,0,0,0,0,,Earth-92131 - Marvel's 92niverse,,,,,,-,-,,
3,Aunt May,/aunt-may/10-48264/,May Parker,50,1,1,5,0,0,,Earth-29320 - Earth-29320,Maybelle Parker,"Brooklyn, New York City, New York","Spider-Man (Vol. 3) #1 (September 18, 2019)",-,Female,"165.1 cm • 5'5""",72.58 kg • 160.01 lbs,Blue,Grey
4,Aunt Minerva,/aunt-minerva/10-31074/,Minerva,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
5,Aunt Spiker,/aunt-spiker/10-42834/,,0,0,0,0,0,0,,,,,,,,-,-,,
6,Aunt Sponge,/aunt-sponge/10-42835/,,0,0,0,0,0,0,,,,,,,,-,-,,
7,Aunt Talitha,/aunt-talitha/10-34461/,,0,0,0,0,0,0,,,,,,,,-,-,,
8,Aunt Zelda (Netflix),/aunt-zelda-netflix/10-23794/,Zelda Spellman,60,1,5,10,55,20,"['Intelligence', 'Magic', 'Dark Arts', 'Longevity', 'Magic Resistance', 'Necromancy', 'Telekinesis', 'Wind Control']",Archieverse,,,,,,-,-,,
9,Auntie Gravity,/auntie-gravity/10-24733/,,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
10,Aunty Monitor,/aunty-monitor/10-49056/,,0,0,0,0,0,0,,Earth-9047 - Humorverse,,,"What The--?! #2 (May, 1988)",-,Female,-,-,Yellow,Grey
11,Aura,/aura/10-42765/,Ann Herd,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
