,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Immortal Wonder Woman,/immortal-wonder-woman/10-42691/,Diana Prince,100,100,100,100,100,50,"['Nigh-Omnipotence', 'Nigh-Omniscience', 'Omnipresence']",FS - Future State,,,,Good,Female,-,-,-,-
1,Immortan Joe,/immortan-joe/10-37373/,,0,0,0,0,0,0,,Mad Max - Mad Max,,,,,,-,-,,
2,Immorto,/immorto/10-32080/,Re-Animage,0,0,0,0,0,0,,Pre-Crisis - Pre Crisis on Infinite Earths,,,,,,-,-,,
3,Immortus,/immortus/10-11163/,Nathaniel Richards,100,100,100,100,100,90,"['Acausality', 'Agility', 'Antimatter Manipulation', 'Attack Reflection', 'Bullet Time', 'Deconstruction', 'Dexterity', 'Dimensional Travel', 'Electricity Resistance', 'Endurance', 'Energy Absorption', 'Energy Armor', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Sight', 'Explosion Manipulation', 'Fire Control', 'Flight', 'Force Fields', 'Gadget Usage', 'Gravity Control', 'Hacking', 'Heat Generation', 'Heat Resistance', 'Immortality', 'Indomitable Will', 'Information Analysis', 'Intelligence', 'Interstellar Travel', 'Invulnerability', 'Levitation', 'Longevity', 'Master Martial Artist', 'Master Tactician', 'Matter Absorption', 'Matter Manipulation', 'Molecular Manipulation', 'Nanotechnology', 'Power Suit', 'Precognition', 'Preparation', 'Radiation Absorption', 'Radiation Control', 'Radiation Immunity', 'Reflexes', 'Self-Sustenance', 'Shockwaves Generation', 'Sleep Manipulation', 'Stamina', 'Technopath/Cyberpath', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Time Manipulation', 'Time Manipulation Resistance', 'Time Travel', 'Toxin and Disease Resistance', 'Vehicular Mastery', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - X-Ray', 'Vitakinesis', 'Weapons Master', 'Accelerated Healing', 'Acid Resistants', 'Afterimage Creation', 'Age Manipulation', 'Attack Negation', 'Banish', 'Clairvoyance Resistance', 'Cold Resistance', 'Corruption Resistance', 'Curse Resistance', 'Dark Matter Manipulation', 'Darkforce Manipulation', 'Duplication', 'Durability Negation', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Smell', 'Enhanced Taste', 'Enhanced Touch', 'Existence Erasure', 'Fire Resistance', 'Homing Attack', 'Hypnokinesis', 'Illusion Resistance', 'Intangibility', 'Jump', 'Laser Manipulation', 'Magic Resistance', 'Mind Control Resistance', 'Physics Manipulation', 'Possession Resistance', 'Power Nullifier', 'Power Sense', 'Reality Warping', 'Regeneration', 'Resurrection', 'Shapeshifting', 'Size Changing', 'Smoke Manipulation', 'Soul Resistance', 'Sound Manipulation', 'Space Survivability', 'Spaceflight', 'Spatial Manipulation', 'Statistics Amplification', 'Statistics Reduction', 'Stealth', 'Telekinesis', 'Transmutation Immunity', 'Void Manipulation', 'Wind Control']",Earth-616 - Prime Marvel Universe,,Limbo,"Avengers #10 (September, 1964)",Bad,Male,"191 cm • 6'3.2""",104 kg • 229.28 lbs,Brown,Brown
4,Imotekh The Stormlord,/imotekh-the-stormlord/10-39075/,Imotekh The Stormlord,90,100,95,95,100,85,"['Ability Shift', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Afterimage Creation', 'Agility', 'Attack Negation', 'Attack Reflection', 'Bloodlust', 'Clairvoyance Resistance', 'Cold Resistance', 'Cosmic Awareness', 'Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Danger Sense', 'Data Manipulation', 'Dexterity', 'Durability', 'Electrical Transport', 'Electricity Resistance', 'Endurance', 'Energy Blasts', 'Energy Embodiment', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Sight', 'Enhanced Smell', 'Extrasensory Perception', 'Fear Manipulation', 'Godly Physiology', 'Heat Resistance', 'Information Analysis', 'Information Manipulation', 'Inorganic Physiology', 'Instinctive Reaction', 'Intangibility', 'Intelligence', 'Intuitive aptitude', 'Invulnerability', 'Marksmanship', 'Master Tactician', 'Natural Armor', 'Natural Weapons', 'Perfect Recollection', 'Photographic Reflexes', 'Physical Anomaly', 'Power Bestowal', 'Power Nullifier', 'Precognition', 'Preparation', 'Reactive Evolution', 'Reactive Power Level', 'Reflexes', 'Sense Manipulation', 'Shockwaves Generation', 'Spatial Awareness', 'Spatial Communication', 'Stamina', 'Statistics Amplification', 'Statistics Reduction', 'Status Effect Inducement', 'Stealth', 'Summoning', 'Super Speed', 'Super Strength', 'Supernatural Condition', 'Telepathy Resistance', 'Teleportation', 'Toxin and Disease Resistance', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vitakinesis', 'Weapon Creation', 'Weapon-based Powers', 'Weapons Master', 'Wind Control', 'Age Manipulation', 'Amber', 'Biokinesis', 'Curse Resistance', 'Death Manipulation', 'Duplication', 'Durability Negation', 'Electrokinesis', 'Element Control', 'Energy Constructs', 'Energy Manipulation', 'Enhanced Memory', 'Entropy Projection', 'Fire Control', 'Fire Resistance', 'Force Fields', 'Heat Generation', 'Higher Dimensional Manipulation', 'Hypnokinesis', 'Illumination', 'Illusion Resistance', 'Immortality', 'Jump', 'Life Manipulation', 'Light Control', 'Longevity', 'Magic', 'Magic Resistance', 'Master Martial Artist', 'Matter Manipulation', 'Mechanical Aptitude', 'Memory Manipulation', 'Metal Manipulation', 'Physics Manipulation', 'Portal Creation', 'Possession Resistance', 'Power Augmentation', 'Power Mimicry', 'Power Sense', 'Psionic Powers', 'Radiation Immunity', 'Regeneration', 'Regeneration Negation', 'Sealing', 'Self-Sustenance', 'Shadow Manipulation', 'Sleep Manipulation', 'Smoke Manipulation', 'Soul Manipulation', 'Sound Manipulation', 'Technological Possession', 'Telepathy', 'Time Manipulation', 'Unholy Resistance', 'Vehicular Mastery', 'Vision - Infrared', 'Void Manipulation', 'Weather Control', 'Soul Resistance', 'Vision - Cryo']",,,,,,,-,-,,
5,Imp,/imp/10-40422/,Pandora Destine,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
6,Impact,/impact/10-20535/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
7,Impact,/impact/10-22304/,Boomer O'Shea,70,50,25,50,60,80,"['Berserk Mode', 'Cold Resistance', 'Durability', 'Emotional Power Up', 'Fire Resistance', 'Heat Resistance', 'Intelligence', 'Invulnerability', 'Jump', 'Natural Armor', 'Peak Human Condition', 'Radiation Immunity', 'Rage Power', 'Stamina', 'Super Speed', 'Super Strength', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Hellfire Resistance', 'Marksmanship', 'Master Martial Artist', 'Toxin and Disease Resistance', 'Weapons Master']",,,,"Cyberforce #1 (October, 1992)",Good,Male,"274.3 cm • 8'12""",430.9 kg • 949.97 lbs,White,Grey
8,Impact,/impact/10-42068/,,0,0,0,0,0,0,,Earth-982 - MC2,,,,,,-,-,,
9,Impala,/impala/10-10157/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
10,Imperator,/imperator/10-24032/,Imperator,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,"Doctor Strange Vol 4 #1 (October, 2015)",Bad,Male,-,-,Yellow,No Hair
11,Imperator,/imperator/10-29049/,Ilgych,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
12,Imperator,/imperator/10-29922/,,0,0,0,0,0,0,,Earth-50 - Wildstorm Universe,,,,,,-,-,,
13,Imperator Ix,/imperator-ix/10-28283/,Pir'Oth Ix,0,0,0,0,0,0,,Sonic,,Mobius,Sonic Chronicles: The Dark Brotherhood,Bad,Male,-,-,Blue,White
14,Imperfect Cell,/imperfect-cell/10-14873/,Cell,0,0,0,0,0,0,,DB - Dragon Ball Verse,,"Planet Earth, Universe 7",Dragon Ball Z: Android Saga,Bad,Male,"210.8 cm • 6'11""",-,Red,No Hair
15,Imperial Galactic Marines,/imperial-galactic-marines/10-33152/,,0,0,0,0,0,0,,SWL - Star Wars: Legends Multiverse,,,,,,-,-,,
16,Imperial Heavy Trooper,/imperial-heavy-trooper/10-33597/,,0,0,0,0,0,0,,Star Wars - Star Wars Universe,,,,,,-,-,,
17,Imperial Marine,/imperial-marine/10-33151/,,0,0,0,0,0,0,,SWL - Star Wars: Legends Multiverse,,,,,,-,-,,
18,Imperial Police Droid,/imperial-police-droid/10-46600/,,0,0,0,0,0,0,,Star Wars - Star Wars Universe,,,,,,-,-,,
19,Imperial Royal Guard,/imperial-royal-guard/10-33212/,,0,0,0,0,0,0,,Star Wars - Star Wars Universe,,,,,,-,-,,
20,Imperial Sentry Droid,/imperial-sentry-droid/10-33150/,DT-series Sentry Droid,0,0,0,0,0,0,,Star Wars - Star Wars Universe,,,,,,-,-,,
21,Imperial Weapons Technician,/imperial-weapons-technician/10-33339/,,0,0,0,0,0,0,,Star Wars - Star Wars Universe,,,,,,-,-,,
