,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Hajime Sokotani,/hajime-sokotani/10-39125/,,0,0,0,0,0,0,,Platinum End,,,,,,-,-,,
1,Hajime Suzuki,/hajime-suzuki/10-36942/,,0,0,0,0,0,0,,Bakuman,,,,,,-,-,,
2,Hajoon,/hajoon/10-43390/,,0,0,0,0,0,0,,B&S - Blade & Soul,,,,,,-,-,,
3,Hajun,/hajun/10-17735/,Mara Papiyas,100,100,100,100,100,100,['Omnipotence'],SB - Shinza Banshou,Mara Papiyas,"?ndia,(in the world of Anima Entelecheia)",Kajiri Kamui Kagura,Bad,Male,-,-,Black,Blond
4,Hak Foo,/hak-foo/10-38478/,,0,0,0,0,0,0,,JCA - Jackie Chan Adventures,,,,,,-,-,,
5,Haka,/haka/10-46244/,Aata Wakawarewa,65,80,11,45,75,80,"['Accelerated Healing', 'Berserk Mode', 'Damage Boost', 'Damage Reduction', 'Endurance', 'Enhanced Condition', 'Longevity', 'Toxin and Disease Resistance', 'Cold Resistance', 'Electricity Resistance', 'Fear Inducement', 'Fire Resistance', 'Heat Resistance', 'Immortality', 'Invulnerability', 'Power Bestowal', 'Reactive Power Level', 'Reflexes', 'Seismic Power', 'Shockwaves Generation', 'Toxin and Disease Control', 'Weapon-based Powers', 'Attack Negation', 'Damage Transferal', 'Extrasensory Perception', 'Large Size', 'Master Martial Artist', 'Rage Power', 'Regeneration', 'Self-Sustenance', 'Weapons Master']",SotM - Sentinels of the Multiverse,,"Rotorua, New Zealand",Sentinels of the Multiverse (2012),Good,Male,"218.5 cm • 7'2""",167.83 kg • 370 lbs,Brown,Black
6,Hakan,/hakan/10-11089/,,0,0,0,0,0,0,,Street Fighter,,,,,,-,-,,
7,Hakkar the Houndmaster,/hakkar-the-houndmaster/10-14728/,,0,0,0,0,0,0,,Warcraft - Warcraft,,,,,,-,-,,
8,Haku,/haku/10-18570/,Haku,0,0,0,0,0,0,,"Naruto - Naruto, shippuden, Boruto",Haku,Kirigakure,"Naruto: Volume 2, Chapter 15",Neutral,Male,"154.9 cm • 5'1""",43.1 kg • 95.02 lbs,Brown,Black
9,Haku,/haku/10-38114/,,0,0,0,0,0,0,,Black Butler - Black Butler,,,,,,-,-,,
10,Haku,/haku/10-41819/,,0,0,0,0,0,0,,Spirited Away Universe - Spirited Away Universe,,,Spirited Away,Good,Male,-,-,Green,Brown
11,Haku,/haku/10-50086/,Haku,75,80,85,75,80,85,"['Ability Shift', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Attack Negation', 'Body Puppetry', 'Chaos Manipulation', 'Clairvoyance Resistance', 'Cold Resistance', 'Corruption Resistance', 'Curse Resistance', 'Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Danger Sense', 'Data Manipulation', 'Death Manipulation', 'Durability', 'Durability Negation', 'Electricity Resistance', 'Element Control', 'Endurance', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Extrasensory Perception', 'Fear Inducement', 'Fear Manipulation', 'Fire Resistance', 'Heat Resistance', 'Illusion Resistance', 'Illusions', 'Indomitable Will', 'Information Analysis', 'Information Manipulation', 'Instinctive Reaction', 'Invulnerability', 'Levitation', 'Madness Manipulation', 'Magic', 'Magic Resistance', 'Master Martial Artist', 'Matter Manipulation', 'Mind Control', 'Mind Control Resistance', 'Ocular Techniques', 'Pain Manipulation', 'Pain Suppression', 'Power Absorption', 'Power Nullifier', 'Reactive Evolution', 'Reactive Power Level', 'Reflexes', 'Sense Manipulation', 'Soul Resistance', 'Spatial Awareness', 'Stamina', 'Statistics Amplification', 'Statistics Reduction', 'Status Effect Inducement', 'Stealth', 'Super Speed', 'Super Strength', 'Telepathy Resistance', 'Toxin and Disease Resistance', 'Vibration Manipulation', 'Vision - Night', 'Vision - Telescopic', 'Vitakinesis', 'Weapon-based Powers', 'Adaptation', 'Afterimage Creation', 'Animation', 'Attack Reflection', 'Camouflage', 'Curse Manipulation', 'Dimensional Travel', 'Disguise Resistance', 'Energy Manipulation', 'Energy Resistance', 'Heat Generation', 'Hypnokinesis', 'Intangibility', 'Jump', 'Life Manipulation', 'Longevity', 'Matter Absorption', 'Molecular Manipulation', 'Non-Physical Interaction', 'Paralysis', 'Possession', 'Possession Resistance', 'Regeneration', 'Regeneration Negation', 'Soul Manipulation', 'Spatial Communication', 'Telekinesis', 'Toxin and Disease Control', 'Vision - Microscopic', 'Weapon Creation', 'Weather Control', 'Power Mimicry']",Fairy Tail - Fairy Tail,,,,,,-,-,,
12,Haku (Dragon Form),/haku-dragon-form/10-41821/,,60,13,25,20,40,30,"['Flight', 'Memory Manipulation', 'Telekinesis', 'Transformation', 'Cloaking', 'Cold Resistance', 'Fire Resistance', 'Force Fields', 'Heat Resistance', 'Magic', 'Magic Resistance', 'Toxin and Disease Resistance']",Spirited Away Universe - Spirited Away Universe,,,,Good,Male,-,-,Green,Green
13,Hakuja,/hakuja/10-14007/,,50,75,25,30,45,30,"['Amphibious Respiration', 'Animal Attributes', 'Dig', 'Endurance', 'Fire Resistance', 'Heat Resistance', 'Large Size', 'Multiple Limbs', 'Natural Armor', 'Natural Weapons', 'Agility', 'Cold Resistance', 'Electricity Resistance', 'Energy Resistance', 'Heat Generation', 'Invulnerability', 'Jaw Strength', 'Jump', 'Toxin and Disease Resistance', 'Accelerated Healing', 'Corruption']",Pacific Rim,,,Pacific Rim: Uprising,Bad,-,"52.49 m • 172'2.5""",-,-,-
14,Hakumen,/hakumen/10-39229/,Hakumen,90,100,100,95,100,95,"['Ability Shift', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Afterimage Creation', 'Agility', 'Amber', 'Astral Travel', 'Attack Negation', 'Attack Reflection', 'Aura', 'Berserk Mode', 'Bloodlust', 'Camouflage', 'Chi Manipulation', 'Clairvoyance Resistance', 'Cold Resistance', 'Corruption Resistance', 'Cosmic Awareness', 'Curse Resistance', 'Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Danger Sense', 'Data Manipulation', 'Death Manipulation', 'Death Touch', 'Dexterity', 'Dimensional Awareness', 'Dimensional Travel', 'Durability', 'Durability Negation', 'Electrical Transport', 'Electricity Resistance', 'Element Control', 'Emotional Power Up', 'Endurance', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Extrasensory Perception', 'Fate Resistance', 'Fear Inducement', 'Fear Manipulation', 'Force Fields', 'Godly Physiology', 'Heat Generation', 'Heat Resistance', 'Illusion Resistance', 'Indomitable Will', 'Information Analysis', 'Information Manipulation', 'Instinctive Reaction', 'Intangibility', 'Intelligence', 'Intuitive aptitude', 'Invulnerability', 'Jump', 'Light Control', 'Longevity', 'Madness Manipulation', 'Magic Resistance', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Mind Control Resistance', 'Natural Armor', 'Natural Weapons', 'Ocular Techniques', 'Pain Manipulation', 'Pain Suppression', 'Perfect Recollection', 'Photographic Reflexes', 'Physical Anomaly', 'Power Bestowal', 'Power Mimicry', 'Power Nullifier', 'Precognition', 'Preparation', 'Psionic Powers', 'Rage Inducement', 'Rage Power', 'Reactive Evolution', 'Reactive Power Level', 'Reflexes', 'Regeneration Negation', 'Seismic Power', 'Sense Manipulation', 'Shadow Manipulation', 'Shockwaves Generation', 'Soul Manipulation', 'Soul Resistance', 'Sound Manipulation', 'Spatial Awareness', 'Spatial Communication', 'Spatial Manipulation', 'Spinjitzu', 'Stamina', 'Statistics Amplification', 'Statistics Reduction', 'Status Effect Inducement', 'Stealth', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Toxin and Disease Resistance', 'Vibration Manipulation', 'Vision - Infrared', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vitakinesis', 'Void Manipulation', 'Weapon Creation', 'Weapon-based Powers', 'Weapons Master', 'Weather Control', 'Acausality', 'Age Manipulation', 'Astral Projection', 'Astral Trap', 'Causality Manipulation', 'Chaos Manipulation', 'Clairvoyance', 'Curse Manipulation', 'Dream Manipulation', 'Duplication', 'Electrokinesis', 'Energy Armor', 'Energy Blasts', 'Energy Constructs', 'Energy Embodiment', 'Energy Manipulation', 'Existence Erasure', 'Existence Erasure Resistance', 'Fire Resistance', 'Gravity Control', 'Hypnokinesis', 'Illusions', 'Immortality', 'Immortality Negation', 'Invisibility', 'Magic', 'Matter Manipulation', 'Memory Manipulation', 'Mind Control', 'Molecular Combustion', 'Molecular Dissipation', 'Molecular Manipulation', 'Non-Corporeal', 'Non-Physical Interaction', 'Paralysis', 'Portal Creation', 'Possession Resistance', 'Power Absorption', 'Power Augmentation', 'Power Sense', 'Quantum Manipulation', 'Radiation Control', 'Radiation Immunity', 'Reality Warping Resistance', 'Resurrection', 'Sealing', 'Self-Sustenance', 'Sleep Manipulation', 'Spaceflight', 'Telekinesis', 'Time Manipulation', 'Time Manipulation Resistance', 'Toxin and Disease Control', 'Transduality', 'Umbrakinesis', 'Vehicular Mastery', 'Vision - Cryo', 'Water Control', 'Wind Control', 'Regeneration', 'Subjective Reality']",BlazBlue - BlazBlue Universe,,,,,,-,-,,
15,Hal Jordan,/hal-jordan/10-20207/,,0,0,0,0,0,0,,Flashpoint - Flashpoint,,,,,,-,-,,
16,Hal Jordan,/hal-jordan/10-39260/,,0,0,0,0,0,0,,GLTAS - Green Lantern: The Animated Series,,,,Good,Male,-,-,-,Brown
17,Hal-G,/hal-g/10-26110/,,0,0,0,0,0,0,,Bakugan,,,,,,-,-,,
18,Hala The Accuser,/hala-the-accuser/10-42711/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,"Hala, Pama System, Kree Empire in the Greater Magellanic Cloud","Guardians of Knowhere #3 (August, 2015)",Neutral,Female,-,-,Blue,Black
19,Halbarad,/halbarad/10-29419/,,0,0,0,0,0,0,,,,,,,,-,-,,
20,Haldir,/haldir/10-31326/,,0,0,0,0,0,0,,,,,,Good,Male,-,-,-,Blond
21,Haldor,/haldor/10-32860/,,0,0,0,0,0,0,,Vinland Saga - Vinland Saga Universe,,,,,,-,-,,
22,Hale Caesar,/hale-caesar/10-26083/,,0,0,0,0,0,0,,,,,,,,-,-,,
23,Half-Life,/half-life/10-11710/,Tony Masterson,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
24,Halfborn Gunderson,/halfborn-gunderson/10-16142/,Halfborn Gunderson,0,0,0,0,0,0,,PJO - Percy Jackson & the Olympians,,,,,,-,-,,
25,Halfdan,/halfdan/10-28911/,,0,0,0,0,0,0,,Vikings - Vikings,Hálfdanr Hálfdansson,,,Neutral,Male,-,-,Brown,Blond
26,Halflife,/halflife/10-20481/,Banca Rech,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
27,Halig,/halig/10-31854/,,0,0,0,0,0,0,,The Last Kingdom,,,,,,-,-,,
28,Halk Kar,/halk-kar/10-29703/,,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
29,Halldor,/halldor/10-49634/,,80,1,6,20,50,80,"['Non-Physical Interaction', 'Soul Manipulation', 'Soul Resistance', 'Summoning', 'Vehicular Mastery', 'Attack Negation', 'Attack Reflection', 'Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Existence Erasure Resistance', 'Extrasensory Perception', 'Homing Attack', 'Power Absorption', 'Power Absorption Immunity', 'Power Augmentation', 'Power Modification', 'Power Nullifier', 'Power Sense', 'Power Suit', 'Rune Magic', 'Statistics Amplification', 'Statistics Reduction', 'Status Effect Inducement', 'Existence Erasure']",Yu-Gi-Oh! - Yu-Gi-Oh!,,,"Yu-Gi-Oh! 5D's episode 117: ""The Distorted Past""",-,Male,-,-,Yellow,Cyan
30,Halo,/halo/10-17504/,Gabrielle Doe,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
31,Halo,/halo/10-31108/,Violet Harper,60,1,30,35,80,50,"['Ability Shift', 'Accelerated Healing', 'Agility', 'Aura', 'Awakened Power', 'Energy Beams', 'Energy Blasts', 'Flight', 'Force Fields', 'Immortality', 'Light Control', 'Mind Control', 'Regeneration', 'Resurrection', 'Energy Manipulation', 'Illusions', 'Portal Creation', 'Purification', 'Reflexes', 'Teleportation', 'Weapons Master']",Young Justice - Young Justice (2010- TV Series),,,,Good,Female,-,-,Black,Black
32,Halvar,/halvar/10-46719/,Halvar,0,0,0,0,0,0,,Vicky - Vicky the Viking,,,,Good,Male,-,-,Black,Brown
33,Hamilton Slade,/hamilton-slade/10-46067/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
34,Hamm,/hamm/10-46376/,,0,0,0,0,0,0,,Toy Story,,,,,,-,-,,
35,Hammer,/hammer/10-17505/,Leroy Hammer Jackson,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,Incredible Hulk #182,Bad,Male,"167.6 cm • 5'6""",89.8 kg • 197.98 lbs,Black,Blond
36,Hammer,/hammer/10-40579/,Leroy Jackson,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
37,Hammer Gorem,/hammer-gorem/10-24451/,Gorem,0,0,0,0,0,0,,Bakugan,,Vestroia,bakugan battle brawlers episode 28,Good,Male,-,-,Orange,No Hair
38,Hammer Supreme,/hammer-supreme/10-33045/,,100,100,100,100,100,100,"['Acausality', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Afterimage Creation', 'Agility', 'Anti-Gravity', 'Astral Projection', 'Astral Trap', 'Astral Travel', 'Attack Negation', 'Attack Reflection', 'Audio Control', 'Banish', 'Berserk Mode', 'Black Hole Manipulation', 'Blessed', 'Chain Manipulation', 'Cloaking', 'Cold Resistance', 'Corruption Resistance', 'Cosmic Awareness', 'Curse Manipulation', 'Curse Resistance', 'Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Danger Sense', 'Dark Arts', 'Dark Magic', 'Darkforce Manipulation', 'Death Manipulation', 'Death Touch', 'Dexterity', 'Dimensional Awareness', 'Dimensional Travel', 'Durability', 'Electrical Transport', 'Electricity Absorption', 'Electricity Resistance', 'Electrokinesis', 'Element Control', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Thievery', 'Enhanced Touch', 'Extrasensory Perception', 'Fear Manipulation', 'Fire Control', 'Fire Resistance', 'Flight', 'Godly Physiology', 'Gravity Control', 'Hacking', 'Heat Generation', 'Heat Resistance', 'Hellfire Manipulation', 'Hellfire Resistance', 'Higher Dimensional Manipulation', 'Holy Resistance', 'Illusion Resistance', 'Illusions', 'Immortality', 'Indomitable Will', 'Information Analysis', 'Intangibility', 'Intelligence', 'Interstellar Travel', 'Invisibility', 'Invulnerability', 'Jump', 'Levitation', 'Longevity', 'Madness Manipulation', 'Magic', 'Magic Absorption', 'Magic Resistance', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Matter Absorption', 'Matter Manipulation', 'Mechanical Aptitude', 'Mind Control', 'Mind Control Resistance', 'Necromancy', 'Omnilingualism', 'Pain Manipulation', 'Portal Creation', 'Possession', 'Possession Resistance', 'Power Absorption', 'Power Absorption Immunity', 'Power Bestowal', 'Power Mimicry', 'Power Mimicry Immunity', 'Power Suit', 'Precognition', 'Pressure Points', 'Probability Manipulation', 'Psionic Powers', 'Purification', 'Radar Sense', 'Radiation Immunity', 'Rage Inducement', 'Rage Power', 'Reality Warping', 'Reality Warping Resistance', 'Regeneration', 'Regeneration Negation', 'Robotic Engineering', 'Self-Sustenance', 'Soul Manipulation', 'Soul Resistance', 'Spatial Awareness', 'Spatial Communication', 'Spatial Manipulation', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Supernatural Condition', 'Supreme Power', 'Swordsmanship', 'Technopath/Cyberpath', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Time Manipulation', 'Time Manipulation Resistance', 'Time Travel', 'Toxin and Disease Control', 'Toxin and Disease Resistance', 'Underwater breathing', 'Unholy Manipulation', 'Unholy Resistance', 'Vision - Cryo', 'Vision - Heat', 'Vision - Infrared', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - Thermal', 'Vision - X-Ray', 'Vortex Creation', 'Wallcrawling', 'Weapon Creation', 'Weapon Summoning', 'Weapon-based Powers', 'Weapons Master', 'Weather Control', 'Web Creation', 'Will Of God', 'Wind Control', 'Ability Shift', 'Age Manipulation', 'Animal Attributes', 'Animation', 'Antiforce Manipulation', 'Antimatter Manipulation', 'Apathy', 'Aura', 'Avatar Creation', 'Body Puppetry', 'Bone Manipulation', 'Bullet Time', 'Camouflage', 'Causality Manipulation', 'Causality Resistance', 'Clairvoyance', 'Clairvoyance Resistance', 'Cloning', 'Conceptual Manipulation', 'Corruption', 'Cryokinesis', 'Demon Physiology', 'Dimension Storage', 'Dream Manipulation', 'Duplication', 'Durability Negation', 'Electro-Magnetism Manipulation', 'Emotional Power Up', 'Empathy', 'Existence Erasure Resistance', 'Exorcism', 'Fate Manipulation', 'Fate Resistance', 'Fusion', 'Gliding', 'Holy Manipulation', 'Life Manipulation', 'Light Control', 'Melting', 'Memory Manipulation', 'Metal Manipulation', 'Mind Blast', 'Mind Transfer', 'Molecular Manipulation', 'Morality Manipulation', 'Nanotechnology', 'Non-Physical Interaction', 'Odin Force', 'Organic Manipulation', 'Paralysis', 'Phasing', 'Physics Manipulation', 'Pocket Dimensions', 'Power Cosmic', 'Power Nullifier', 'Power Sense', 'Preparation', 'Projection', 'Quantum Manipulation', 'Radiation Absorption', 'Radiation Control', 'Reflexes', 'Resurrection', 'Seismic Power', 'Sense Manipulation', 'Shadow Manipulation', 'Shapeshifting', 'Shockwaves Generation', 'Size Changing', 'Sleep Manipulation', 'Smoke Manipulation', 'Stands', 'Summoning', 'Super Breath', 'Technological Possession', 'Transformation', 'Vehicular Mastery', 'Vibration Manipulation', 'Void Manipulation', 'Willpower Inducement', 'Willpower Manipulation', 'Wishing', 'Creation', 'Existence Erasure']",Earth-616 - Prime Marvel Universe,,,Secret Warps: Iron Hammer Annual #1,Good,Male,-,-,-,-
39,Hammerhand,/hammerhand/10-48207/,,0,0,0,0,0,0,,Thundercats,,,,,,-,-,,
40,Hammerhead,/hammerhead/10-11204/,Joseph,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,Bad,,-,-,,
41,Hammerhead,/hammerhead/10-30084/,,0,0,0,0,0,0,,OPM - One Punch Man,,,,,,-,-,,
42,Hammerhead,/hammerhead/10-46976/,,0,0,0,0,0,0,,Earth-92131 - Marvel's 92niverse,,,,,,-,-,,
43,Hammerhead,/hammerhead/10-48801/,Joseph,0,0,0,0,0,0,,Earth-1610 - Ultimate Marvel Universe,,,,,,-,-,,
44,Hammerhead Noir,/hammerhead-noir/10-14397/,Joseph Lorenzini,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
45,Hammerstein,/hammerstein/10-21688/,,0,0,0,0,0,0,,,,,,,,-,-,,
46,Hammerstein (1995),/hammerstein-1995/10-27396/,,0,0,0,0,0,0,,JDM - Judge Dredd Movies (1995-2012),,,,,,-,-,,
47,Hammertoes,/hammertoes/10-14483/,,0,0,0,0,0,0,,BTBATB - Batman: The Brave and the Bold,,,,,,-,-,,
