,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Terra,/terra/10-43348/,Tara,0,0,0,0,0,0,,Teen Titans - Teen Titans (2003-2006 TV Series),,,,,,-,-,,
1,Terra,/terra/10-25826/,Terra Harvey,55,5,1,5,35,10,"['Plant Control', 'Empathy', 'Magic']",F:TWS - Fate: The Winx Saga,,,,,,-,-,,
2,Terra,/terra/10-40327/,,0,0,0,0,0,0,,CTMU - Crypt TV Monster Universe,,,,,,-,-,,
3,Terra,/terra/10-41568/,Tara Markov,60,1,5,10,60,45,"['Durability', 'Levitation', 'Master Tactician', 'Terrakinesis', 'Master Martial Artist']",Young Justice - Young Justice (2010- TV Series),,,,,,-,-,,
4,Terra,/terra/10-47974/,Tara Markov,0,0,0,0,0,0,,DCUAOM - DC Universe Animated Original Movies,,,,,,-,-,,
5,Terra Branford,/terra-branford/10-28020/,Terra Branford,65,25,50,60,100,60,"['Cryokinesis', 'Durability', 'Electrokinesis', 'Element Control', 'Fire Control', 'Intelligence', 'Magic', 'Non-Physical Interaction', 'Projection', 'Summoning', 'Super Speed', 'Super Strength', 'Terrakinesis', 'Transformation', 'Water Control', 'Weapon-based Powers', 'Weapons Master', 'Wind Control', 'Bullet Time', 'Death Manipulation', 'Durability Negation', 'Energy Blasts', 'Explosion Manipulation', 'Flight', 'Force Fields', 'Gravity Control', 'Heat Generation', 'Holy Manipulation', 'Information Analysis', 'Invisibility', 'Levitation', 'Life Manipulation', 'Mind Control', 'Necromancy', 'Petrification', 'Power Nullifier', 'Regeneration', 'Resurrection', 'Sleep Manipulation', 'Status Effect Inducement', 'Telekinesis', 'Teleportation', 'Time Manipulation', 'Toxin and Disease Control']",FF VI - Fina Fantasy VI,,Esper World,Final Fantasy VI,Good,Female,-,-,Blue,Green
6,Terra Grayson,/terra-grayson/10-18842/,Terra Grayson,65,100,85,50,45,65,"['Durability', 'Endurance', 'Flight', 'Intelligence', 'Jump', 'Longevity', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Bullet Time', 'Cold Resistance', 'Dexterity', 'Electricity Resistance', 'Fire Resistance', 'Heat Resistance', 'Indomitable Will', 'Interstellar Travel', 'Invulnerability', 'Latent Abilities', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Space Survivability', 'Rage Power', 'Regeneration']",Invincible,,,,Good,Female,-,-,-,Black
7,Terra-Man,/terra-man/10-12412/,Tobias Manning,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
8,Terrafin,/terrafin/10-43698/,,60,9,17,9,25,100,"['Super Strength', 'Dig']",Skylanders - Skylanders,,,Skylanders: Spyro's Adventure,Good,Male,-,-,White,No Hair
9,Terrakion,/terrakion/10-24515/,,0,0,0,0,0,0,,Pokemon - Pokemon,,,,,,-,-,,
10,Terrance,/terrance/10-24770/,Terrence,40,1,5,5,5,5,"['Social Influencing', 'Jump', 'Toxin and Disease Control', 'Toxin and Disease Resistance']",,,,,Good,Male,-,-,-,-
11,Terrance Greasley,/terrance-greasley/10-43789/,,0,0,0,0,0,0,,VD - Vampire Diaries,,,,,,-,-,,
12,Terrance Kelly,/terrance-kelly/10-42149/,,0,0,0,0,0,0,,Earth-9 - Tangent universe,,,,,,-,-,,
13,Terraspin,/terraspin/10-22167/,Geochelone Aerio,50,25,25,85,60,50,"['Animal Attributes', 'Animal Oriented Powers', 'Durability', 'Flight', 'Intelligence', 'Natural Armor', 'Peak Human Condition', 'Stamina', 'Super Speed', 'Super Strength', 'Wind Control', 'Accelerated Healing', 'Adaptation', 'Agility', 'Cold Resistance', 'Danger Sense', 'Dexterity', 'Endurance', 'Energy Resistance', 'Gliding', 'Heat Resistance', 'Invulnerability', 'Jump', 'Levitation', 'Longevity', 'Natural Weapons', 'Radiation Immunity', 'Reflexes', 'Stealth', 'Toxin and Disease Resistance', 'Vision - Night', 'Magic', 'Magic Resistance']",,,,"Ben 10: Ultimate Alien, S2 E2 Reflected Glory",Good,Male,-,-,Green,
14,Terrax The Tamer,/terrax-the-tamer/10-10233/,Tyros,60,100,100,100,100,75,"['Agility', 'Cold Resistance', 'Cosmic Awareness', 'Dexterity', 'Endurance', 'Energy Absorption', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Invulnerability', 'Light Control', 'Magma Manipulation', 'Mind Control', 'Molecular Manipulation', 'Power Cosmic', 'Projection', 'Radiation Immunity', 'Reflexes', 'Shockwaves Generation', 'Stamina', 'Super Speed', 'Super Strength', 'Supernatural Condition', 'Toxin and Disease Resistance', 'Weapon-based Powers', 'Weapons Master', 'Accelerated Healing', 'Astral Projection', 'Bullet Time', 'Creation', 'Electricity Resistance', 'Entropy Projection', 'Force Fields', 'Immortality', 'Longevity', 'Master Tactician', 'Matter Manipulation', 'Mind Control Resistance', 'Rage Power', 'Regeneration', 'Resurrection', 'Size Changing', 'Soul Resistance', 'Spaceflight', 'Teleportation']",Earth-616 - Prime Marvel Universe,,,,Neutral,Male,-,-,,
15,Terrax The Tamer,/terrax-the-tamer/10-45691/,,0,0,0,0,0,0,,Earth-8096 - The Avengers: Earth's Mightiest Heroes (2010-1013 TV Series),,,Avengers:Earth's mightiest heroes eposide 52,Bad,Male,-,-,Red,Black
16,Terraxia,/terraxia/10-18951/,Terraxia,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
