,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,full name,place of birth,first appearance,alignment,universe,gender,height,weight,eye color,hair color
0,Wink,/wink/10-23604/,,0,0,0,0,0,0,,,,,,,,-,-,,
1,Wink,/wink/10-32994/,,0,0,0,0,0,0,,,,,,DCeased - DCeased,,-,-,,
2,Winky Man,/winky-man/10-40806/,Paul Same,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
3,Winky The House-Elf,/winky-the-house-elf/10-19419/,Winky,0,0,0,0,0,0,,,,,,,,-,-,,
4,Winn Schott,/winn-schott/10-16826/,"Winslow Schott, Jr.",0,0,0,0,0,0,,,,,,Arrowverse - DC Television Universe,,-,-,,
5,Winnetou,/winnetou/10-48597/,Winnetou,0,0,0,0,0,0,,,,,Good,Winnetou - Winnetou Universe,Male,-,-,-,-
6,Winnie The Pooh,/winnie-the-pooh/10-26289/,Winnie The Pooh,0,0,0,0,0,0,,,,,Good,WtP - Winnie the Pooh,Male,-,-,-,-
7,Winry Rockbell,/winry-rockbell/10-27638/,Winry Rockbell,0,0,0,0,0,0,,,,Manga: Fullmetal Alchemist - Chapter #9,Good,FMA - Fullmetal Alchemist Verse,Female,-,-,Blue,Blond
8,Winston,/winston/10-13044/,Winston,0,0,0,0,0,0,,,,Overwatch,Neutral,Overwatch - Overwatch Universe,Male,"220 cm • 7'2.6""",-,-,Black
9,Winston,/winston/10-19194/,,0,0,0,0,0,0,,,,,,Maze Runner,,-,-,,
10,Winston,/winston/10-37828/,,0,0,0,0,0,0,,,,John Wick,Neutral,JWU - John Wick Universe,Male,-,-,-,-
11,Winston Frost,/winston-frost/10-40302/,Winston Frost,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
12,Winston Zeddemore,/winston-zeddemore/10-12098/,,0,0,0,0,0,0,,,,,,Ghostbusters - Ghostbusters,,-,-,,
13,Winter,/winter/10-19825/,Winter Schnee,0,0,0,0,0,0,,,,,,,,-,-,,
14,Winter,/winter/10-21651/,Nikolas Kamarov,0,0,0,0,0,0,,,,,,Earth-50 - Wildstorm Universe,,-,-,,
15,Winter,/winter/10-26952/,Winter,55,85,50,35,50,15,"['Animal Attributes', 'Cold Resistance', 'Cryokinesis', 'Flight', 'Natural Armor', 'Natural Weapons', 'Stamina', 'Super Speed', 'Super Strength', 'Agility', 'Dexterity', 'Animal Control', 'Element Control']",Winter,,Wings of Fire: Moon Rising,Good,Wings Of Fire Universe,Male,-,-,Black,No Hair
16,Winter Hulk,/winter-hulk/10-32216/,Jennifer Walters,65,100,75,100,85,90,"['Accelerated Healing', 'Agility', 'Berserk Mode', 'Cold Resistance', 'Durability', 'Fire Resistance', 'Gamma Mutant Physiology', 'Heat Resistance', 'Intelligence', 'Invulnerability', 'Jump', 'Longevity', 'Mind Control Resistance', 'Peak Human Condition', 'Radiation Absorption', 'Radiation Immunity', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Dexterity', 'Energy Resistance', 'Enhanced Hearing', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Power Nullifier', 'Rage Power', 'Reactive Power Level', 'Seismic Power', 'Transformation', 'Immortality', 'Regeneration']",Jennifer Sue Walters,"Los Angeles, California","Avengers Vol 8 #47 (August 4, 2021) (as Winter Hulk)",-,Earth-616 - Prime Marvel Universe,Female,"200.7 cm • 6'7""",317.51 kg • 700 lbs,White,Blond
17,Winter Soldier,/winter-soldier/10-10027/,Bucky Barnes,65,25,25,15,20,80,"['Acrobatics', 'Durability', 'Endurance', 'Intelligence', 'Marksmanship', 'Master Martial Artist', 'Peak Human Condition', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Vehicular Mastery', 'Weapons Master', 'Accelerated Development', 'Agility', 'Bionics', 'Dexterity', 'Electricity Resistance', 'Electrokinesis', 'Jump', 'Longevity', 'Master Tactician', 'Pain Suppression', 'Reflexes', 'Regeneration', 'Technopath/Cyberpath', 'Toxin and Disease Resistance', 'Weapon-based Powers', 'Accelerated Healing', 'Explosion Manipulation', 'Fire Control', 'Illusions', 'Information Analysis', 'Omnilingualism', 'Self-Destruction', 'Self-Sustenance', 'Smoke Manipulation', 'Teleportation', 'Wallcrawling']",James Buchanan Barnes,"Shelbyville, Indiana","Captain America Vol 5 #1 (January, 2005) (as Winter Soldier)",Good,Earth-616 - Prime Marvel Universe,Male,"175.3 cm • 5'9""",117.9 kg • 259.93 lbs,Brown,Brown
18,Winter Soldier,/winter-soldier/10-12728/,Bucky Barnes,60,25,17,15,15,80,"['Durability', 'Intelligence', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Weapons Master', 'Acrobatics', 'Agility', 'Endurance', 'Marksmanship', 'Master Martial Artist', 'Reflexes', 'Accelerated Healing', 'Jump', 'Master Tactician', 'Weapon-based Powers']",James Buchanan Barnes,,Captain America: The First Avenger,Good,MCU - Marvel Cinematic Universe,Male,-,-,,
19,Winter Soldier,/winter-soldier/10-25036/,Bucky Barnes,0,0,0,0,0,0,,,,,,MCOC - Marvel Contest of Champions,,-,-,,
20,Winter Soldier,/winter-soldier/10-35438/,James Buchanan Barnes,0,0,0,0,0,0,,,,,,Earth-2149 - Zombiverse,,-,-,,
21,Winter Soldier,/winter-soldier/10-46292/,Bucky Barnes,0,0,0,0,0,0,,,,,,Earth-8096 - The Avengers: Earth's Mightiest Heroes (2010-1013 TV Series),,-,-,,
22,Winter Soldier (What If...?),/winter-soldier-what-if/10-28666/,Bucky Barnes,65,25,20,15,25,80,"['Acrobatics', 'Dexterity', 'Endurance', 'Master Martial Artist', 'Reflexes', 'Stamina', 'Agility', 'Heat Resistance', 'Jump', 'Longevity', 'Master Tactician', 'Smoke Manipulation', 'Stealth', 'Vehicular Mastery', 'Weapons Master', 'Accelerated Healing', 'Cold Resistance', 'Explosion Manipulation', 'Regeneration', 'Toxin and Disease Resistance']",,,,,MCU - Marvel Cinematic Universe,,-,-,,
23,Winter Soldier 13,/winter-soldier-13/10-45440/,,0,0,0,0,0,0,,,,,,Earth-928 - Marvel 2099,,-,-,,
24,Winter Wolf,/winter-wolf/10-22121/,,0,0,0,0,0,0,,,,,,Vertigo - Vertigo Universe,,-,-,,
25,Winter Wyvern,/winter-wyvern/10-45876/,,0,0,0,0,0,0,,,,,,Dota,,-,-,,
26,Wintergreen,/wintergreen/10-25384/,William Randolph Wintergreen,0,0,0,0,0,0,,,,,,Prime Earth - Prime DC Comics Universe,,-,-,,
27,Wired,/wired/10-27767/,,0,0,0,0,0,0,,,,,,Bakugan,,-,-,,
28,Wired,/wired/10-27768/,,0,0,0,0,0,0,,,,,,Bakugan,,-,-,,
29,Wisdom,/wisdom/10-24093/,,0,0,0,0,0,0,,,,,,Prime Earth - Prime DC Comics Universe,,-,-,,
30,Wise Son,/wise-son/10-10112/,Hannibal White,0,0,0,0,0,0,,,,,Good,Dakotaverse,Male,-,-,-,-
31,Wiseman,/wiseman/10-44581/,Death Phantom,0,0,0,0,0,0,,,,Manga: Sailor Moon (Chapter #15),Bad,Sailor Moon - Sailor Moon,Male,-,-,No eyes,No Hair
