,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Exile,/exile/10-47227/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
1,Exile Haiaoshi,/exile-haiaoshi/10-27536/,,0,0,0,0,0,0,,,,,,,,-,-,,
2,Exitar The Executioner,/exitar-the-executioner/10-14703/,,100,100,100,100,100,65,"['Astral Travel', 'Changing Armor', 'Cosmic Awareness', 'Durability', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Entropy Projection', 'Fire Resistance', 'Flight', 'Gravity Control', 'Immortality', 'Intelligence', 'Interstellar Travel', 'Large Size', 'Levitation', 'Magma Manipulation', 'Matter Manipulation', 'Molecular Dissipation', 'Nigh-Omnipresence', 'Portal Creation', 'Power Augmentation', 'Power Bestowal', 'Power Mimicry', 'Power Nullifier', 'Precognition', 'Probability Manipulation', 'Projection', 'Psionic Powers', 'Quantum Manipulation', 'Radiation Absorption', 'Radiation Control', 'Reality Warping', 'Seismic Power', 'Size Changing', 'Spaceflight', 'Spatial Awareness', 'Spatial Communication', 'Subatomic Manipulation', 'Super Speed', 'Super Strength', 'Teleportation', 'Ability Shift', 'Accelerated Healing', 'Afterimage Creation', 'Antimatter Manipulation', 'Astral Projection', 'Camouflage', 'Chaos Manipulation', 'Chi Manipulation', 'Clairvoyance', 'Cold Resistance', 'Data Manipulation', 'Endurance', 'Energy Armor', 'Explosion Manipulation', 'Force Fields', 'Heat Generation', 'Heat Resistance', 'Hellfire Resistance', 'Illumination', 'Illusions', 'Information Analysis', 'Intangibility', 'Invisibility', 'Invulnerability', 'Jump', 'Light Control', 'Marksmanship', 'Matter Absorption', 'Metal Manipulation', 'Mind Blast', 'Mind Control', 'Molecular Combustion', 'Molecular Manipulation', 'Natural Armor', 'Natural Weapons', 'Pocket Dimensions', 'Possession', 'Postcognition', 'Power Absorption', 'Power Modification', 'Power Primordial', 'Psychometry', 'Radar Sense', 'Reality Warping Resistance', 'Regeneration', 'Resurrection', 'Robotic Engineering', 'Shapeshifting', 'Spatial Manipulation', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Darkforce Manipulation', 'Fire Control', 'Godly Physiology']",Earth-616 - Prime Marvel Universe,,,,Neutral,,-,-,-,-
3,Exitar The Executioner,/exitar-the-executioner/10-30742/,,0,0,0,0,0,0,,Earth-13133 - Planet X,,,,,,6.1 km • 37.88 mile,-,-,-
4,Exiter,/exiter/10-47226/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
5,Exodus,/exodus/10-1517/,Bennet Du Paris,70,55,30,65,100,80,"['Accelerated Healing', 'Force Fields', 'Psionic Powers', 'Telekinesis', 'Astral Projection', 'Cloaking', 'Electro-Magnetism Manipulation', 'Empathy', 'Flight', 'Illusions', 'Immortality', 'Intuitive aptitude', 'Mind Blast', 'Mind Control', 'Paralysis', 'Possession', 'Regeneration', 'Telepathy', 'Teleportation']",Earth-616 - Prime Marvel Universe,Bennet Du Paris,,"X-Factor #92 (July, 1993)",Bad,Male,"182.9 cm • 6'0""",88.5 kg • 195.11 lbs,Blue,Black
6,Exodus,/exodus/10-49430/,,0,0,0,0,0,0,,FF XII - Final Fantasy XII,,,Final Fantasy XII (video game),Neutral,Male,-,-,-,-
7,Exogorth,/exogorth/10-22945/,Exogorth,0,0,0,0,0,0,,Star Wars - Star Wars Universe,,,,,,-,-,,
8,Exokor,/exokor/10-27714/,,0,0,0,0,0,0,,Bakugan,,,,,,-,-,,
9,Exoristos,/exoristos/10-11222/,,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,Demon Knights,Good,Male,-,-,Green,Black
10,Exoskeleton Arana,/exoskeleton-arana/10-11944/,Anya Sofia Corazon,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
11,Exotica,/exotica/10-29854/,,0,0,0,0,0,0,,Earth-50 - Wildstorm Universe,,,,,,-,-,,
12,Exotica Jones,/exotica-jones/10-37796/,,0,0,0,0,0,0,,Deepcut - Deepcut Productions,,,,,,-,-,,
13,Expatriette,/expatriette/10-46728/,Amanda Cohen,65,1,6,10,15,75,"['Dexterity', 'Indomitable Will', 'Marksmanship', 'Preparation', 'Reflexes', 'Agility', 'Danmaku', 'Explosion Manipulation', 'Gadget Usage', 'Information Analysis', 'Weapon-based Powers', 'Weapons Master', 'Acrobatics', 'Cryokinesis', 'Damage Boost', 'Electrokinesis', 'Endurance', 'Fire Control', 'Grappling/Climbing', 'Homing Attack', 'Master Martial Artist', 'Mechanical Aptitude', 'Scanning', 'Vision - Telescopic']",SotM - Sentinels of the Multiverse,,"Citizens of the Dawn Compound, Insula Primalis",Rook City Expansion (2013),Good,Female,"185.4 cm • 6'1""",81.65 kg • 180.01 lbs,Brown,Purple
14,Explodey Boy,/explodey-boy/10-40430/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
15,Explorer,/explorer/10-23331/,Zamanathan Rambunazeth,0,0,0,0,0,0,,,,,,,,-,-,,
16,Explosion,/explosion/10-22014/,Explosion,0,0,0,0,0,0,,,,,,,,-,-,,
17,Explosix Gear,/explosix-gear/10-27720/,,0,0,0,0,0,0,,Bakugan,,,,,,-,-,,
18,Extant,/extant/10-29361/,Hank Hall,0,0,0,0,0,0,,,,,,,,-,-,,
19,Extant (Worlogog),/extant-worlogog/10-29403/,Hank Hall,100,100,100,100,100,100,"['Nigh-Omnipotence', 'Nigh-Omnipresence', 'Nigh-Omniscience']",,,,,-,-,-,-,-,-
20,Extendar,/extendar/10-32399/,Doodon,0,0,0,0,0,0,,MotU - Masters Of The Universe,,,,,,-,-,,
21,Exterminator,/exterminator/10-22291/,Exterminator,75,100,75,85,80,70,"['Accelerated Healing', 'Durability', 'Electrokinesis', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Fire Resistance', 'Heat Resistance', 'Immortality', 'Intelligence', 'Stamina', 'Super Speed', 'Super Strength', 'Telepathy Resistance', 'Agility', 'Aura', 'Element Control', 'Endurance', 'Energy Resistance', 'Flight', 'Indomitable Will', 'Interstellar Travel', 'Invulnerability', 'Jump', 'Reflexes', 'Regeneration', 'Toxin and Disease Resistance', 'Vaporising Beams', 'Weapon-based Powers', 'Cold Resistance', 'Dimensional Travel', 'Illumination', 'Light Control', 'Master Tactician', 'Telekinesis', 'Teleportation']",,,First Cosmos,"X-Treme X-Men Vol 2 #12 (May, 2013)",Bad,Male,-,-,,
22,Exterminatrix,/exterminatrix/10-46353/,Oubliette Midas,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,Bad,Female,-,-,-,Blond
23,Extremax,/extremax/10-39811/,,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
