,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Magik,/magik/10-44338/,Illyana Rasputina,0,0,0,0,0,0,,Doom Universe - Earth-18466,,,,,,-,-,,
1,Magik,/magik/10-46073/,Illyana Rasputina,0,0,0,0,0,0,,Earth-TRN727 - Mutant Extermination,,,,,,-,-,,
2,Magik (Darkchylde),/magik-darkchylde/10-34042/,Illyana Rasputin,60,95,100,90,100,65,"['Accelerated Development', 'Accelerated Healing', 'Adaptation', 'Age Manipulation', 'Agility', 'Animal Attributes', 'Anti-Gravity', 'Antimatter Manipulation', 'Arcane Magic', 'Arcane Magic', 'Astral Projection', 'Astral Trap', 'Astral Travel', 'Audio Control', 'Avatar Creation', 'Awakened Power', 'Berserk Mode', 'Biokinesis', 'Black Hole Manipulation', 'Bloodlust', 'Camouflage', 'Causality Manipulation', 'Clairvoyance', 'Cold Resistance', 'Conceptual Manipulation', 'Corruption Resistance', 'Dark Magic', 'Density Control', 'Divine Powers', 'Electricity Resistance', 'Electro-Magnetism Manipulation', 'Element Control', 'Energy Manipulation', 'Energy Resistance', 'Explosion Manipulation', 'Fire Control', 'Fire Resistance', 'Fusion', 'Godly Physiology', 'Gravity Control', 'Heat Resistance', 'Hellfire Manipulation', 'Higher Dimensional Manipulation', 'Illusions', 'Immortality', 'Insanity', 'Intangibility', 'Intelligence', 'Invisibility', 'Invulnerability', 'Jump', 'Light Control', 'Longevity', 'Magic', 'Magic Absorption', 'Magic Resistance', 'Mathematics Manipulation', 'Matter Manipulation', 'Metaphysics Manipulation', 'Mind Control', 'Mind Control Resistance', 'Non-Corporeal', 'Pain Manipulation', 'Pataphysics Manipulation', 'Physics Manipulation', 'Plant Control', 'Power Absorption', 'Power Absorption Immunity', 'Power Augmentation', 'Power Modification', 'Power Nullifier', 'Power Sense', 'Psionic Powers', 'Quantum Manipulation', 'Radiation Control', 'Reality Warping', 'Reality Warping Resistance', 'Spaceflight', 'Spatial Manipulation', 'Spirit Control', 'Subjective Reality', 'Supreme Power', 'Time Manipulation', 'Time Manipulation Resistance', 'Toxin and Disease Control', 'Unholy Manipulation', 'Unholy Resistance', 'Vibration Manipulation', 'Weather Control', 'Wind Control', 'Blood Manipulation', 'Body Puppetry', 'Bone Manipulation', 'Bullet Time', 'Clairvoyance Resistance', 'Curse Manipulation', 'Death Manipulation', 'Dream Manipulation', 'Existence Erasure Resistance', 'Fate Manipulation', 'Fate Resistance', 'Holy Manipulation', 'Holy Resistance', 'Hunters Instinct', 'Hyperkinesis', 'Hypnokinesis', 'Illusion Resistance', 'Indomitable Will', 'Life Manipulation', 'Soul Resistance', 'Telepathy Resistance', 'Toxin and Disease Resistance']",Earth-616 - Prime Marvel Universe,Illyana Nikolaievna Rasputina,"Ust-Ordynsky Collective, near Lake Baikal, Siberia, Russia",Giant-Size X-Men #1,Bad,-,"165 cm • 5'5""",58.97 kg • 130.01 lbs,Yellow / Red,Blond
3,Magikarp,/magikarp/10-24493/,Magikarp,0,0,0,0,0,0,,Pokemon - Pokemon,,,,,,-,-,,
4,Magikoopa,/magikoopa/10-32357/,Kamek,90,25,100,90,100,40,"['Agility', 'Cold Resistance', 'Cryokinesis', 'Durability', 'Electrokinesis', 'Extrasensory Perception', 'Fire Control', 'Flight', 'Force Fields', 'Intangibility', 'Intelligence', 'Magic', 'Regeneration', 'Self-Sustenance', 'Stamina', 'Super Speed', 'Telekinesis', 'Time Manipulation', 'Water Control', 'Weather Control', 'Acrobatics', 'Afterimage Creation', 'Divine Powers', 'Duplication', 'Energy Manipulation', 'Illusions', 'Levitation', 'Memory Manipulation', 'Mind Control', 'Molecular Manipulation', 'Paper Manipulation', 'Power Nullifier', 'Precognition', 'Projection', 'Radiation Immunity', 'Reality Warping', 'Shapeshifting', 'Status Effect Inducement', 'Summoning', 'Teleportation', 'Transmutation Immunity', 'Vitakinesis', 'Void Manipulation']",Mario,,Koopa Kingdom,Super Mario World 2: Yoshi's Island,Bad,Male,"154.9 cm • 5'1""",-,-,-
5,Magilla Gorilla,/magilla-gorilla/10-36403/,,0,0,0,0,0,0,,,,,,,,-,-,,
6,Magique,/magique/10-11365/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
7,Magita (Rulers of Earth),/magita-rulers-of-earth/10-27918/,Trilopod,40,85,25,50,50,30,"['Animal Attributes', 'Cold Resistance', 'Electricity Resistance', 'Endurance', 'Fire Resistance', 'Heat Resistance', 'Jaw Strength', 'Large Size', 'Natural Armor', 'Natural Weapons', 'Power Absorption', 'Radiation Immunity', 'Toxin and Disease Resistance', 'Acid Resistants', 'Amphibious Respiration', 'Energy Resistance', 'Grappling/Climbing', 'Instinctive Reaction', 'Invulnerability', 'Paralysis', 'Physical Anomaly', 'Power Mimicry', 'Seismic Power', 'Accelerated Healing']",Toho - Toho Expanded Universe,,,Godzilla: Rulers of Earth #25,Bad,-,500 m • 3.11 miles,-,Orange,-
8,Magma,/magma/10-381/,Amara Aquilla,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,Amara Juliana Olivians Aquilla,,,Good,Female,-,-,,
9,Magma,/magma/10-28361/,Amara,0,0,0,0,0,0,,Earth-11326 - Marvel's Age Of X,,,,,,-,-,,
10,Magma Trooper,/magma-trooper/10-33600/,,0,0,0,0,0,0,,Star Wars - Star Wars Universe,,,,,,-,-,,
11,Magma Wilda,/magma-wilda/10-24458/,Wilda,0,0,0,0,0,0,,Bakugan,,,,Good,Male,-,-,Orange,No Hair
12,Magmafury,/magmafury/10-25144/,,0,0,0,0,0,0,,Bakugan,,,,,,-,-,,
13,Magmaniac,/magmaniac/10-20807/,James,0,0,0,0,0,0,,Invincible,,,,,,-,-,,
14,Magna Defender,/magna-defender/10-27588/,Michael Corbett,0,0,0,0,0,0,,,,,,,,-,-,,
15,Magna Swing,/magna-swing/10-32736/,Magna Swing,45,25,25,60,45,60,"['Accelerated Development', 'Acrobatics', 'Danmaku', 'Durability', 'Endurance', 'Energy Blasts', 'Energy Constructs', 'Explosion Manipulation', 'Extrasensory Perception', 'Fire Control', 'Fire Resistance', 'Heat Generation', 'Heat Resistance', 'Magic', 'Magic Resistance', 'Rage Power', 'Reflexes', 'Statistics Amplification', 'Weapon Creation', 'Ability Shift', 'Adaptation', 'Agility', 'Aura', 'Cold Resistance', 'Creation', 'Flight', 'Indomitable Will', 'Latent Abilities', 'Molecular Combustion', 'Power Nullifier', 'Power Sense', 'Sealing', 'Weapon Summoning', 'Weapons Master', 'Force Fields']",BC - Black Clover,Magna Swing,Clover Kingdom,Black Clover Manga Chapter 3,Good,Male,"169 cm • 5'6.5""",-,Blue,Black
16,Magna Swing (Soul Chain Deathmatch),/magna-swing-soul-chain-deathmatch/10-33415/,Magna Swing,45,100,100,80,100,80,"['Arcane Magic', 'Astral Trap', 'Attack Negation', 'Aura', 'Awakened Power', 'Blessed', 'Chain Manipulation', 'Chaos Magic', 'Corruption', 'Creation', 'Damage Boost', 'Danmaku', 'Durability', 'Durability Negation', 'Energy Blasts', 'Energy Constructs', 'Explosion Manipulation', 'Extrasensory Perception', 'Fire Control', 'Fire Resistance', 'Force Fields', 'Heat Generation', 'Immortality Negation', 'Law Manipulation', 'Madness Manipulation', 'Magic', 'Magic Absorption', 'Magic Resistance', 'Master Martial Artist', 'Mind Control Resistance', 'Molecular Combustion', 'Peak Human Condition', 'Photographic Reflexes', 'Power Absorption', 'Power Augmentation', 'Power Modification', 'Projection', 'Reactive Evolution', 'Reactive Power Level', 'Regeneration Negation', 'Rune Magic', 'Sealing', 'Soul Manipulation', 'Super Speed', 'Super Strength', 'Weapon Creation', 'Weapon-based Powers', 'Weapons Master', 'Accelerated Development', 'Acrobatics', 'Adaptation', 'Attack Reflection', 'Causality Manipulation', 'Damage Transferal', 'Dark Arts', 'Energy Resistance', 'Enhanced Condition', 'Fate Manipulation', 'Flight', 'Heat Resistance', 'Homing Attack', 'Invulnerability', 'Life Manipulation', 'Master Tactician', 'Molecular Manipulation', 'Pain Manipulation', 'Possession', 'Power Nullifier', 'Subjective Reality', 'Supernatural Condition', 'Transformation', 'Weapon Summoning', 'Pressure Points']",BC - Black Clover,,Clover Kingdom,Black Clover Manga Chapter 292,-,-,"169 cm • 5'6.5""",-,Blue,Black
17,Magna Tolvan,/magna-tolvan/10-36607/,Magna Tolvan,0,0,0,0,0,0,,Star Wars - Star Wars Universe,,,,,,-,-,,
18,MagnaAngemon,/magnaangemon/10-24859/,,0,0,0,0,0,0,,Digimon - Digimon,,,,Good,Other,-,-,No eyes,-
