,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,full name,place of birth,first appearance,alignment,universe,gender,height,weight,eye color,hair color
0,Eon,/eon/10-22012/,Eon,100,100,100,90,100,50,"['Accelerated Healing', 'Dimensional Travel', 'Durability', 'Empathy', 'Immortality', 'Intelligence', 'Interstellar Travel', 'Magic', 'Memory Manipulation', 'Power Bestowal', 'Precognition', 'Reflexes', 'Self-Sustenance', 'Stamina', 'Super Speed', 'Super Strength', 'Telepathy', 'Teleportation', 'Toxin and Disease Resistance', 'Vitakinesis', 'Agility', 'Dimensional Awareness', 'Fire Resistance', 'Flight', 'Hypnokinesis', 'Indomitable Will', 'Intuitive aptitude', 'Invulnerability', 'Magic Resistance', 'Master Martial Artist', 'Mind Control', 'Mind Control Resistance', 'Omnilingualism', 'Power Augmentation', 'Power Sense', 'Regeneration', 'Stealth', 'Telekinesis', 'Telepathy Resistance', 'Weapon Creation', 'Creation', 'Resurrection', 'Shapeshifting']",,,"Captain Marvel #28 (September, 1973)",Neutral,,Male,-,-,Green,Brown
1,Eonar,/eonar/10-15706/,,0,0,0,0,0,0,,,,,,Warcraft - Warcraft,,-,-,,
2,Epel Felmier,/epel-felmier/10-50118/,,70,1,11,10,30,70,"['Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Magic', 'Statistics Amplification', 'Statistics Reduction', 'Status Effect Inducement', 'Accelerated Healing', 'Attack Reflection', 'Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Homing Attack']",,,,-,,Male,"156 cm • 5'1.4""",-,Violet,Blue
3,Epharr,/epharr/10-43537/,,0,0,0,0,0,0,,,,,,N-NN - Ninety-Nine Nights,,-,-,,
4,Ephemera,/ephemera/10-36743/,,0,0,0,0,0,0,,,,,,BloodRayne - BloodRayne,,-,-,,
5,Ephialtes,/ephialtes/10-18072/,,0,0,0,0,0,0,,,,,,,,-,-,,
6,Ephrael Stern,/ephrael-stern/10-39337/,Ephrael Stern,90,90,85,85,95,90,"['Ability Shift', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Afterimage Creation', 'Agility', 'Amber', 'Attack Negation', 'Attack Reflection', 'Biokinesis', 'Bloodlust', 'Camouflage', 'Clairvoyance', 'Clairvoyance Resistance', 'Cold Resistance', 'Corruption Resistance', 'Cosmic Awareness', 'Curse Manipulation', 'Curse Resistance', 'Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Danger Sense', 'Data Manipulation', 'Death Manipulation', 'Dexterity', 'Dimensional Awareness', 'Duplication', 'Durability', 'Durability Negation', 'Electrical Transport', 'Electricity Absorption', 'Electricity Resistance', 'Element Control', 'Emotional Power Up', 'Empathy', 'Endurance', 'Energy Blasts', 'Energy Embodiment', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Sight', 'Enhanced Smell', 'Explosion Manipulation', 'Extrasensory Perception', 'Fate Manipulation', 'Fate Resistance', 'Fear Inducement', 'Fire Resistance', 'Force Fields', 'Godly Physiology', 'Gravity Control', 'Heat Resistance', 'Hypnokinesis', 'Illusion Resistance', 'Illusions', 'Information Analysis', 'Information Manipulation', 'Instinctive Reaction', 'Intangibility', 'Intelligence', 'Intuitive aptitude', 'Invulnerability', 'Magic', 'Magic Resistance', 'Marksmanship', 'Master Tactician', 'Matter Manipulation', 'Mind Control', 'Mind Control Resistance', 'Natural Armor', 'Natural Weapons', 'Non-Physical Interaction', 'Ocular Techniques', 'Pain Manipulation', 'Pain Suppression', 'Perfect Recollection', 'Photographic Reflexes', 'Physical Anomaly', 'Possession Resistance', 'Power Bestowal', 'Power Nullifier', 'Precognition', 'Preparation', 'Radiation Immunity', 'Reactive Evolution', 'Reactive Power Level', 'Reflexes', 'Regeneration', 'Sense Manipulation', 'Shadow Manipulation', 'Shockwaves Generation', 'Sleep Manipulation', 'Soul Manipulation', 'Soul Resistance', 'Spatial Awareness', 'Spatial Communication', 'Spatial Manipulation', 'Stamina', 'Statistics Amplification', 'Statistics Reduction', 'Status Effect Inducement', 'Stealth', 'Super Speed', 'Super Strength', 'Technological Possession', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Toxin and Disease Control', 'Toxin and Disease Resistance', 'Vehicular Mastery', 'Vibration Manipulation', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vitakinesis', 'Weapon Creation', 'Weapon-based Powers', 'Weapons Master', 'Weather Control', 'Wind Control', 'Aura', 'Causality Manipulation', 'Dimensional Travel', 'Dream Manipulation', 'Electrokinesis', 'Energy Constructs', 'Enhanced Condition', 'Enhanced Memory', 'Flight', 'Holy Resistance', 'Immortality', 'Levitation', 'Light Control', 'Master Martial Artist', 'Matter Absorption', 'Mind Transfer', 'Non-Corporeal', 'Portal Creation', 'Psionic Powers', 'Radiation Control', 'Reality Warping Resistance', 'Regeneration Negation', 'Resurrection', 'Telekinesis', 'Unholy Resistance', 'Void Manipulation', 'Weapon Summoning', 'Memory Manipulation']",,,,,,,-,-,,
7,Epione,/epione/10-10846/,Epione,0,0,0,0,0,0,,,,,Good,,Female,-,-,,
8,Epiphany,/epiphany/10-22011/,Epiphany,0,0,0,0,0,0,,,,,,,,-,-,,
9,Epiphany,/epiphany/10-37850/,Amy Kozlowski,0,0,0,0,0,0,,,,,,Avatar Press - Avatar Press,,-,-,,
