,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,full name,place of birth,first appearance,alignment,universe,gender,height,weight,eye color,hair color
0,Uriel,/uriel/10-35727/,,0,0,0,0,0,0,,,,,,,,-,-,,
1,Uriel,/uriel/10-36291/,,0,0,0,0,0,0,,,,,,GOH - God of Highschool,,-,-,,
2,Uriel,/uriel/10-39040/,,0,0,0,0,0,0,,,,,,SMT - Shin Megami Tensei,,-,-,,
3,Uriel,/uriel/10-42238/,,0,0,0,0,0,0,,,,,,Darksiders,,-,-,,
4,Uriel,/uriel/10-42404/,,0,0,0,0,0,0,,,,,,Supernatural - Supernatural Series Universe,,-,-,,
5,Urien,/urien/10-11069/,,0,0,0,0,0,0,,,,,,Street Fighter,,-,-,,
6,Urizen,/urizen/10-25074/,,70,100,100,100,100,50,"['Accelerated Healing', 'Acid Resistants', 'Clairvoyance Resistance', 'Cold Resistance', 'Curse Resistance', 'Dark Arts', 'Dark Magic', 'Darkforce Manipulation', 'Dexterity', 'Dimensional Travel', 'Electricity Resistance', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Fear Inducement', 'Fear Manipulation', 'Fire Control', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Hellfire Resistance', 'Immortality', 'Interstellar Travel', 'Large Size', 'Mind Control Resistance', 'Nigh-Omnipresence', 'Power Nullifier', 'Radiation Immunity', 'Reality Warping', 'Reality Warping Resistance', 'Regeneration', 'Shapeshifting', 'Size Changing', 'Soul Manipulation', 'Soul Resistance', 'Spaceflight', 'Spatial Manipulation', 'Stamina', 'Telepathy Resistance', 'Time Manipulation', 'Time Manipulation Resistance', 'Time Travel', 'Toxin and Disease Resistance', 'Agility', 'Banish', 'Berserk Mode', 'Bullet Time', 'Death Manipulation', 'Death Touch', 'Holy Resistance', 'Life Manipulation', 'Magic Resistance', 'Possession', 'Possession Resistance', 'Subjective Reality']",,,Spawn #93,Bad,Spawn - Spawn,Male,-,-,White,Black
7,Urizen,/urizen/10-29297/,Urizen,0,0,0,0,0,0,,,,,,DMC - Devil May Cry Universe,,-,-,,
8,Uro,/uro/10-46277/,,0,0,0,0,0,0,,,,Manga: Karneval (Chapter #3),Bad,Karneval - Karneval Universe,Male,"184 cm • 6'0.4""",-,Orange,Brown
9,Uroc,/uroc/10-33030/,,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
10,Urouge,/urouge/10-22770/,,0,0,0,0,0,0,,,,,,,,-,-,,
11,Urrax,/urrax/10-46789/,,0,0,0,0,0,0,,,,,,Monsuno - Monsuno (2011–2014 Series),,-,-,,
