,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Dove,/dove/10-14436/,Don Hall,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
1,Dove,/dove/10-23053/,Donald Hall,65,15,10,15,30,50,"['Durability', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Danger Sense', 'Enhanced Hearing', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch']",DCAU - DC Animated Universe,,,,,,-,-,,
2,Dove,/dove/10-33511/,Dawn Granger,0,0,0,0,0,0,,TT - Tiny Titans,,,,,,-,-,,
3,Dove,/dove/10-16349/,Dawn Granger,60,1,6,5,5,60,"['Peak Human Condition', 'Stamina', 'Acrobatics', 'Agility', 'Marksmanship', 'Master Martial Artist', 'Stealth', 'Endurance', 'Master Tactician', 'Reflexes']",Titans - Titans (2018-2019 TV Series),Dawn Granger,London,Titans Season 1:Episode 2,Good,Female,"165.1 cm • 5'5""",56.2 kg • 123.9 lbs,Brown,Brown
4,Dove (Last lord of chaos),/dove-last-lord-of-chaos/10-33308/,,0,0,0,0,0,0,,FS - Future State,,,,,,-,-,,
5,Dove II,/dove-ii/10-10210/,Dawn Granger,65,15,17,20,25,60,"['Dexterity', 'Durability', 'Endurance', 'Flight', 'Intelligence', 'Light Control', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Acrobatics', 'Agility', 'Cold Resistance', 'Heat Resistance', 'Levitation', 'Master Martial Artist', 'Transformation', 'Weapons Master', 'Projection']",Prime Earth - Prime DC Comics Universe,Dawn Marie Granger,,Hawk and Dove Vol 2 #1,Good,Female,"175.3 cm • 5'9""",54.4 kg • 119.93 lbs,Blue,White
6,Dovin Baan (Post-Mending),/dovin-baan-post-mending/10-37153/,Dovin Baan,85,1,7,20,60,15,"['Attack Negation', 'Clairvoyance', 'Dimensional Travel', 'Enhanced Memory', 'Enhanced Sight', 'Gadget Usage', 'Information Analysis', 'Magic', 'Mechanical Aptitude', 'Paralysis', 'Perfect Recollection', 'Power Nullifier', 'Preparation', 'Statistics Reduction', 'Status Effect Inducement', 'Summoning', 'Animation', 'Cold Resistance', 'Damage Reduction', 'Dexterity', 'Energy Blasts', 'Energy Manipulation', 'Extrasensory Perception', 'Heat Resistance', 'Holy Resistance', 'Indomitable Will', 'Intuitive aptitude', 'Levitation', 'Light Control', 'Longevity', 'Magic Resistance', 'Master Tactician', 'Sealing', 'Telekinesis', 'Corruption Resistance', 'Creation', 'Cyborgization', 'Deconstruction', 'Duplication', 'Electricity Resistance', 'Energy Resistance', 'Existence Erasure Resistance', 'Fire Resistance', 'Force Fields', 'Holy Manipulation', 'Illumination', 'Illusion Resistance', 'Illusions', 'Information Manipulation', 'Law Manipulation', 'Magic Absorption', 'Marksmanship', 'Possession Resistance', 'Precognition', 'Statistics Amplification', 'Technopath/Cyberpath', 'Telepathy', 'Telepathy Resistance', 'Toxin and Disease Resistance']",MtG - Magic the Gathering,,Kaladesh,,Bad,Male,-,-,-,No Hair
7,Downburst,/downburst/10-23406/,,0,0,0,0,0,0,,,,,,,,-,-,,
8,Downer,/downer/10-26556/,Daisuke,0,0,0,0,0,0,,,,,,,,-,-,,
9,Downer,/downer/10-26562/,Daisuke,0,0,0,0,0,0,,,,,,,,-,-,,
10,Downpour,/downpour/10-21370/,,0,0,0,0,0,0,,,,,,,,-,-,,
11,Doyle Blackwell,/doyle-blackwell/10-30375/,,0,0,0,0,0,0,,The Secret Saturdays - The Secret Saturdays (2008–2010 TV Series),,,The Kur Stone: Part One,Good,Male,-,-,Black,Brown
12,Doyle Dormammu,/doyle-dormammu/10-23086/,,0,0,0,0,0,0,,,,,,,,-,-,,
13,Dozer,/dozer/10-20888/,Joseph H. Mendoza,0,0,0,0,0,0,,Earth-50 - Wildstorm Universe,,,,,,-,-,,
14,Dozer,/dozer/10-31359/,,35,75,20,25,45,10,"['Durability', 'Large Size', 'Super Strength', 'Natural Armor', 'Natural Weapons']",LKOEU - Last Kids on Earth Universe,,,,,,-,-,,
