,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Wheelie,/wheelie/10-45044/,Wheelie,0,0,0,0,0,0,,TCU - Transformers Cinematic Universe,,,,,,-,-,,
1,Wheeljack,/wheeljack/10-18495/,Wheeljack,0,0,0,0,0,0,,TFP - Transformers: Prime (2010-2013 TV Series),,,,,,-,-,,
2,Wheeljack,/wheeljack/10-19236/,Wheeljack,0,0,0,0,0,0,,TFP - Transformers: Prime (2010-2013 TV Series),,,,,,-,-,,
3,Wheels,/wheels/10-34319/,,70,30,1,5,45,30,"['Intelligence', 'Super Strength', 'Hacking']",RCMU - the Rodriguez Cinematic Universe,,,,,,-,-,,
4,Whip,/whip/10-10365/,,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
5,Whiplash,/whiplash/10-10070/,Anton Vanko,85,5,20,15,20,50,"['Durability', 'Electrokinesis', 'Intelligence', 'Stamina', 'Agility', 'Attack Reflection', 'Cyborgization', 'Electro-Magnetism Manipulation', 'Force Fields', 'Power Suit', 'Vision - Infrared', 'Vision - Night', 'Weapon-based Powers', 'Weapons Master']",Earth-616 - Prime Marvel Universe,Anton Igorevich Vanko,"Volstok, Russia",Iron Man vs. Whiplash #1,Bad,Male,"182.9 cm • 6'0""",106.59 kg • 235 lbs,Brown,Black
6,Whiplash,/whiplash/10-13895/,Ivan Vanko,70,25,1,5,10,40,"['Durability', 'Intelligence', 'Stamina', 'Agility', 'Dexterity', 'Electrokinesis', 'Endurance', 'Reflexes', 'Stealth', 'Weapon-based Powers', 'Weapons Master', 'Energy Constructs', 'Master Tactician', 'Power Sense']",MCU - Marvel Cinematic Universe,Ivan Antonovich Vanko,,Iron man 2,Bad,Male,-,-,Brown,Black
7,Whiplash,/whiplash/10-32408/,Torrant Krazut,0,0,0,0,0,0,,,,,,,,-,-,,
8,Whiplash,/whiplash/10-46622/,Marco Scarlotti,0,0,0,0,0,0,,Earth-904913 - Iron Man: Armored Adventures (2008-2012 TV Series),,,,,,-,-,,
9,Whiplash,/whiplash/10-47820/,Anton Vanko,0,0,0,0,0,0,,Earth-1610 - Ultimate Marvel Universe,,,,,,-,-,,
10,Whiplash,/whiplash/10-47874/,Ivan Vanko,0,0,0,0,0,0,,MAU - Marvel Animated Universe,,,,,,-,-,,
11,Whiplash Mark II,/whiplash-mark-ii/10-16714/,Ivan Vanko,0,0,0,0,0,0,,MCU - Marvel Cinematic Universe,,,,,,-,-,,
12,Whipper,/whipper/10-25993/,,0,0,0,0,0,0,,Monsuno - Monsuno (2011–2014 Series),,,,,,-,-,,
13,Whiptail,/whiptail/10-36759/,,0,0,0,0,0,0,,Heavenly Sword - Heavenly Sword,,,,,,-,-,,
14,Whirlwind,/whirlwind/10-10064/,David Cannon,50,30,30,15,30,50,"['Agility', 'Dexterity', 'Durability', 'Reflexes', 'Spinjitzu', 'Stamina', 'Super Speed', 'Super Strength', 'Vortex Creation', 'Acrobatics', 'Endurance', 'Flight', 'Force Fields', 'Weapon-based Powers', 'Weapons Master', 'Wind Control']",Earth-616 - Prime Marvel Universe,,"Kansas City, Missouri",Tales to Astonish #50,Bad,Male,"185.4 cm • 6'1""",99.79 kg • 220 lbs,Blue,Brown
15,Whirlwind,/whirlwind/10-28948/,,0,0,0,0,0,0,,,,,,,,-,-,,
16,Whirlwind,/whirlwind/10-43693/,,65,5,25,10,65,30,"['Flight', 'Rainbow Energy', 'Electrokinesis']",Skylanders - Skylanders,,,Skylanders: Spyro's Adventure,Good,Female,-,-,Blue,No Hair
17,Whiro,/whiro/10-29147/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
18,Whis,/whis/10-11725/,,95,100,100,100,100,100,"['Ability Shift', 'Accelerated Development', 'Acrobatics', 'Adaptation', 'Afterimage Creation', 'Agility', 'Angel Physiology', 'Anti-Gravity', 'Apathy', 'Attack Negation', 'Audio Control', 'Aura', 'Bullet Time', 'Chi Manipulation', 'Clairvoyance', 'Cold Resistance', 'Cosmic Awareness', 'Danger Sense', 'Dexterity', 'Dimensional Awareness', 'Dimensional Travel', 'Divinity', 'Durability', 'Electricity Resistance', 'Empathy', 'Endurance', 'Energy Armor', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Fire Resistance', 'Flight', 'Godly Physiology', 'Gravity Control', 'Heat Generation', 'Heat Resistance', 'Instinctive Reaction', 'Intangibility', 'Intelligence', 'Interstellar Travel', 'Invulnerability', 'Jump', 'Latent Abilities', 'Levitation', 'Light Control', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Mind Control Resistance', 'Omnilingualism', 'Paralysis', 'Peak Human Condition', 'Photographic Reflexes', 'Portal Creation', 'Power Sense', 'Pressure Points', 'Projection', 'Radar Sense', 'Radiation Absorption', 'Radiation Immunity', 'Reactive Evolution', 'Reactive Power Level', 'Reflexes', 'Seismic Power', 'Self-Sustenance', 'Spatial Awareness', 'Stamina', 'Statistics Amplification', 'Super Speed', 'Super Strength', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Toxin and Disease Resistance', 'Transformation', 'Vitakinesis', 'Weapons Master', 'Weather Control', 'Wind Control', 'Existence Erasure Resistance', 'Explosion Manipulation', 'Immortality', 'Matter Manipulation', 'Regeneration', 'Astral Projection', 'Information Analysis', 'Magic', 'Magic Resistance', 'Non-Physical Interaction', 'Power Mimicry', 'Power Nullifier', 'Time Manipulation', 'Time Manipulation Resistance', 'Time Travel']",DB - Dragon Ball Verse,Whis,,,Neutral,Male,-,-,Purple,White
19,Whisper,/whisper/10-38801/,,0,0,0,0,0,0,,James Bond - James Bond,,,,,,-,-,,
20,Whisper,/whisper/10-28286/,Whisper The Wolf,0,0,0,0,0,0,,Sonic,,,Archie Sonic the Hedgehog Issue 8,Good,Female,"100 cm • 3'3.4""",40 kg • 88.18 lbs,Blue,Blond
