,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Richard Dragon,/richard-dragon/10-28100/,,0,0,0,0,0,0,,DCAU - DC Animated Universe,,,,Good,Male,-,-,Black,Black
1,Richard Fisk,/richard-fisk/10-47199/,,0,0,0,0,0,0,,Earth-92131 - Marvel's 92niverse,,,,,,-,-,,
2,Richard Gecko,/richard-gecko/10-38063/,,0,0,0,0,0,0,,FDTD - From Dusk till Dawn,,,,,,-,-,,
3,Richard Grayson (Robin),/richard-grayson-robin/10-40060/,,0,0,0,0,0,0,,DKOS - Dark Knights of Steel,,,,,,-,-,,
4,Richard Lockwood,/richard-lockwood/10-43599/,,0,0,0,0,0,0,,VD - Vampire Diaries,,,,,,-,-,,
5,Richard Parker,/richard-parker/10-12451/,Richard Laurence Parker,60,1,6,7,0,55,,Earth-616 - Prime Marvel Universe,Richard Laurence Parker,"Queens, New York City","Amazing Spider-Man Annual #5 (November, 1968)",,Male,"180.3 cm • 5'11""",79.4 kg • 175.05 lbs,Brown,Brown
6,Richard Sayre,/richard-sayre/10-34520/,,0,0,0,0,0,0,,,,,,,,-,-,,
7,Richard Watterson,/richard-watterson/10-26448/,Richard Watterson,30,95,50,100,100,75,"['Acausality', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Apotheosis', 'Arcane Magic', 'Astral Travel', 'Audio Control', 'Awakened Power', 'Banish', 'Berserk Mode', 'Black Hole Manipulation', 'Bloodlust', 'Bullet Time', 'Causality Manipulation', 'Chain Manipulation', 'Chaos Energy', 'Corruption Resistance', 'Dimension Storage', 'Durability', 'Elasticity', 'Electrical Transport', 'Electricity Absorption', 'Electricity Resistance', 'Empathy', 'Energy Manipulation', 'Enhanced Hearing', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Explosion Manipulation', 'Fate Manipulation', 'Food Manipulation', 'Gravity Control', 'Higher Dimensional Manipulation', 'Immortality', 'Indestructible Digestion', 'Insanity', 'Marksmanship', 'Master Martial Artist', 'Natural Armor', 'Natural Weapons', 'Power Bestowal', 'Probability Manipulation', 'Rage Power', 'Regeneration', 'Soul Resistance', 'Sound Manipulation', 'Space Manipulation', 'Space Survivability', 'Spatial Awareness', 'Spatial Communication', 'Spatial Manipulation', 'Subjective Reality', 'Super Breath', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Teleportation', 'Terrakinesis', 'Time Manipulation', 'Time Travel', 'Toon Force', 'Vibration Manipulation', 'Age Manipulation', 'Aura', 'Broadway Force', 'Causality Resistance', 'Death Manipulation', 'Dimensional Awareness', 'Dream Manipulation', 'Energy Absorption', 'Energy Blasts', 'Extrasensory Perception', 'Fate Resistance', 'Fire Control', 'Fire Resistance', 'Fusion', 'Godly Physiology', 'Holy Manipulation', 'Homing Attack', 'Jaw Strength', 'Longevity', 'Luck', 'Mind Control', 'Necromancy', 'Non-Physical Interaction', 'Portal Creation', 'Power Mimicry Immunity', 'Power Sense', 'Rage Inducement', 'Reality Warping', 'Reality Warping Resistance', 'Reflexes', 'Resurrection', 'Shapeshifting', 'Size Changing', 'Summoning', 'Technopath/Cyberpath', 'The Fourth Wall', 'Toxin and Disease Control', 'Toxin and Disease Resistance', 'Transformation', 'Vision - Night', 'Creation', 'Force Fields', 'Mind Control Resistance', 'Plot Manipulation', 'Possession Resistance', 'Soul Manipulation', 'Weather Control', 'Wind Control']",Gumball - The Amazing World Of Gumball Universe,Richard Buckley Watterson,Elmore,The Amazing World of Gumball (1x2 ?The Responsible?),Good,Male,"195 cm • 6'4.8""",158.76 kg • 350.01 lbs,Black,No Hair
8,Richard Webb,/richard-webb/10-43909/,Richard Webb,0,0,0,0,0,0,,CoD - Call of Duty,,,,,,-,-,,
9,Richie Tozier,/richie-tozier/10-17880/,,0,0,0,0,0,0,,,,"Derry, Maine",It,Good,Male,-,-,Brown,Black
