,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Bagan (SNES),/bagan-snes/10-15213/,Bagan,45,80,11,50,80,35,"['Animal Attributes', 'Cold Resistance', 'Electricity Resistance', 'Endurance', 'Energy Beams', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Invulnerability', 'Large Size', 'Longevity', 'Natural Armor', 'Natural Weapons', 'Radiation Immunity', 'Substance Secretion', 'Toxin and Disease Resistance', 'Damage Reduction', 'Danmaku', 'Energy Blasts', 'Energy Manipulation', 'Fire Control', 'Jaw Strength', 'Plasma Manipulation', 'Electrokinesis', 'Illumination', 'Levitation', 'Transformation']",Toho - Toho Expanded Universe,,Ancient China,Super Godzilla (1993),Bad,Male,"150 m • 492'1.5""","280,000 ton • 617,294,333.6 lbs",-,No Hair
1,Baggy Beagle,/baggy-beagle/10-38206/,,0,0,0,0,0,0,,,,,,,,-,-,,
2,Bagheera,/bagheera/10-16303/,Bagheera,0,0,0,0,0,0,,,,,,,,-,-,,
3,Bagheera (2016),/bagheera-2016/10-34806/,,0,0,0,0,0,0,,,,,,,,-,-,,
4,Bago,/bago/10-33878/,,0,0,0,0,0,0,,ZatchBell Universe,,,,,,-,-,,
5,Bagramon,/bagramon/10-49768/,,90,100,100,100,85,100,"['Death Manipulation', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Enhanced Condition', 'Enhanced Sight', 'Flight', 'Soul Manipulation', 'Soul Resistance', 'Spatial Awareness', 'Spatial Manipulation', 'Super Speed', 'Super Strength', 'Void Manipulation', 'Energy Armor', 'Energy Resistance', 'Enhanced Hearing', 'Non-Physical Interaction', 'Super Breath', 'Time Manipulation']",Digimon - Digimon,,,,Bad,Male,-,-,Red,White
6,Bahamut,/bahamut/10-44926/,,60,100,100,100,100,80,"['Acausality', 'Accelerated Healing', 'Acid Resistants', 'Blood Manipulation', 'Bloodlust', 'Cold Resistance', 'Conceptual Manipulation', 'Darkforce Manipulation', 'Dimensional Travel', 'Durability', 'Electrokinesis', 'Element Control', 'Endurance', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Extrasensory Perception', 'Fire Control', 'Fire Resistance', 'Flight', 'Force Fields', 'Heat Resistance', 'Homing Attack', 'Immortality', 'Intangibility', 'Interstellar Travel', 'Large Size', 'Longevity', 'Madness Manipulation', 'Magic', 'Radiation Absorption', 'Radiation Control', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Shapeshifting', 'Size Changing', 'Spaceflight', 'Stamina', 'Statistics Amplification', 'Subjective Reality', 'Summoning', 'Super Breath', 'Time Manipulation Resistance', 'Toxin and Disease Resistance', 'Void Manipulation', 'Weather Control', 'Aura', 'Causality Resistance', 'Clairvoyance Resistance', 'Curse Resistance', 'Danmaku', 'Death Manipulation', 'Dexterity', 'Disguise Resistance', 'Duplication', 'Durability Negation', 'Electricity Absorption', 'Electricity Resistance', 'Energy Absorption', 'Energy Beams', 'Energy Constructs', 'Existence Erasure', 'Existence Erasure Resistance', 'Fate Resistance', 'Fusion', 'Holy Manipulation', 'Holy Resistance', 'Immortality Negation', 'Law Manipulation', 'Life Manipulation', 'Magic Absorption', 'Magic Resistance', 'Magnetism', 'Matter Absorption', 'Matter Manipulation', 'Mind Control Resistance', 'Morality Manipulation', 'Non-Physical Interaction', 'Pain Manipulation', 'Paralysis', 'Petrification', 'Possession Resistance', 'Power Absorption', 'Power Absorption Immunity', 'Power Modification', 'Reality Warping', 'Reality Warping Resistance', 'Regeneration Negation', 'Self-Destruction', 'Soul Resistance', 'Spatial Manipulation', 'Telepathy Resistance', 'Time Manipulation', 'Time Travel', 'Water Control']",FF VII - Final Fantasy VII,,,,Bad,Male,-,-,-,-
7,Bahamut,/bahamut/10-49268/,,0,0,0,0,0,0,,FF X - Final Fantasy X,,,Final Fantasy X (video game),Good,Male,-,-,-,-
8,Bahking,/bahking/10-33882/,,0,0,0,0,0,0,,ZatchBell Universe,,,,,,-,-,,
9,Bai Gu Jing,/bai-gu-jing/10-28774/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
