,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Thing (Knullified),/thing-knullified/10-24612/,Ben Grimm,60,90,50,60,70,60,"['Accelerated Healing', 'Agility', 'Cold Resistance', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Longevity', 'Reflexes', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Biokinesis', 'Flight', 'Invulnerability', 'Jump', 'Marksmanship', 'Radiation Immunity', 'Regeneration', 'Resurrection', 'Self-Sustenance', 'Symbiotic Regeneration', 'Toxin and Disease Resistance', 'Animation', 'Projection']",Earth-616 - Prime Marvel Universe,Benjamin Jacob Grimm,New York City,"King In Black #2 (December,2020)",Bad,Male,-,-,-,-
1,Thing (Zombified),/thing-zombified/10-30731/,Ben Grimm,55,100,25,100,75,60,"['Berserk Mode', 'Bloodlust', 'Cold Resistance', 'Corruption', 'Durability', 'Fire Resistance', 'Heat Resistance', 'Invulnerability', 'Natural Armor', 'Stamina', 'Super Strength', 'Zombie Physiology', 'Damage Boost', 'Electricity Resistance', 'Energy Resistance', 'Insanity', 'Mind Control Resistance', 'Stealth']",Earth-2149 - Zombiverse,,,,Bad,Male,"182.9 cm • 6'0""",226.8 kg • 500.01 lbs,-,-
2,Thing That Crawled By Night,/thing-that-crawled-by-night/10-40981/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
3,Thing-That-Cannot-Die,/thing-that-cannot-die/10-28940/,,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
4,Thingol,/thingol/10-42441/,Elu Thingol,100,25,25,40,50,70,"['Banish', 'Blessed', 'Clairvoyance Resistance', 'Danger Sense', 'Intelligence', 'Magic', 'Mind Blast', 'Mind Control', 'Mind Control Resistance', 'Mind Transfer', 'Peak Human Condition', 'Plant Control', 'Radar Sense', 'Reflexes', 'Soul Resistance', 'Super Speed', 'Super Strength', 'Supernatural Condition', 'Swordsmanship', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Toxin and Disease Resistance', 'Vision - Heat', 'Vision - Night', 'Weapon-based Powers', 'Weapons Master', 'Age Manipulation', 'Clairvoyance', 'Electricity Resistance', 'Element Control', 'Fire Resistance', 'Heat Resistance', 'Invulnerability', 'Large Size', 'Light Control', 'Magic Resistance', 'Memory Manipulation', 'Molecular Immobilization', 'Power Mimicry Immunity', 'Sleep Manipulation', 'Wind Control', 'Divine Powers', 'Divinity', 'Weather Control']",Arda - Tolkein World,Elu Thingol,,,Good,Male,-,-,-,-
5,Thinker,/thinker/10-11654/,Clifford DeVoe,95,1,7,50,30,10,"['Intelligence', 'Mind Control', 'Telepathy', 'Fear Inducement', 'Intuitive aptitude', 'Mechanical Aptitude', 'Mind Control Resistance', 'Telekinesis', 'Telepathy Resistance']",Prime Earth - Prime DC Comics Universe,,,All-Flash Quarterly #12,,Male,"185.4 cm • 6'1""",78.5 kg • 173.06 lbs,Brown,Black
6,Thinker,/thinker/10-27925/,Clifford DeVoe,0,0,0,0,0,0,,DCEU - DC Extended Universe,,,,,,-,-,,
7,Thinker,/thinker/10-31968/,Clifford Carmichael,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
8,Third Army,/third-army/10-20662/,,0,0,0,0,0,0,,,,,,,,-,-,,
9,Third Rail,/third-rail/10-10120/,,0,0,0,0,0,0,,,,,,,,-,-,,
10,Third Sister,/third-sister/10-48421/,Reva,0,0,0,0,0,0,,Star Wars - Star Wars Universe,,,"Obi-Wan Kenobi: Part I (S1E1) (May 26, 2022)",Bad,Female,-,-,Brown,Black
11,Thirteen,/thirteen/10-28201/,,55,20,20,30,50,20,"['Black Hole Manipulation', 'Matter Absorption']",MHA - My Hero Academia,,Kagoshima Prefecture,Manga: My Hero Academia - Chapter #3,Good,Female,"180 cm • 5'10.9""",-,-,-
12,Thog,/thog/10-36845/,Thog,0,0,0,0,0,0,,,,,,,,-,-,,
13,Thog,/thog/10-40980/,Thog,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
14,Thoma,/thoma/10-36040/,,0,0,0,0,0,0,,TPN - The Promised Neverland,,,,,,-,-,,
15,Thomas,/thomas/10-16664/,Stephen,0,0,0,0,0,0,,Maze Runner,,,The Maze Runner,Good,Male,-,-,Brown,Black
16,Thomas Fell,/thomas-fell/10-43590/,,0,0,0,0,0,0,,VD - Vampire Diaries,,,,,,-,-,,
17,Thomas Gabriel,/thomas-gabriel/10-48117/,,0,0,0,0,0,0,,Die Hard - Die Hard,,,,,,-,-,,
18,Thomas Harper,/thomas-harper/10-36690/,,0,0,0,0,0,0,,Jack Ryan - Jack Ryan( Movie- Series),,,,,,-,-,,
19,Thomas Jefferson Jr,/thomas-jefferson-jr/10-16227/,Thomas Jefferson Jr,0,0,0,0,0,0,,PJO - Percy Jackson & the Olympians,,,,,,-,-,,
20,Thomas Jepperd,/thomas-jepperd/10-48458/,Tommy Jeppard,75,1,7,5,0,90,"['Weapons Master', 'Animal Attributes', 'Enhanced Hearing']",Vertigo - Vertigo Universe,,,"Sweet Tooth #1 (November, 2009)",Good,Male,-,-,Blue,White
21,Thomas Richards,/thomas-richards/10-49219/,Thomas Richards,0,0,0,0,0,0,,TWD - The Walking Dead,,,,Bad,Male,-,-,-,Grey
22,Thomas Rogan,/thomas-rogan/10-47423/,,65,30,45,35,40,70,"['Accelerated Development', 'Accelerated Healing', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Thievery', 'Enhanced Touch', 'Information Analysis', 'Peak Human Condition', 'Super Breath', 'Super Speed', 'Super Strength', 'Supernatural Condition', 'Toxin and Disease Resistance', 'Weapon-based Powers', 'Weapons Master', 'Immortality', 'Pain Suppression']",Hotd - House of the dead,,,House of the dead (1996),Good,Male,60 mm • 2.36 inch,185 kg • 407.86 lbs,Blue / White,Brown
23,Thomas The Tank Engine,/thomas-the-tank-engine/10-28050/,Thomas,0,0,0,0,0,0,,,,,,,,-,-,,
