,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,The Salesman,/the-salesman/10-23889/,Salesman,0,0,0,0,0,0,,DM - Dark Multiverse,,,,,,-,-,,
1,The Sandman,/the-sandman/10-32884/,Larry Wilton,75,25,25,25,70,35,"['Astral Projection', 'Energy Beams', 'Energy Blasts', 'Extrasensory Perception', 'Fire Resistance', 'Flight', 'Force Fields', 'Heat Resistance', 'Intangibility', 'Magic', 'Magic Resistance', 'Non-Physical Interaction', 'Sand Manipulation', 'Soul Resistance', 'Telekinesis', 'Agility', 'Astral Travel', 'Banish', 'Cold Resistance', 'Danger Sense', 'Dream Manipulation', 'Electricity Resistance', 'Levitation', 'Mind Control Resistance', 'Non-Corporeal', 'Reflexes', 'Size Changing', 'Sleep Manipulation', 'Soul Manipulation', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Terrakinesis', 'Toxin and Disease Resistance', 'Vortex Creation', 'Corruption Resistance', 'Curse Resistance', 'Ectoplasm Manipulation', 'Energy Resistance', 'Exorcism', 'Illumination', 'Invulnerability', 'Molecular Dissipation', 'Portal Creation', 'Reality Warping Resistance']",Earth-6 - Just Imagine,,,,Good,Male,"188 cm • 6'2""",98.43 kg • 217 lbs,Brown,Brown
2,The Sandman,/the-sandman/10-42380/,Wesley Dodds,0,0,0,0,0,0,,Earth-40 - Earth 40,,,,,,-,-,,
3,The Savior,/the-savior/10-26659/,Emma Swan,55,45,30,65,85,75,"['Arcane Magic', 'Energy Beams', 'Energy Blasts', 'Force Fields', 'Heat Generation', 'Magic', 'Portal Creation', 'Telekinesis', 'Teleportation', 'Electrical Transport', 'Electrokinesis', 'Energy Manipulation', 'Fire Control', 'Magic Absorption', 'Telepathy', 'Weather Control']",,Emma Swan-Jones,The Enchanted Forest,Once Upon A Time (1x1 ?Pilot?),Good,Female,"166.4 cm • 5'5.5""",-,Green,Blond
4,The Scarecrow,/the-scarecrow/10-13877/,Jonathan Crane,60,1,1,5,10,20,"['Intelligence', 'Stamina', 'Insanity', 'Toxin and Disease Control', 'Stealth']",Nolanverse - Batman (2009-2012 Movies),Jonathan Crane,Gotham City,"Batman Begins (June, 2005)",Bad,Male,"175.3 cm • 5'9""",70.3 kg • 154.98 lbs,Hazel,Brown
5,The Scarecrow,/the-scarecrow/10-14781/,Jonathan Crane,0,0,0,0,0,0,,Gotham - Gotham (2014-2019 TV Series),Jonathan Crane,,Gotham Season 1: Episode 14,Bad,Male,"177.8 cm • 5'10""",72.1 kg • 158.95 lbs,Brown,Brown
6,The Scholar,/the-scholar/10-46568/,John Rhodes,75,1,1,50,90,30,"['Accelerated Healing', 'Attack Reflection', 'Banish', 'Damage Reduction', 'Durability Negation', 'Electrokinesis', 'Elemental Transmogrification', 'Energy Absorption', 'Energy Blasts', 'Energy Manipulation', 'Enhanced Memory', 'Extrasensory Perception', 'Gadget Usage', 'Information Analysis', 'Invulnerability', 'Liquid Transmutation', 'Longevity', 'Magic', 'Melting', 'Non-Physical Interaction', 'Paralysis', 'Preparation', 'Purification', 'Reactive Power Level', 'Soul Manipulation', 'Vitakinesis', 'Age Manipulation', 'Animal Oriented Powers', 'Attack Negation', 'Corruption Resistance', 'Curse Resistance', 'Damage Boost', 'Damage Transferal', 'Dark Magic', 'Dimensional Travel', 'Dream Manipulation', 'Element Control', 'Energy Embodiment', 'Holy Manipulation', 'Illumination', 'Illusion Resistance', 'Indomitable Will', 'Jump', 'Levitation', 'Magic Absorption', 'Magic Resistance', 'Mind Control Resistance', 'Pacemiakinesis', 'Portal Creation', 'Possession Resistance', 'Psionic Powers', 'Sense Manipulation', 'Shockwaves Generation', 'Sleep Manipulation', 'Soul Resistance', 'Statistics Amplification', 'Statistics Reduction', 'Status Effect Inducement', 'Unholy Manipulation', 'Aura', 'Cosmic Awareness', 'Danger Sense', 'Immortality', 'Power Nullifier', 'Regeneration', 'Self-Sustenance', 'Telepathy']",SotM - Sentinels of the Multiverse,,"Anchorage, Alaska",Mini-Expansion (2012),Neutral,Male,"175.3 cm • 5'9""",99.79 kg • 220 lbs,Brown,Brown
7,The Scotsman,/the-scotsman/10-21621/,,45,55,80,25,60,90,"['Peak Human Condition', 'Super Strength', 'Agility', 'Intangibility', 'Jump', 'Magic', 'Master Martial Artist', 'Mind Control Resistance', 'Non-Corporeal', 'Non-Physical Interaction', 'Self-Sustenance', 'Vibration Manipulation', 'Weapon-based Powers', 'Weapons Master']",,,,,,,-,-,,
8,The Scout,/the-scout/10-29199/,Jeremy,45,25,25,20,30,65,"['Agility', 'Jump', 'Marksmanship', 'Super Speed', 'Weapon-based Powers', 'Weapons Master', 'Afterimage Creation', 'Fire Resistance', 'Flight', 'Invulnerability', 'Master Martial Artist', 'Projection', 'Regeneration', 'Soul Resistance', 'Statistics Amplification', 'Statistics Reduction', 'Status Effect Inducement', 'Teleportation']",TF2 - Team Fortress 2,,"Boston, Massachusetts, USA",Team Fortress 2,Good,Male,"177 cm • 5'9.7""",56.7 kg • 125 lbs,Blue,Brown
9,The Sea Witch,/the-sea-witch/10-26845/,Ursula,70,5,8,10,50,15,"['Amphibious Respiration', 'Indomitable Will', 'Tentacles', 'Underwater breathing', 'Animal Attributes', 'Animal Oriented Powers', 'Dark Magic', 'Endurance', 'Fear Inducement', 'Magic', 'Accelerated Healing', 'Large Size', 'Longevity', 'Master Tactician', 'Reflexes', 'Vision - Night', 'Wishing']",,,Ocean,The Little Mermaid (1989),Bad,Female,-,-,Black,White
