,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,full name,place of birth,first appearance,alignment,universe,gender,height,weight,eye color,hair color
0,Pinhead,/pinhead/10-11129/,Elliott Spencer,65,75,50,45,70,50,"['Astral Projection', 'Chain Manipulation', 'Dimensional Travel', 'Electrokinesis', 'Necromancy', 'Non-Corporeal', 'Non-Physical Interaction', 'Reality Warping', 'Shapeshifting', 'Super Speed', 'Super Strength', 'Time Manipulation', 'Age Manipulation', 'Body Puppetry', 'Creation', 'Cryokinesis', 'Electro-Magnetism Manipulation', 'Energy Manipulation', 'Explosion Manipulation', 'Heat Generation', 'Immortality', 'Interstellar Travel', 'Invulnerability', 'Large Size', 'Magic', 'Memory Manipulation', 'Portal Creation', 'Size Changing', 'Soul Manipulation', 'Summoning', 'Supernatural Condition', 'Telekinesis', 'Telepathy', 'Teleportation', 'Weapons Master']",,,,Bad,,Male,-,-,-,None
1,Pinhead,/pinhead/10-39920/,Elliot Spencer,0,0,0,0,0,0,,,,,,Dead By Daylight,,-,-,,
2,Pink Mystic Ranger,/pink-mystic-ranger/10-27577/,Vida Rocca,50,50,30,50,90,95,"['Arcane Magic', 'Element Control', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Enhanced Sight', 'Explosion Manipulation', 'Extrasensory Perception', 'Flight', 'Illusion Resistance', 'Illusions', 'Magic', 'Magic Absorption', 'Master Martial Artist', 'Peak Human Condition', 'Pocket Dimensions', 'Portal Creation', 'Power Suit', 'Reflexes', 'Sealing', 'Stamina', 'Super Speed', 'Super Strength', 'Transformation', 'Wind Control', 'Wing Manifestation', 'Accelerated Healing', 'Amber', 'Astral Projection', 'Astral Travel', 'Blessed', 'Corruption Resistance', 'Creation', 'Curse Manipulation', 'Dark Arts', 'Dark Magic', 'Dimensional Travel', 'Elemental Transmogrification', 'Empathy', 'Gadget Usage', 'Higher Dimensional Manipulation', 'Illumination', 'Jump', 'Large Size', 'Levitation', 'Magic Resistance', 'Marksmanship', 'Matter Manipulation', 'Metaphysics Manipulation', 'Mind Control Resistance', 'Molecular Immobilization', 'Possession Resistance', 'Projection', 'Reality Warping', 'Resurrection', 'Seismic Power', 'Size Changing', 'Subjective Reality', 'Swordsmanship', 'Power Nullifier']",,,,,,,-,-,,
3,Pink Panther,/pink-panther/10-20049/,,0,0,0,0,0,0,,,,,,,Male,-,-,Yellow,Pink
4,Pink Power Ranger,/pink-power-ranger/10-10871/,Kimberly Hart,0,0,0,0,0,0,,,,,Good,,Female,-,-,,
5,Pink Power Ranger (2017 movie),/pink-power-ranger-2017-movie/10-40113/,Kimberly Hart,0,0,0,0,0,0,,,,,,,,-,-,,
6,Pinky,/pinky/10-12703/,Pinky The Ghost,0,0,0,0,0,0,,,,,,PacMan - Pac Man,,-,-,,
7,Pinky Pie,/pinky-pie/10-36748/,,70,45,50,65,85,35,"['Durability', 'Stamina', 'Super Speed', 'Super Strength', 'The Fourth Wall', 'Toon Force', 'Creation', 'Duplication', 'Elasticity', 'Endurance', 'Enhanced Memory', 'Gravity Control', 'Hair Manipulation', 'Immortality', 'Jump', 'Precognition', 'Preparation', 'Reality Warping', 'Regeneration', 'Shapeshifting', 'Teleportation']",,,,,,,-,-,,
8,Pinpoint,/pinpoint/10-40854/,Qureshi Gupta,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
9,Pinsir,/pinsir/10-49824/,,0,0,0,0,0,0,,,,,,Pokemon - Pokemon,,-,-,,
