,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Yashamaru,/yashamaru/10-36782/,,0,0,0,0,0,0,,Basilisk - Basilisk,,,,,,-,-,,
1,Yashamaru,/yashamaru/10-50221/,,0,0,0,0,0,0,,S:HUB - Shinobi: Heart Under Blade,,,,-,Male,-,-,-,-
2,Yashiro Nanakase,/yashiro-nanakase/10-28615/,Yashiro Nanakase,0,0,0,0,0,0,,KOF - King of Fighters,,,,,,-,-,,
3,Yasmine,/yasmine/10-33701/,,55,25,40,30,40,100,"['Acrobatics', 'Afterimage Creation', 'Agility', 'Dexterity', 'Durability', 'Endurance', 'Master Martial Artist', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Toxin and Disease Control', 'Venomous Bite', 'Weapons Master', 'Animal Attributes', 'Berserk Mode', 'Bullet Time', 'Cold Resistance', 'Dark Arts', 'Electricity Resistance', 'Enhanced Condition', 'Fire Resistance', 'Heat Resistance', 'Invulnerability', 'Latent Abilities', 'Marksmanship', 'Master Tactician', 'Paralysis', 'Pressure Points', 'Weapon Summoning', 'Weapon-based Powers', 'Acidic Spit', 'Durability Negation']",Hero Wars Verse - Hero Wars Verse,,,,Neutral,Female,-,-,Purple,Black
4,Yassen Gregorovich (Tv Series),/yassen-gregorovich-tv-series/10-42964/,Yasha Gregorovich,0,0,0,0,0,0,,,,,,,,-,-,,
5,Yasuhiro Hagakure,/yasuhiro-hagakure/10-41400/,,0,0,0,0,0,0,,Danganronpa - Danganronpa,,,,,,-,-,,
6,Yasuko,/yasuko/10-47562/,,0,0,0,0,0,0,,Baki - Baki the Grappler Universe,,,,,,-,-,,
7,Yasumasa Ooki,/yasumasa-ooki/10-47561/,,0,0,0,0,0,0,,Baki - Baki the Grappler Universe,,,,,,-,-,,
8,Yasuo,/yasuo/10-44425/,Yasuo,55,5,19,15,50,100,"['Agility', 'Dexterity', 'Reflexes', 'Swordsmanship', 'Weapon-based Powers', 'Wind Control', 'Attack Negation', 'Danger Sense', 'Extrasensory Perception', 'Indomitable Will', 'Magic', 'Master Martial Artist', 'Vortex Creation', 'Damage Reduction', 'Electrokinesis', 'Endurance', 'Jump', 'Non-Physical Interaction', 'Toxin and Disease Resistance', 'Weapons Master', 'Weather Control']",League Of Legends - League of Legends,,Ionia,"December 13, 2013 (League of Legends)",Neutral,Male,-,-,-,Brown
9,Yasuoka,/yasuoka/10-36921/,,0,0,0,0,0,0,,Bakuman,,,,,,-,-,,
10,Yasushi Takagi,/yasushi-takagi/10-42556/,,0,0,0,0,0,0,,Nana,,,,,,-,-,,
11,Yasutora Sado,/yasutora-sado/10-23691/,,60,45,50,35,50,70,"['Aura', 'Chi Manipulation', 'Cold Resistance', 'Dexterity', 'Endurance', 'Energy Absorption', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Extrasensory Perception', 'Projection', 'Reflexes', 'Soul Manipulation', 'Soul Resistance', 'Stamina', 'Statistics Amplification', 'Status Effect Inducement', 'Toxin and Disease Resistance', 'Transformation', 'Fear Inducement', 'Fire Resistance', 'Heat Resistance', 'Intangibility', 'Jump', 'Master Martial Artist', 'Master Tactician', 'Paralysis', 'Radiation Immunity', 'Weapons Master']",Bleach - Bleach,,,,Good,Male,-,-,-,-
12,Yato,/yato/10-27200/,,65,1,50,30,65,95,"['Acrobatics', 'Agility', 'Master Martial Artist', 'Reflexes', 'Regeneration', 'Weapons Master', 'Empathy', 'Extrasensory Perception', 'Force Fields', 'Invisibility', 'Jump', 'Memory Manipulation', 'Mind Control', 'Non-Physical Interaction', 'Possession', 'Soul Manipulation', 'Soul Resistance', 'Teleportation', 'Transformation', 'Weapon Creation', 'Magic']",Noragami - Noragami,,,Manga: Noragami - Chapter #1,Good,Male,"174 cm • 5'8.5""",-,-,Black
13,Yatora Yaguchi,/yatora-yaguchi/10-39191/,,0,0,0,0,0,0,,Blue Period,,,,,,-,-,,
14,Yatsuha Imano,/yatsuha-imano/10-48281/,,0,0,0,0,0,0,,SC - Samurai Champloo,,,,,,-,-,,
15,Yatzil,/yatzil/10-47455/,,0,0,0,0,0,0,,MCU - Marvel Cinematic Universe,,,,,,-,-,,
