,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Serra (Pre-Mending),/serra-pre-mending/10-38334/,Serra,80,30,35,95,100,30,"['Accelerated Healing', 'Aura', 'Banish', 'Cold Resistance', 'Compassion Inducement', 'Corruption Resistance', 'Creation', 'Curse Resistance', 'Damage Reduction', 'Dimensional Travel', 'Electricity Resistance', 'Empathy', 'Endurance', 'Energy Manipulation', 'Energy Resistance', 'Extrasensory Perception', 'Fire Resistance', 'Heat Resistance', 'Holy Manipulation', 'Holy Resistance', 'Hope Inducement', 'Illumination', 'Illusion Resistance', 'Immortality', 'Light Control', 'Longevity', 'Love Inducement', 'Magic', 'Magic Absorption', 'Magic Resistance', 'Mind Control Resistance', 'Possession Resistance', 'Power Bestowal', 'Power Nullifier', 'Power Sense', 'Purification', 'Regeneration', 'Salvation', 'Sealing', 'Self-Sustenance', 'Shapeshifting', 'Soul Manipulation', 'Soul Resistance', 'Statistics Amplification', 'Summoning', 'Telepathy', 'Toxin and Disease Resistance', 'Vitakinesis', 'Angel Physiology', 'Animal Control', 'Attack Negation', 'Attack Reflection', 'Avatar Creation', 'Clairvoyance', 'Cloth Manipulation', 'Cosmic Awareness', 'Danger Sense', 'Divine Powers', 'Divinity', 'Durability Negation', 'Element Control', 'Emotional Power Up', 'Energy Absorption', 'Energy Blasts', 'Flight', 'Force Fields', 'Hellfire Resistance', 'Indomitable Will', 'Information Analysis', 'Invulnerability', 'Law Manipulation', 'Levitation', 'Life Manipulation', 'Non-Physical Interaction', 'Regeneration Negation', 'Spatial Awareness', 'Statistics Reduction', 'Status Effect Inducement', 'Telekinesis', 'Telepathy Resistance', 'Unholy Resistance', 'Weather Control', 'Willpower Inducement', 'Wing Manifestation', 'Curse Manipulation', 'Damage Boost', 'Damage Transferal', 'Existence Erasure Resistance', 'Gravity Control', 'Immortality Negation', 'Mind Control', 'Non-Corporeal', 'Reality Warping Resistance', 'Resurrection', 'Self-Destruction', 'Spatial Manipulation', 'Time Manipulation Resistance']",MtG - Magic the Gathering,,,"Homelands (October 14, 1995)",Good,Female,-,-,-,Gold
1,Sersi,/sersi/10-120/,Sersi,75,50,50,85,100,30,"['Accelerated Healing', 'Biokinesis', 'Durability', 'Element Control', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Flight', 'Force Fields', 'Heat Generation', 'Illusions', 'Intelligence', 'Longevity', 'Mind Control', 'Molecular Manipulation', 'Power Cosmic', 'Projection', 'Psionic Powers', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Telekinesis', 'Telepathy', 'Teleportation', 'Toxin and Disease Resistance', 'Weather Control', 'Wind Control', 'Acrobatics', 'Agility', 'Cold Resistance', 'Duplication', 'Endurance', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Sight', 'Fire Resistance', 'Heat Resistance', 'Immortality', 'Invulnerability', 'Levitation', 'Light Control', 'Matter Manipulation', 'Mind Control Resistance', 'Molecular Dissipation', 'Reality Warping', 'Regeneration', 'Shapeshifting']",Earth-616 - Prime Marvel Universe,Sersi,"Olympia, Greece",Strange Tales vol 1 109,Good,Female,"175.3 cm • 5'9""",63.5 kg • 139.99 lbs,Blue,Black
2,Sersi,/sersi/10-26896/,Sersi,65,20,7,20,85,70,"['Immortality', 'Molecular Manipulation', 'Stamina', 'Super Strength', 'Telekinesis', 'Telepathy', 'Teleportation', 'Agility', 'Electro-Magnetism Manipulation', 'Energy Manipulation', 'Energy Resistance', 'Flight', 'Invulnerability', 'Reality Warping Resistance', 'Reflexes', 'Regeneration']",MCU - Marvel Cinematic Universe,Sersi,The World Forge,Eternals (2021),Good,Female,-,-,Brown,Black
3,Servantis,/servantis/10-28178/,Servantis,100,10,30,35,45,90,"['Acrobatics', 'Agility', 'Durability', 'Electricity Absorption', 'Electricity Resistance', 'Electro-Magnetism Manipulation', 'Electrokinesis', 'Endurance', 'Enhanced Condition', 'Flight', 'Intelligence', 'Jump', 'Levitation', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Memory Manipulation', 'Nigh-Omniscience', 'Peak Human Condition', 'Power Suit', 'Spatial Communication', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Telepathy', 'Animal Attributes', 'Energy Beams', 'Energy Blasts', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Fire Resistance', 'Force Fields', 'Longevity', 'Matter Manipulation', 'Molecular Manipulation']",Ben 10,,,,Bad,Male,-,-,Red,Black
4,Servitor Of The Celestial Destructor,/servitor-of-the-celestial-destructor/10-23225/,,60,35,25,25,40,70,"['Cold Resistance', 'Durability', 'Endurance', 'Fire Resistance', 'Heat Resistance', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Energy Resistance', 'Flight', 'Invulnerability', 'Jump', 'Self-Sustenance', 'Stealth', 'Toxin and Disease Resistance', 'Underwater breathing', 'Immortality', 'Interstellar Travel']",,,,"Civil War II #1 (June, 2016)",Bad,Male,-,-,-,-
5,Servo (Mini-con),/servo-mini-con/10-33537/,Servo,0,0,0,0,0,0,,"Rescue Bots - Rescue Bots, Transformers in disguise",,,,,,-,-,,
6,Servum (AniGoji),/servum-anigoji/10-31283/,,40,25,25,15,30,25,"['Animal Attributes', 'Dig', 'Flight', 'Agility', 'Camouflage', 'EMP Generation', 'Hunters Instinct', 'Instinctive Reaction', 'Jaw Strength', 'Natural Armor', 'Natural Weapons', 'Toxin and Disease Resistance', 'Cold Resistance', 'Electricity Resistance', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Large Size', 'Paralysis', 'Radiation Immunity']",Toho - Toho Expanded Universe,,,,Neutral,Other,"10 m • 32'9.7""",-,-,-
7,Seryu Ubiquitous,/seryu-ubiquitous/10-44186/,,0,0,0,0,0,0,,AGK - Akame Ga Kill,,,,,,-,-,,
8,Sesshomaru,/sesshomaru/10-18355/,Sesshomaru,60,100,50,40,65,100,"['Regeneration', 'Weapons Master', 'Acid Manipulation', 'Afterimage Creation', 'Dimensional Travel', 'Energy Manipulation', 'Immortality', 'Non-Physical Interaction', 'Portal Creation', 'Resurrection', 'Size Changing', 'Spatial Manipulation', 'Toxin and Disease Control', 'Toxin and Disease Resistance', 'Transformation', 'Venomous Bite', 'Weapon-based Powers', 'Flight']",Inuyasha - Inuyasha,,,Manga: Inuyasha - Chapter #12,Neutral,Male,-,-,Gold,Silver
9,Set,/set/10-18147/,,0,0,0,0,0,0,,,,,,,,-,-,,
