,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,full name,place of birth,first appearance,alignment,universe,gender,height,weight,eye color,hair color
0,Ghizguth,/ghizguth/10-34767/,Ghizguth,100,100,100,100,100,100,"['Nigh-Omnipotence', 'Omnipresence']",,,,,,,-,-,,
1,Ghom,/ghom/10-45646/,,0,0,0,0,0,0,,,,Diablo III (video game),Bad,Diablo - Diablo,Male,-,-,-,-
2,Ghosh,/ghosh/10-48892/,,0,0,0,0,0,0,,,,Azure Dreams (video game),Neutral,Azure Dreams - Azure Dream Universe,Male,-,-,Violet,Blond
3,Ghost,/ghost/10-13658/,Ava Starr,65,10,8,20,45,75,"['Durability', 'Intangibility', 'Intelligence', 'Phasing', 'Stamina', 'Stealth', 'Acrobatics', 'Agility', 'Endurance', 'Invisibility', 'Master Martial Artist', 'Reflexes', 'Marksmanship']",,,Ant-Man and the Wasp,,MCU - Marvel Cinematic Universe,Female,-,-,,
4,Ghost,/ghost/10-16317/,Simon Riley,65,1,17,8,8,65,"['Peak Human Condition', 'Stamina', 'Stealth', 'Agility', 'Endurance', 'Explosion Manipulation', 'Marksmanship', 'Weapons Master']",,,Call Of Duty: Modern Warfare 2,Good,CoD - Call of Duty,Male,"188 cm • 6'2""",-,,
5,Ghost,/ghost/10-23520/,Joost Van Straaten,0,0,0,0,0,0,,,,,,,,-,-,,
6,Ghost,/ghost/10-24954/,Ava Starr,0,0,0,0,0,0,,,,,,MCOC - Marvel Contest of Champions,,-,-,,
7,Ghost,/ghost/10-337/,,85,5,25,15,30,50,"['Data Manipulation', 'Extrasensory Perception', 'Hacking', 'Indomitable Will', 'Intelligence', 'Stamina', 'Stealth', 'Acid Resistants', 'Acrobatics', 'Agility', 'Cold Resistance', 'Danger Sense', 'Dexterity', 'Durability Negation', 'Electricity Resistance', 'Endurance', 'Energy Blasts', 'Explosion Manipulation', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Information Analysis', 'Intangibility', 'Invisibility', 'Jump', 'Levitation', 'Magnetism', 'Mind Control Resistance', 'Pain Manipulation', 'Power Sense', 'Radar Sense', 'Radiation Immunity', 'Reflexes', 'Shapeshifting', 'Sound Manipulation', 'Technopath/Cyberpath', 'Toxin and Disease Resistance', 'Electro-Magnetism Manipulation', 'Electrokinesis', 'Illusions']",,,"Iron Man #219 (March, 1987)",Bad,Earth-616 - Prime Marvel Universe,Male,"180 cm • 5'10.9""",79 kg • 174.17 lbs,Blue,Brown
8,Ghost,/ghost/10-15915/,Elisa Cameron,0,0,0,0,0,0,,,,,Good,,Female,-,-,-,-
9,Ghost,/ghost/10-21904/,Jin Sakai,70,8,25,15,20,100,"['Acrobatics', 'Agility', 'Bloodlust', 'Clairvoyance', 'Dexterity', 'Endurance', 'Enhanced Hearing', 'Fear Manipulation', 'Heat Generation', 'Heat Resistance', 'Information Analysis', 'Intelligence', 'Madness Manipulation', 'Master Martial Artist', 'Master Tactician', 'Power Mimicry', 'Pressure Points', 'Reflexes', 'Sound Manipulation', 'Stamina', 'Stealth', 'Super Speed', 'Swordsmanship', 'Weapons Master', 'Accelerated Healing', 'Animal Control', 'Camouflage', 'Cold Resistance', 'Damage Transferal', 'Electrical Transport', 'Enhanced Memory', 'Explosion Manipulation', 'Fire Resistance', 'Illusions', 'Indomitable Will', 'Instinctive Reaction', 'Jump', 'Light Control', 'Ninjutsu', 'Preparation', 'Smoke Manipulation', 'Social Influencing', 'Toxin and Disease Resistance', 'Regeneration']",,Tsushima Island,Ghost of tsushima,Good,Ghost Of Tsushima,Male,"175.3 cm • 5'9""",68 kg • 149.91 lbs,Brown,Black
