,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,full name,place of birth,first appearance,alignment,universe,gender,height,weight,eye color,hair color
0,Fred Weasley,/fred-weasley/10-16669/,Fred Weasley,70,1,6,10,50,45,"['Deconstruction', 'Energy Blasts', 'Energy Constructs', 'Fire Control', 'Force Fields', 'Levitation', 'Light Control', 'Magic', 'Petrification', 'Telekinesis', 'Teleportation', 'Accelerated Healing', 'Indomitable Will', 'Mind Control', 'Mind Control Resistance', 'Telepathy Resistance', 'Water Control', 'Dark Arts', 'Dark Magic', 'Plant Control', 'Telepathy']",,,Harry Potter and the Philosopher's Stone,Good,,Male,-,-,-,Red / Orange
1,Fredbear,/fredbear/10-27795/,Cassidy,45,25,15,10,20,15,"['Durability', 'Immortality', 'Self-Sustenance', 'Super Strength']",,,Five Nights at Freddy's,Neutral,FNAF - Five Nights At Freddy's,,"260.4 cm • 8'6.5""",-,White,No Hair
2,Fredbear (Nightmare Fredbear),/fredbear-nightmare-fredbear/10-46663/,,0,0,0,0,0,0,,,,,,FNAF - Five Nights At Freddy's,,-,-,,
3,Freddie Lounds,/freddie-lounds/10-37943/,,0,0,0,0,0,0,,,,,,Hannibal - Hannibal Tv Series,,-,-,,
4,Freddie Sykes,/freddie-sykes/10-31787/,Freddie Sykes,100,100,100,100,100,100,['Nigh-Omnipotence'],,,,,Twin Peaks Verse - TPV,,-,-,,
5,Freddy Fazbear,/freddy-fazbear/10-27419/,Gabriel,55,8,6,15,5,0,"['Bionics', 'Bloodlust', 'Durability', 'Fear Inducement', 'Indomitable Will', 'Insanity', 'Longevity', 'Natural Armor', 'Peak Human Condition', 'Self-Sustenance', 'Super Strength', 'Toxin and Disease Resistance', 'Cold Resistance', 'Fear Manipulation', 'Immortality', 'Jaw Strength', 'Power Suit', 'Vision - Night', 'Animal Attributes', 'Invulnerability', 'Reflexes', 'Stealth', 'Unholy Resistance']",,,Five Nights at Freddy's,Neutral,FNAF - Five Nights At Freddy's,Other,"182.9 cm • 6'0""",90.72 kg • 200 lbs,Blue,Brown
6,Freddy Fazbear (Fredbear),/freddy-fazbear-fredbear/10-27420/,,0,0,0,0,0,0,,,,,,FNAF - Five Nights At Freddy's,,-,-,,
7,Freddy Fazbear (Funtime Freddy),/freddy-fazbear-funtime-freddy/10-27422/,,0,0,0,0,0,0,,,,,,FNAF - Five Nights At Freddy's,,-,-,,
8,Freddy Fazbear (Nightmare Freddy),/freddy-fazbear-nightmare-freddy/10-27423/,,0,0,0,0,0,0,,,,,,FNAF - Five Nights At Freddy's,,-,-,,
9,Freddy Fazbear (Toy Freddy),/freddy-fazbear-toy-freddy/10-27421/,,0,0,0,0,0,0,,,,,,FNAF - Five Nights At Freddy's,,-,-,,
10,Freddy Freeman,/freddy-freeman/10-16682/,Frederick Christopher Freeman,0,0,0,0,0,0,,,,Shazam!,Good,DCEU - DC Extended Universe,Male,-,-,Brown,Brown
