,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Lynari Lili'alo,/lynari-lilialo/10-25267/,Lynari Lili'alo,0,0,0,0,0,0,,FS - Future State,,,,,,-,-,,
1,Lync Volan,/lync-volan/10-26115/,,0,0,0,0,0,0,,Bakugan,,,,,,-,-,,
2,Lyndon,/lyndon/10-49210/,,0,0,0,0,0,0,,Diablo - Diablo,,,Diablo 3 (video game),Good,Male,-,-,-,Brown / Black
3,Lynel (Golden Lynel),/lynel-golden-lynel/10-39613/,,65,75,50,40,50,100,"['Accelerated Development', 'Accelerated Healing', 'Animal Attributes', 'Animal Oriented Powers', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Thievery', 'Enhanced Touch', 'Grappling/Climbing', 'Heat Generation', 'Immortality', 'Intelligence', 'Magic Absorption', 'Magic Resistance', 'Reflexes', 'Regeneration', 'Resurrection', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Weapons Master', 'Invulnerability']",Zelda - The Legend of Zelda Universe,,,,Bad,-,-,-,-,-
4,Lynessa,/lynessa/10-24419/,Lynesse,0,0,0,0,0,0,,GFT - Grimm Fairy Tales,,,,,,-,-,,
5,Lynn Langermann,/lynn-langermann/10-35917/,,0,0,0,0,0,0,,Outlastverse - Red Barrel Universe,,,Outlast 2,Good,Female,-,-,Brown,Brown
6,Lynne,/lynne/10-41022/,,0,0,0,0,0,0,,AOT - Attack on Titan,,,,,,-,-,,
7,Lynx,/lynx/10-26992/,,0,0,0,0,0,0,,Wings Of Fire Universe,,,,,,-,-,,
8,Lynx,/lynx/10-50089/,Lynx,85,100,100,100,100,90,"['Ability Shift', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Afterimage Creation', 'Age Manipulation', 'Agility', 'Animal Oriented Powers', 'Attack Negation', 'Attack Reflection', 'Aura', 'Bloodlust', 'Camouflage', 'Chaos Manipulation', 'Clairvoyance', 'Clairvoyance Resistance', 'Cold Resistance', 'Corruption Resistance', 'Curse Manipulation', 'Curse Resistance', 'Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Danger Sense', 'Dark Matter Manipulation', 'Data Manipulation', 'Death Manipulation', 'Dexterity', 'Disguise Resistance', 'Dream Manipulation', 'Durability', 'Durability Negation', 'Element Control', 'Endurance', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Explosion Manipulation', 'Extrasensory Perception', 'Fate Manipulation', 'Fate Resistance', 'Fear Inducement', 'Fear Manipulation', 'Fire Resistance', 'Force Fields', 'Gravity Control', 'Heat Generation', 'Heat Resistance', 'Hyperkinesis', 'Illusion Resistance', 'Illusions', 'Immortality', 'Indomitable Will', 'Information Analysis', 'Information Manipulation', 'Instinctive Reaction', 'Intangibility', 'Intelligence', 'Intuitive aptitude', 'Invulnerability', 'Laser Manipulation', 'Levitation', 'Life Manipulation', 'Longevity', 'Madness Manipulation', 'Magic', 'Magic Resistance', 'Master Martial Artist', 'Matter Manipulation', 'Memory Manipulation', 'Mind Control', 'Mind Control Resistance', 'Natural Armor', 'Natural Weapons', 'Non-Physical Interaction', 'Ocular Techniques', 'Pain Manipulation', 'Pain Suppression', 'Photographic Reflexes', 'Possession', 'Possession Resistance', 'Power Absorption', 'Power Bestowal', 'Power Nullifier', 'Preparation', 'Radiation Immunity', 'Reactive Evolution', 'Reactive Power Level', 'Reflexes', 'Regeneration Negation', 'Resurrection', 'Seismic Power', 'Sense Manipulation', 'Sleep Manipulation', 'Soul Manipulation', 'Soul Resistance', 'Spatial Awareness', 'Spatial Communication', 'Spatial Manipulation', 'Stamina', 'Statistics Amplification', 'Statistics Reduction', 'Status Effect Inducement', 'Stealth', 'Summoning', 'Super Speed', 'Super Strength', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Toxin and Disease Control', 'Toxin and Disease Resistance', 'Unholy Resistance', 'Vibration Manipulation', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vitakinesis', 'Weapon Creation', 'Weapon-based Powers', 'Weapons Master', 'Weather Control', 'Wind Control', 'Acid Resistants', 'Animal Control', 'Banish', 'Black Hole Manipulation', 'Conceptual Manipulation', 'Corruption', 'Creation', 'Cryokinesis', 'Decay Embodiment', 'Dimension Storage', 'Dimensional Travel', 'Electricity Resistance', 'Electrokinesis', 'Empathy', 'Energy Blasts', 'Energy Constructs', 'Existence Erasure Resistance', 'Fire Control', 'Grim Reaping', 'Holy Manipulation', 'Hypnokinesis', 'Immortality Negation', 'Jump', 'Light Control', 'Magma Manipulation', 'Matter Absorption', 'Mind Transfer', 'Paralysis', 'Plant Control', 'Power Mimicry', 'Power Modification', 'Precognition', 'Probability Manipulation', 'Purification', 'Regeneration', 'Sealing', 'Shadow Manipulation', 'Sound Manipulation', 'Terrakinesis', 'Transmutation Immunity', 'Void Manipulation', 'Water Control']",Chrono - Chrono Universe,,,,,,-,-,,
9,Lynx-O,/lynx-o/10-48205/,,0,0,0,0,0,0,,Thundercats,,,,,,-,-,,
