,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Mole Man,/mole-man/10-46508/,Harvey Elder,0,0,0,0,0,0,,Earth-12311 - Earth-12311,,,,,,-,-,,
1,Mole Man,/mole-man/10-47099/,,0,0,0,0,0,0,,Earth-1610 - Ultimate Marvel Universe,,,,,,-,-,,
2,Mole Woman,/mole-woman/10-42759/,Kala,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
3,Mole-Stache,/mole-stache/10-22162/,,65,13,20,40,25,40,"['Durability', 'Elasticity', 'Hair Manipulation', 'Intelligence', 'Stamina', 'Super Speed', 'Super Strength', 'Acrobatics', 'Agility', 'Animal Attributes', 'Animal Oriented Powers', 'Danger Sense', 'Dexterity', 'Endurance', 'Enhanced Smell', 'Jump', 'Natural Weapons', 'Reflexes', 'Stealth', 'Vision - Night', 'Flight', 'Gliding']",,,,"Ben 10: Omniverse, Outbreak. S2 E1",Good,Male,-,-,Green,Yellow
4,Molecule Kid,/molecule-kid/10-46419/,Aaron Reece,0,0,0,0,0,0,,MAU - Marvel Animated Universe,,,,,,-,-,,
5,Molecule Man,/molecule-man/10-10895/,Owen Reece,100,100,100,100,100,100,"['Antimatter Manipulation', 'Matter Absorption', 'Matter Manipulation', 'Metaphysics Manipulation', 'Molecular Combustion', 'Molecular Dissipation', 'Molecular Immobilization', 'Molecular Manipulation', 'Molecular Oscillation', 'Nigh-Omnipotence', 'Nigh-Omnipresence', 'Omni-Sense', 'Omnifabrication', 'Omnikinesis', 'Omnilingualism', 'Omnilock', 'Origin Manipulation', 'Pataphysics Manipulation']",Earth-616 - Prime Marvel Universe,,"Dinosaur, Colorado","Fantastic Four #20 (November, 1963)",Bad,Male,"170.2 cm • 5'7""",63.5 kg • 139.99 lbs,Blue,Brown
6,Molecule Man (Cosmic Cube),/molecule-man-cosmic-cube/10-17514/,Owen Reece,100,100,100,100,100,40,['Nigh-Omnipotence'],,Owen Reece,,"Fantastic Four #20 (November, 1963)",Neutral,Male,"170.2 cm • 5'7""",63.5 kg • 139.99 lbs,Blue,Brown
7,Molecule Man (Power Of Beyonders),/molecule-man-power-of-beyonders/10-19315/,Owen Reece,100,100,100,100,100,65,"['Nigh-Omnipotence', 'Nigh-Omnipresence', 'Nigh-Omniscience']",,,,,-,-,-,-,-,Black
8,Molek,/molek/10-20539/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
9,Moletti,/moletti/10-34916/,,0,0,0,0,0,0,,Black Lagoon - Black Lagoon Universe,,,,,,-,-,,
10,Mollaka,/mollaka/10-38756/,,0,0,0,0,0,0,,James Bond - James Bond,,,,,,-,-,,
11,Molly Graham,/molly-graham/10-37942/,,0,0,0,0,0,0,,Hannibal - Hannibal Tv Series,,,,,,-,-,,
12,Molly Hayes,/molly-hayes/10-10307/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
13,Molly Hayes,/molly-hayes/10-44969/,,0,0,0,0,0,0,,Earth-13729 - Jean Grey School 25 Years Later/Future X-Men,,,,,,-,-,,
14,Molly Hayes,/molly-hayes/10-45686/,,0,0,0,0,0,0,,Earth-20368 - Captain Marvel: The End,,,,,,-,-,,
15,Molly McGrath (Stealth Suit),/molly-mcgrath-stealth-suit/10-45986/,,0,0,0,0,0,0,,Max Steel - Max Steel (2013-2017 series),,,,,,-,-,,
16,Molly O'Reilly,/molly-oreilly/10-42992/,,0,0,0,0,0,0,,Vertigo - Vertigo Universe,,,,,,-,-,,
17,Molly Warmflash,/molly-warmflash/10-38757/,,0,0,0,0,0,0,,James Bond - James Bond,,,,,,-,-,,
18,Molly Weasley,/molly-weasley/10-18225/,Molly Weasley,70,1,1,10,60,55,"['Dark Magic', 'Deconstruction', 'Energy Blasts', 'Energy Constructs', 'Fire Control', 'Force Fields', 'Indomitable Will', 'Levitation', 'Light Control', 'Magic', 'Mind Control', 'Mind Control Resistance', 'Petrification', 'Telekinesis', 'Telepathy Resistance', 'Teleportation', 'Water Control', 'Accelerated Healing', 'Dark Arts', 'Darkforce Manipulation', 'Master Tactician', 'Memory Manipulation', 'Plant Control', 'Telepathy']",Wizarding World - The Wizarding World,,,Harry Potter and the Philosopher's Stone,Good,Female,-,-,-,Red / Orange
19,Moloch,/moloch/10-1061/,Edgar William Jacobi,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,Edgar William Jacobi,,,Bad,Male,-,-,,
20,Moloch,/moloch/10-33631/,Moloch,0,0,0,0,0,0,"['Avatar Creation', 'Dark Magic', 'Darkforce Manipulation', 'Dimensional Awareness', 'Energy Resistance', 'Existence Erasure Resistance', 'Immortality', 'Nigh-Omnipotence', 'Nothingness Aspect Manifestation', 'Omnilingualism', 'Omnipresence', 'Omniscience', 'Sealing', 'Soul Manipulation', 'Void Manipulation', 'Antimatter Manipulation', 'Damage Transferal', 'Demon Physiology', 'Hair Manipulation', 'Higher Dimensional Manipulation', 'Illusions', 'Reality Warping', 'Time Manipulation Resistance', 'Unholy Manipulation', 'Wishing', 'Fate Manipulation', 'Fear Manipulation', 'Hellfire Manipulation']",,Moloch,Infinite Nothingness,May The Devil Take You 2 (2020),Bad,Male,-,-,Black,No Hair
21,Moloch,/moloch/10-35517/,,65,90,50,60,50,70,"['Cold Resistance', 'Durability', 'Endurance', 'Fire Control', 'Fire Resistance', 'Heat Generation', 'Heat Resistance', 'Indomitable Will', 'Invulnerability', 'Large Size', 'Longevity', 'Natural Armor', 'Peak Human Condition', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Development', 'Awakened Power', 'Bullet Time', 'Enhanced Condition', 'Latent Abilities', 'Master Martial Artist', 'Reflexes', 'Weapons Master', 'Element Control', 'Weather Control', 'Wind Control']",Hero Wars Verse - Hero Wars Verse,,,,Good,Male,-,-,Orange,No Hair
