,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Mildred,/mildred/10-25866/,,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
1,Mileena,/mileena/10-10967/,,60,15,20,15,25,85,"['Acrobatics', 'Agility', 'Bloodlust', 'Master Martial Artist', 'Reflexes', 'Stamina', 'Stealth', 'Swordsmanship', 'Weapons Master', 'Berserk Mode', 'Dexterity', 'Endurance', 'Enhanced Hearing', 'Enhanced Sight', 'Invisibility', 'Jump', 'Longevity', 'Magic', 'Natural Weapons', 'Portal Creation', 'Teleportation']",MK - Mortal Kombat,,,,,,-,-,,
2,Mileena,/mileena/10-29754/,,0,0,0,0,0,0,,MK-2021 - Mortal Kombat (2021),,,,,,-,-,,
3,Milena Epstein,/milena-epstein/10-37469/,,0,0,0,0,0,0,,Deus Ex - Deus Ex Universe,,,,,,-,-,,
4,Miles,/miles/10-40356/,,0,0,0,0,0,0,,Total Drama,,,,,,-,-,,
5,Miles Craven,/miles-craven/10-28489/,,0,0,0,0,0,0,,,,,,,,-,-,,
6,Miles Morales,/miles-morales/10-16182/,,50,25,20,20,45,35,"['Agility', 'Animal Oriented Powers', 'Reflexes', 'Super Speed', 'Super Strength', 'Wallcrawling', 'Animal Attributes', 'Invisibility', 'Web Creation', 'Accelerated Healing', 'Berserk Mode', 'Electrokinesis', 'Jump']",Spider-Verse - Spider-Man: Into the Spider-Verse Reality,,,,Good,Male,-,-,-,-
7,Miles Upshur,/miles-upshur/10-30211/,Miles Upshur,0,0,0,0,0,0,,Outlastverse - Red Barrel Universe,,,,,,-,-,,
8,Miles Upshur (Walrider Host),/miles-upshur-walrider-host/10-30338/,Miles Upshur,0,0,0,0,0,0,,Outlastverse - Red Barrel Universe,,,,,,-,-,,
9,Militant,/militant/10-18588/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
10,Militia,/militia/10-32903/,,0,0,0,0,0,0,,,,,,,,-,-,,
11,Milkman Man,/milkman-man/10-17522/,,100,100,100,100,100,100,['Nigh-Omnipotence'],Prime Earth - Prime DC Comics Universe,Milkman Man,,JLA/Doom Patrol Special #1,Bad,Male,"190.5 cm • 6'3""",106.6 kg • 235.01 lbs,Blue,Black
12,Millenia,/millenia/10-49096/,,0,0,0,0,0,0,,Grandia - Grandia Universe,,,Grandia 2 (video game),Good,Female,"163 cm • 5'4.2""",53.07 kg • 117 lbs,Green,Auburn
13,Millennium Earl,/millennium-earl/10-26034/,,75,100,40,40,85,95,"['Magic', 'Creation', 'Dark Magic', 'Dimensional Travel', 'Energy Manipulation', 'Existence Erasure', 'Extrasensory Perception', 'Flight', 'Immortality', 'Mind Control', 'Pocket Dimensions', 'Regeneration', 'Resurrection', 'Soul Manipulation', 'Weapons Master']",D.Gray-man - D.Gray-man,,,Manga: D.Gray-Man,Bad,Male,"220 cm • 7'2.6""",85 kg • 187.39 lbs,Gold,Black
14,Millia Rage,/millia-rage/10-47878/,,0,0,0,0,0,0,,Guilty Gear - Guilty Gear Games Universe,,,,,,-,-,,
15,Millianna,/millianna/10-30124/,Millianna,0,0,0,0,0,0,,Fairy Tail - Fairy Tail,,,Manga: Fairy Tail - Chapter #76,Neutral,Female,-,-,Brown,Brown
16,Millicent Bulstrode,/millicent-bulstrode/10-29085/,,0,0,0,0,0,0,,,,,,,,-,-,,
17,Millie,/millie/10-30697/,Mildred,60,6,6,13,10,55,"['Acrobatics', 'Agility', 'Endurance', 'Fire Resistance', 'Grappling/Climbing', 'Hellfire Resistance', 'Longevity', 'Marksmanship', 'Reflexes', 'Stamina', 'Weapon-based Powers', 'Weapons Master', 'Berserk Mode', 'Dexterity', 'Heat Resistance', 'Indomitable Will', 'Stealth', 'Unholy Resistance', 'Insanity', 'Master Martial Artist', 'Natural Weapons', 'The Fourth Wall', 'Toon Force']",Hazbinverse - Hazbin Hotel Universe,Mildred,Wrath Ring of Hell,,Neutral,Female,-,-,-,Black
18,Millie,/millie/10-47737/,,0,0,0,0,0,0,,Spy X Family,,,,,,-,-,,
19,Million Ants,/million-ants/10-18888/,,0,0,0,0,0,0,,R&M - Rick and Morty Universe,,,,,,-,-,,
20,Milly Thompson,/milly-thompson/10-48965/,,0,0,0,0,0,0,,Trigun,,,,,,-,-,,
21,Milo,/milo/10-28552/,,0,0,0,0,0,0,,Mask - The Mask- Comic,,,,Good,Male,-,-,-,-
22,Milo,/milo/10-47195/,Lucien,0,0,0,0,0,0,,SPUMC - Sony Pictures Universe of Marvel Characters,,,,Bad,Male,-,-,-,-
23,Milo Rego,/milo-rego/10-42534/,,0,0,0,0,0,0,,,,,,,,-,-,,
24,Milo? Awadalla,/milo-awadalla/10-37468/,,0,0,0,0,0,0,,Deus Ex - Deus Ex Universe,,,,,,-,-,,
25,Milos Grapa,/milos-grapa/10-19119/,,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,Batman: The Long Halloween #1,Bad,Male,-,-,Blue,Grey
26,Milosz,/milosz/10-34608/,,0,0,0,0,0,0,,Monster,,,,,,-,-,,
27,Milotic,/milotic/10-24494/,Milotic,0,0,0,0,0,0,,Pokemon - Pokemon,,,,,,-,-,,
28,Milt,/milt/10-37128/,,0,0,0,0,0,0,,Camp Lazlo - Camp Lazlo,,,,,,-,-,,
29,Milton Greasley,/milton-greasley/10-43793/,,0,0,0,0,0,0,,VD - Vampire Diaries,,,,,,-,-,,
30,Milton Krest,/milton-krest/10-38744/,,0,0,0,0,0,0,,James Bond - James Bond,,,,,,-,-,,
31,Mima,/mima/10-49814/,,0,0,0,0,0,0,,Touhou - Touhou Universe,,,,,,-,-,,
32,Mima Kirigoe,/mima-kirigoe/10-43311/,,0,0,0,0,0,0,,Perfect Blue,,,,,,-,-,,
33,Mimas,/mimas/10-18140/,,0,0,0,0,0,0,,,,,,,,-,-,,
34,Mimete,/mimete/10-44600/,Mimete,0,0,0,0,0,0,,Sailor Moon - Sailor Moon,,,,Bad,Female,-,-,Orange,Blond
35,MiMi,/mimi/10-45562/,,45,1,1,6,20,20,"['Compassion Inducement', 'Hope Inducement', 'Purification', 'Musical Inducement', 'Power Bestowal', 'Holy Manipulation', 'Life Manipulation', 'Morality Manipulation']",Digimon - Digimon,,,,Good,Female,-,-,Brown,Brown
36,Mimic,/mimic/10-97/,Calvin Montgomery Rankin,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,Calvin Montgomery Rankin,"Passiac, New Jersey",Uncanny X-Men #19,Good,Male,"188 cm • 6'2""",102.1 kg • 225.09 lbs,Brown,Brown
37,Mimic,/mimic/10-28149/,,0,0,0,0,0,0,,Sonic,,,Sonic the Hedgehog: Tangle & Whisper #1,Bad,,"100 cm • 3'3.4""",30 kg • 66.14 lbs,White,-
38,Mimic,/mimic/10-40342/,,0,0,0,0,0,0,,CTMU - Crypt TV Monster Universe,,,,,,-,-,,
39,Mimic,/mimic/10-35693/,Calvin Montgomery Rankin,0,0,0,0,0,0,,Earth-12 - Earth-Mimic,,,,,,-,-,,
40,Mimic,/mimic/10-46608/,Calvin Rankin,0,0,0,0,0,0,,Earth-58163 - House of M,,,,,,-,-,,
41,Mimic,/mimic/10-47531/,Joi Irinaka,0,0,0,0,0,0,,MHA - My Hero Academia,,,,,,-,-,,
42,Mimiko Hasaba,/mimiko-hasaba/10-43926/,,0,0,0,0,0,0,,Jujutsu Kaisen Universe - Jujutsu Kaisen,,,,,,-,-,,
