,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Dizzy Flores,/dizzy-flores/10-49021/,,0,0,0,0,0,0,,ST - Starship Troopers,,,,,,-,-,,
1,DJ,/dj/10-12022/,Mark Sheppard,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
2,DJ,/dj/10-40386/,,0,0,0,0,0,0,,Total Drama,,,,,,-,-,,
3,DJ Fist,/dj-fist/10-38447/,,0,0,0,0,0,0,,JCA - Jackie Chan Adventures,,,,,,-,-,,
4,DJ Mallory Duncan,/dj-mallory-duncan/10-43961/,Mallory Duncan,0,0,0,0,0,0,,Earth-11 - DC's Earth-11,,,,,,-,-,,
5,Djana'D,/djanad/10-49020/,,0,0,0,0,0,0,,ST - Starship Troopers,,,,,,-,-,,
6,Django Freeman,/django-freeman/10-21485/,,60,1,1,5,5,40,"['Durability', 'Marksmanship', 'Stamina', 'Agility', 'Reflexes', 'Stealth', 'Weapons Master']",Tarantinoverse - Tarantinoverse,,,Django Unchained,Good,Male,-,-,-,-
7,Djavakhi,/djavakhi/10-44224/,Djavakhi,95,100,100,100,100,100,"['Ability Shift', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Afterimage Creation', 'Age Manipulation', 'Agility', 'Amber', 'Animal Attributes', 'Animal Oriented Powers', 'Attack Negation', 'Attack Reflection', 'Avatar Creation', 'Berserk Mode', 'Blessed', 'Bloodlust', 'Camouflage', 'Chaos Manipulation', 'Clairvoyance', 'Clairvoyance Resistance', 'Cold Resistance', 'Conceptual Manipulation', 'Corruption', 'Corruption Resistance', 'Cosmic Awareness', 'Curse Manipulation', 'Curse Resistance', 'Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Danger Sense', 'Dark Matter Manipulation', 'Darkforce Manipulation', 'Data Manipulation', 'Death Manipulation', 'Dexterity', 'Dimension Storage', 'Dimensional Awareness', 'Dimensional Travel', 'Dream Manipulation', 'Duplication', 'Durability', 'Durability Negation', 'Electricity Resistance', 'Element Control', 'Emotional Power Up', 'Empathy', 'Endurance', 'Energy Embodiment', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Existence Erasure', 'Existence Erasure Resistance', 'Extrasensory Perception', 'Fate Manipulation', 'Fate Resistance', 'Fear Inducement', 'Fear Manipulation', 'Fire Resistance', 'Fusion', 'Godly Physiology', 'Greed Inducement', 'Heat Resistance', 'Higher Dimensional Manipulation', 'Hypnokinesis', 'Illusion Resistance', 'Illusions', 'Immortality', 'Indomitable Will', 'Information Analysis', 'Information Manipulation', 'Instinctive Reaction', 'Intangibility', 'Intelligence', 'Intuitive aptitude', 'Invulnerability', 'Jump', 'Levitation', 'Life Manipulation', 'Longevity', 'Madness Manipulation', 'Magic', 'Magic Resistance', 'Matter Manipulation', 'Memory Manipulation', 'Mind Control', 'Mind Control Resistance', 'Mind Transfer', 'Natural Weapons', 'Non-Corporeal', 'Non-Physical Interaction', 'Ocular Techniques', 'Pain Manipulation', 'Pain Suppression', 'Paralysis', 'Perfect Recollection', 'Photographic Reflexes', 'Physical Anomaly', 'Physics Manipulation', 'Possession', 'Possession Resistance', 'Power Absorption', 'Power Bestowal', 'Power Nullifier', 'Precognition', 'Preparation', 'Psionic Powers', 'Psychometry', 'Radar Sense', 'Radiation Immunity', 'Rage Inducement', 'Rage Power', 'Reactive Evolution', 'Reactive Power Level', 'Reality Warping', 'Reality Warping Resistance', 'Reflexes', 'Regeneration', 'Regeneration Negation', 'Resurrection', 'Sense Manipulation', 'Shadow Manipulation', 'Shapeshifting', 'Shockwaves Generation', 'Sleep Manipulation', 'Soul Manipulation', 'Soul Resistance', 'Spatial Awareness', 'Spatial Communication', 'Spatial Manipulation', 'Stamina', 'Statistics Amplification', 'Statistics Reduction', 'Status Effect Inducement', 'Stealth', 'Subatomic Manipulation', 'Summoning', 'Super Speed', 'Super Strength', 'Supernatural Condition', 'Supreme Power', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Time Manipulation', 'Time Manipulation Resistance', 'Toxin and Disease Control', 'Toxin and Disease Resistance', 'Truth Manipulation', 'Unholy Resistance', 'Vibration Manipulation', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vitakinesis', 'Weapon Creation', 'Weapon-based Powers', 'Weapons Master', 'Weather Control', 'Wind Control', 'Animal Control', 'Astral Projection', 'Aura', 'Awakened Power', 'Banish', 'Biokinesis', 'Black Hole Manipulation', 'Blood Manipulation', 'Body Puppetry', 'Bone Manipulation', 'Causality Manipulation', 'Causality Resistance', 'Dark Magic', 'Death Touch', 'Density Control', 'Echolocation', 'Elasticity', 'Enhanced Thievery', 'Entropy Projection', 'Fire Control', 'Flight', 'Force Fields', 'Gravity Control', 'Heat Generation', 'Hellfire Resistance', 'Holy Resistance', 'Hyperkinesis', 'Immortality Negation', 'Invisibility', 'Light Control', 'Magic Absorption', 'Marksmanship', 'Master Martial Artist', 'Matter Absorption', 'Morality Manipulation', 'Multiple Personalities', 'Nothingness Aspect Manifestation', 'Omnilingualism', 'Organic Manipulation', 'Phasing', 'Portal Creation', 'Power Mimicry', 'Power Modification', 'Power Sense', 'Pressure Points', 'Projection', 'Purification', 'Quantum Manipulation', 'Radiation Absorption', 'Salvation', 'Sealing', 'Seismic Power', 'Self-Sustenance', 'Size Changing', 'Social Influencing', 'Sound Manipulation', 'Subjective Reality', 'Terrakinesis', 'Transformation', 'Umbrakinesis', 'Unholy Manipulation', 'Vision - Cryo', 'Void Manipulation', 'Wallcrawling', 'Water Control', 'Acausality', 'Plot Manipulation Resistance']",WOD - World of Darkness,,,,,,-,-,,
8,Djinn,/djinn/10-18568/,Djinn,90,1,6,60,100,50,"['Accelerated Healing', 'Age Manipulation', 'Arcane Magic', 'Arcane Magic', 'Astral Travel', 'Body Puppetry', 'Clairvoyance', 'Creation', 'Dark Arts', 'Dark Magic', 'Darkforce Manipulation', 'Divine Powers', 'Empathy', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Flight', 'Force Fields', 'Hypnokinesis', 'Illusions', 'Immortality', 'Longevity', 'Magic', 'Memory Manipulation', 'Mind Control', 'Pataphysics Manipulation', 'Possession', 'Power Sense', 'Projection', 'Reality Warping', 'Shapeshifting', 'Subjective Reality', 'Supernatural Condition', 'Telekinesis', 'Telepathy', 'Teleportation', 'Wishing', 'Ability Shift', 'Accelerated Development', 'Astral Projection', 'Aura', 'Avatar Creation', 'Cloaking', 'Cosmic Awareness', 'Curse Manipulation', 'Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Dimensional Travel', 'Divinity', 'Element Control', 'Entropy Projection', 'Fear Inducement', 'Fusion', 'Holy Manipulation', 'Illumination', 'Mind Blast', 'Molecular Dissipation', 'Molecular Immobilization', 'Non-Physical Interaction', 'Nothingness Aspect Manifestation', 'Omnilingualism', 'Pocket Dimensions', 'Possession Resistance', 'Power Absorption Immunity', 'Vitakinesis', 'Weapon Summoning', 'Fate Manipulation', 'Invulnerability', 'Power Augmentation', 'Reality Warping Resistance']",Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
9,Djinn (Under Ring Possession),/djinn-under-ring-possession/10-20274/,Djinn,90,1,100,50,100,70,"['Divine Powers', 'Higher Dimensional Manipulation', 'Holy Manipulation', 'Magic', 'Nigh-Omnipotence', 'Nigh-Omnipresence', 'Nigh-Omniscience', 'Non-Corporeal', 'Zenith', 'Subjective Reality']",Prime Earth - Prime DC Comics Universe,,Heaven,Teen Titans 2016,Neutral,Female,-,-,Pink,Brown
