,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,James Norrington,/james-norrington/10-28910/,,0,0,0,0,0,0,,PoC - Pirates Of The Caribbean,,,,,,-,-,,
1,James Potter,/james-potter/10-19398/,James Sirius Potter,0,0,0,0,0,0,,,,,,,,-,-,,
2,James Potter,/james-potter/10-17788/,James Potter,65,1,1,10,55,55,"['Animal Attributes', 'Deconstruction', 'Energy Blasts', 'Energy Constructs', 'Fire Control', 'Force Fields', 'Light Control', 'Magic', 'Petrification', 'Plant Control', 'Shapeshifting', 'Telekinesis', 'Teleportation', 'Water Control', 'Accelerated Healing', 'Animal Control', 'Animal Oriented Powers', 'Dark Arts', 'Dark Magic', 'Element Control', 'Indomitable Will', 'Levitation', 'Master Tactician', 'Memory Manipulation', 'Mind Control', 'Mind Control Resistance', 'Telepathy Resistance', 'Biokinesis', 'Darkforce Manipulation', 'Invisibility', 'Telepathy']",,,,Harry Potter and the Philosopher Stone,Good,Male,-,-,Brown,Black
3,James Rhodes,/james-rhodes/10-42067/,James Rhodes,0,0,0,0,0,0,,Earth-982 - MC2,,,,,,-,-,,
4,James Rogers,/james-rogers/10-14411/,James Rogers,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
5,James Rogers,/james-rogers/10-46511/,,0,0,0,0,0,0,,Earth-10071 - Marvel's Earth-10071,,,,,,-,-,,
6,James Shade,/james-shade/10-35925/,,0,0,0,0,0,0,,Resident Evil - Resident Evil Game & Movie universe,,,,,,-,-,,
7,James Stillwell,/james-stillwell/10-29823/,,0,0,0,0,0,0,,,,,,,,-,-,,
8,James T. Kirk,/james-t-kirk/10-10565/,James T. Kirk,0,0,0,0,0,0,,Star Trek - Star Trek,James Tiberius Kirk,"Riverside, Iowa, Earth",Star Trek S01E01: The Man Trap,Good,Male,"177.8 cm • 5'10""",77.1 kg • 169.98 lbs,Hazel,Brown
9,Jamez Withazee,/jamez-withazee/10-36176/,,0,0,0,0,0,0,,Imaginary Friends - Foster's Home for Imaginary Friends,,,,,,-,-,,
10,Jami,/jami/10-39124/,,0,0,0,0,0,0,,Platinum End,,,,,,-,-,,
11,Jamie,/jamie/10-35142/,,0,0,0,0,0,0,,Megas XLR,,,,Good,Male,-,-,Black,Black
12,Jamie De Curry,/jamie-de-curry/10-34498/,,0,0,0,0,0,0,,,,,,,,-,-,,
13,Jammes Braddock,/jammes-braddock/10-12130/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
14,Jan,/jan/10-38127/,,0,0,0,0,0,0,,Black Butler - Black Butler,,,,,,-,-,,
15,Jan Suk,/jan-suk/10-34687/,,0,0,0,0,0,0,,Monster,,,,,,-,-,,
16,Jan Valentine,/jan-valentine/10-25254/,Jan Valentine,0,0,0,0,0,0,,Hellsing,,,,,,-,-,,
