,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Hybrid (Klyntar Symbiote),/hybrid-klyntar-symbiote/10-33354/,Hybrid,50,30,25,50,60,70,"['Accelerated Healing', 'Acrobatics', 'Agility', 'Camouflage', 'Cloaking', 'Durability', 'Elasticity', 'Stamina', 'Super Speed', 'Super Strength', 'Symbiote Costume', 'Symbiotic Regeneration', 'Vision - Night', 'Wallcrawling', 'Web Creation', 'Biokinesis', 'Cold Resistance', 'Danger Sense', 'Endurance', 'Enhanced Memory', 'Enhanced Sight', 'Hive-Mind', 'Invisibility', 'Jump', 'Longevity', 'Multiple Personalities', 'Natural Weapons', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Spatial Awareness', 'Tentacles', 'Toxin and Disease Resistance', 'Underwater breathing', 'Vitakinesis', 'Weapon Creation', 'Acidic Spit', 'Animal Attributes', 'Animal Oriented Powers', 'Chemokinesis', 'Gliding', 'Mind Control', 'Mind Control Resistance', 'Possession', 'Shapeshifting', 'Size Changing', 'Substance Secretion', 'Telepathy', 'Telepathy Resistance', 'Transformation']",Earth-616 - Prime Marvel Universe,The Symbiote Takes The Name Of Its Current Host,"New York City, New York","Venom: Along Came a Spider #1 (January, 1996)",Neutral,-,-,-,White,No Hair
1,Hybrid Lantern,/hybrid-lantern/10-30190/,Kyle Rayner,0,0,0,0,0,0,,,,,,,,-,-,,
2,Hyde,/hyde/10-24823/,,0,0,0,0,0,0,,Beyblade,,,,,,-,-,,
3,Hyde,/hyde/10-43732/,Hyde Kido,0,0,0,0,0,0,,UNIB - Under Night In-Birth,,,,,,-,-,,
4,Hydorous,/hydorous/10-38867/,,0,0,0,0,0,0,,Bakugan,,,,,,-,-,,
5,Hydra,/hydra/10-34305/,Hydra,0,0,0,0,0,0,,Fist Of The North Star - FOTNS,,,,,,-,-,,
6,Hydra,/hydra/10-45202/,,45,30,20,20,75,40,"['Fire Control', 'Flight', 'Jaw Strength', 'Underwater breathing', 'Water Control']",Skylanders - Skylanders,,,Skylanders: Spyro's Adventure,Bad,-,-,-,-,-
7,Hydra Ichi,/hydra-ichi/10-29250/,,0,0,0,0,0,0,,Saint Seiya - Saint Seiya,,,,Good,Male,"170 cm • 5'6.9""",56 kg • 123.46 lbs,Black,Grey
8,Hydra Prime 001,/hydra-prime-001/10-37622/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
9,HYDRA Stomper (What If...?),/hydra-stomper-what-if/10-34117/,Steve Rogers,60,50,25,30,40,50,"['Durability', 'Intelligence', 'Stamina', 'Super Speed', 'Super Strength', 'Agility', 'Cold Resistance', 'Electrokinesis', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Sight', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Illumination', 'Invulnerability', 'Jump', 'Marksmanship', 'Reflexes', 'Vision - Night', 'Weapon-based Powers', 'Weapons Master', 'Acrobatics', 'Large Size', 'Stealth']",MCU - Marvel Cinematic Universe,,,Marvel Studios' What If...? Season 1 Episode 1,Good,Male,-,-,-,Blond
10,Hydra Supreme,/hydra-supreme/10-29943/,Steven Rogers,0,0,0,0,0,0,,Earth-61311 - Marvel's Kobik's Timeline,,,,,,-,-,,
11,Hydranoid,/hydranoid/10-24160/,,75,100,80,85,90,60,"['Accelerated Healing', 'Attack Negation', 'Attack Reflection', 'Aura', 'Berserk Mode', 'Bloodlust', 'Camouflage', 'Cold Resistance', 'Dark Arts', 'Darkforce Manipulation', 'Density Control', 'Dexterity', 'Dimensional Travel', 'Durability', 'Emotional Power Up', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Embodiment', 'Energy Manipulation', 'Energy Resistance', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Insanity', 'Intelligence', 'Invulnerability', 'Jump', 'Power Nullifier', 'Radiation Immunity', 'Rage Power', 'Regeneration', 'Size Changing', 'Stamina', 'Statistics Amplification', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Transformation', 'Vision - Night', 'Adaptation', 'Bullet Time', 'Death Manipulation', 'Dimensional Awareness', 'Electricity Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Immortality', 'Intangibility', 'Interstellar Travel', 'Invisibility', 'Mind Control Resistance', 'Power Absorption', 'Power Absorption Immunity', 'Projection', 'Reflexes', 'Shockwaves Generation', 'Soul Resistance', 'Underwater breathing', 'Vision - Microscopic', 'Vision - Telescopic']",Bakugan,,Vestroia,Bakugan Battle Brawlers Episode 1,Bad,Male,-,-,Red,No Hair
12,Hydreigon,/hydreigon/10-24488/,Hydreigon,0,0,0,0,0,0,,Pokemon - Pokemon,,,,,,-,-,,
13,Hydro,/hydro/10-25970/,,0,0,0,0,0,0,,Monsuno - Monsuno (2011–2014 Series),,,,,,-,-,,
14,Hydro Fists,/hydro-fists/10-11184/,Lax Reddingham,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
15,Hydro-Man,/hydro-man/10-1451/,Morris Bench,60,30,25,30,35,50,"['Accelerated Healing', 'Cold Resistance', 'Dexterity', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Intangibility', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Shapeshifting', 'Stamina', 'Toxin and Disease Resistance', 'Underwater breathing', 'Water Control', 'Element Control', 'Heat Resistance', 'Immortality', 'Large Size', 'Liquid Transmutation', 'Organic Manipulation', 'Radiation Immunity', 'Size Changing']",Earth-616 - Prime Marvel Universe,Morris Bench,"Bronx, New York","Amazing Spider-Man #212 (January, 1981)",Bad,Male,"188 cm • 6'2""",120.2 kg • 265 lbs,Brown,Brown
16,Hydro-Man,/hydro-man/10-17785/,Unknown,0,0,0,0,0,0,,MCU - Marvel Cinematic Universe,,,,,,-,-,,
17,Hydro-Man,/hydro-man/10-39840/,Morris Bench,0,0,0,0,0,0,,Earth-70237 - Spider-Man: Reign,,,,,,-,-,,
18,Hydro-Man,/hydro-man/10-42892/,Morris Bench,0,0,0,0,0,0,,Earth-9411 - Marvel's Earth-9411,,,,,,-,-,,
19,Hydro-man,/hydro-man/10-45496/,Morris Bench,0,0,0,0,0,0,,Earth-92131 - Marvel's 92niverse,,,Spider-man animated series season 2 eposide 3,Bad,Male,"188 cm • 6'2""",120.2 kg • 265 lbs,Brown,Brown
20,Hydro-man,/hydro-man/10-46853/,,0,0,0,0,0,0,,MAU - Marvel Animated Universe,,,,,,-,-,,
21,Hydroman,/hydroman/10-29824/,Robert Blake,0,0,0,0,0,0,,,,,,,,-,-,,
22,Hydron,/hydron/10-11709/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
23,Hydron,/hydron/10-16069/,,0,0,0,0,0,0,,MCU - Marvel Cinematic Universe,,,,,,-,-,,
24,Hye-Rin,/hye-rin/10-33252/,,0,0,0,0,0,0,,Sun-Ken Rock,,,,,,-,-,,
25,Hyena,/hyena/10-25729/,Summer Day,0,1,25,25,25,35,"['Agility', 'Animal Attributes', 'Animal Control', 'Animal Oriented Powers', 'Enhanced Sight', 'Enhanced Smell', 'Super Strength', 'Accelerated Healing']",Prime Earth - Prime DC Comics Universe,Summer Day,,,Bad,Female,50 mm • 1.97 inch,123 kg • 271.17 lbs,Blue,Brown
26,Hyena,/hyena/10-11152/,Creed H.Quinn,0,0,0,0,0,0,,Earth-9602 - Amalgam Universe,,,,,,-,-,,
27,Hyena,/hyena/10-27406/,,0,0,0,0,0,0,,Gargoyles - Gargoyles (1994–1997 TV Series),,,,,,-,-,,
28,Hyena Droid Bomber,/hyena-droid-bomber/10-45528/,Hyena-class Droid Bomber,0,0,0,0,0,0,,Star Wars - Star Wars Universe,,,,,,-,-,,
29,Hylash,/hylash/10-27730/,,0,0,0,0,0,0,,Bakugan,,,,,,-,-,,
