,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,full name,place of birth,first appearance,alignment,universe,gender,height,weight,eye color,hair color
0,Mallow,/mallow/10-21115/,,0,0,0,0,0,0,,,,,,,,-,-,,
1,Mallus,/mallus/10-18542/,,0,0,0,0,0,0,,,,,,Arrowverse - DC Television Universe,,-,-,,
2,Mallus,/mallus/10-46773/,,0,0,0,0,0,0,,,,,,Monsuno - Monsuno (2011–2014 Series),,-,-,,
3,Malon,/malon/10-49001/,,55,1,1,6,1,10,,,Lon Lon Ranch,Legend Of Zelda: Ocarina Of Time,Good,Zelda - The Legend of Zelda Universe,Female,-,-,Blue,Auburn
4,Malorne,/malorne/10-14743/,,0,0,0,0,0,0,,,,,Good,Warcraft - Warcraft,Male,-,-,-,-
5,Malphas,/malphas/10-30883/,,85,85,50,40,50,40,"['Demon Physiology', 'Dimensional Travel', 'Durability', 'Flight', 'Large Size', 'Natural Weapons', 'Super Speed', 'Intangibility', 'Invisibility', 'Power Bestowal']",,,Bayonetta 1,Neutral,Bayonetta - Bayonetta Universe,Male,-,-,Blue,Black
6,Malphite,/malphite/10-14535/,Malphite,55,75,11,40,70,40,"['Corruption Resistance', 'Dig', 'Endurance', 'Inorganic Physiology', 'Invulnerability', 'Large Size', 'Longevity', 'Seismic Power', 'Self-Sustenance', 'Shockwaves Generation', 'Subterranean', 'Terrakinesis', 'Toxin and Disease Resistance', 'Accelerated Healing', 'Changing Armor', 'Cold Resistance', 'Damage Reduction', 'Electricity Resistance', 'Extrasensory Perception', 'Fire Resistance', 'Grappling/Climbing', 'Heat Resistance', 'Jaw Strength', 'Jump', 'Magic', 'Magic Resistance', 'Mind Control Resistance', 'Physical Anomaly', 'Power Sense', 'Regeneration', 'Sand Manipulation', 'Soul Resistance', 'Statistics Reduction', 'Weapon Creation', 'Berserk Mode', 'Camouflage', 'Damage Boost', 'Duplication', 'Homing Attack', 'Immortality', 'Indomitable Will', 'Matter Absorption', 'Shapeshifting', 'Statistics Amplification']",,Ancient Ixtal,"September 2, 2009 (League of Legends)",Neutral,League Of Legends - League of Legends,Other,-,-,Yellow,None
7,Malthael,/malthael/10-22652/,,100,100,90,55,85,90,"['Death Manipulation', 'Death Touch', 'Energy Beams', 'Energy Blasts', 'Fear Inducement', 'Force Fields', 'Grim Reaping', 'Life Manipulation', 'Magic', 'Non-Corporeal', 'Non-Physical Interaction', 'Soul Manipulation', 'Aura', 'Flight', 'Immortality', 'Intangibility', 'Necromancy', 'Portal Creation', 'Dimensional Travel']",,,,Bad,Diablo - Diablo,Male,-,-,No eyes,No Hair
8,Maltruant,/maltruant/10-20570/,Maltruant,90,30,100,35,70,85,"['Dimensional Travel', 'Durability', 'Intelligence', 'Interstellar Travel', 'Master Tactician', 'Natural Armor', 'Stamina', 'Super Speed', 'Super Strength', 'Time Manipulation', 'Time Travel', 'Weapon-based Powers', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Bullet Time', 'Cold Resistance', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Illusions', 'Immortality', 'Marksmanship', 'Master Martial Artist', 'Reflexes', 'Stealth', 'Teleportation', 'Toxin and Disease Resistance', 'Weapons Master', 'Invulnerability', 'Reality Warping']",,,Ben 10: Omniverse Season 6 Episode 15 (Fight at the Museum),Bad,Ben 10,Male,-,-,Red,No Hair
9,Malware,/malware/10-20571/,Malware,85,100,80,50,70,50,"['Accelerated Healing', 'Durability', 'Intelligence', 'Interstellar Travel', 'Longevity', 'Stamina', 'Super Speed', 'Super Strength', 'Weapon Creation', 'Weapon-based Powers', 'Accelerated Development', 'Agility', 'Changing Armor', 'Cold Resistance', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Fire Resistance', 'Flight', 'Invulnerability', 'Marksmanship', 'Reflexes', 'Regeneration', 'Shapeshifting', 'Size Changing', 'Stealth', 'Technopath/Cyberpath', 'Underwater breathing', 'Weapons Master']",,,Ben 10: Omniverse Season 1 Episode 1 (The More Things Change: Part 1),Bad,Ben 10,Male,-,-,Red,No Hair
