,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Oil,/oil/10-41724/,Oil,0,0,0,0,0,0,,DB - Dragon Ball Verse,,,,,,-,-,,
1,Oin,/oin/10-22252/,,0,0,0,0,0,0,,,,,,,,-,-,,
2,Oingo,/oingo/10-43739/,,0,0,0,0,0,0,,JJBA - JoJo's Bizarre Adventure,,,,,,-,-,,
3,Oizys,/oizys/10-35596/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,Shadizar,"Avengers No Road Home #2 (February, 2019)",Bad,Female,-,-,Green,No Hair
4,Ojiya,/ojiya/10-36545/,,0,0,0,0,0,0,,Dororo,,,,,,-,-,,
5,Okada,/okada/10-36247/,,0,0,0,0,0,0,,High-rise Invasion,,,,,,-,-,,
6,Okada Nizou,/okada-nizou/10-41267/,,0,0,0,0,0,0,,Gintama - Gintama Universe,,,,,,-,-,,
7,Okaka,/okaka/10-36544/,,0,0,0,0,0,0,,Dororo,,,,,,-,-,,
8,Okamaitachi,/okamaitachi/10-30053/,,65,55,30,25,30,95,"['Acrobatics', 'Agility', 'Dexterity', 'Endurance', 'Extrasensory Perception', 'Longevity', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Shockwaves Generation', 'Stamina', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Weapons Master', 'Afterimage Creation', 'Enhanced Hearing', 'Enhanced Touch', 'Jump']",OPM - One Punch Man,,,One Punch Man Chapter 45,Good,Female,"182 cm • 5'11.7""",-,Black,Black
9,Okino,/okino/10-30215/,,65,30,40,45,15,100,"['Master Martial Artist', 'Super Speed', 'Reflexes', 'Weapons Master']",,,Prime Empire,"Lego Ninjago Season 12 ""I am Okino""episode.",Good,Male,-,-,-,-
10,Okita Sougo,/okita-sougo/10-41266/,,0,0,0,0,0,0,,Gintama - Gintama Universe,,,Manga: Gintama - Chapter #5,Bad,Male,"170 cm • 5'6.9""",58 kg • 127.87 lbs,Blue,Brown
11,Okita Souji,/okita-souji/10-43880/,,0,0,0,0,0,0,,Fate/type Redline,,,,Good,Female,"158 cm • 5'2.2""",45 kg • 99.21 lbs,Brown,Blond
12,Okkoto,/okkoto/10-27670/,Okkoto,0,0,0,0,0,0,,Princess Mononoke - Princess Mononoke Universe,,,Princess Mononoke (movie),Neutral,Male,-,-,-,-
13,Oko Shinomiya,/oko-shinomiya/10-35952/,,0,0,0,0,0,0,,Ksliw - Kaguya-sama Love Is War,,,,,,-,-,,
14,Okonogi,/okonogi/10-33278/,,0,0,0,0,0,0,,,,,,,,-,-,,
15,Okonoko,/okonoko/10-23669/,,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
16,Okowa,/okowa/10-36570/,,0,0,0,0,0,0,,Dororo,,,,,,-,-,,
17,Okoye,/okoye/10-12189/,Okoye,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
