,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,full name,place of birth,first appearance,alignment,universe,gender,height,weight,eye color,hair color
0,King Leonidas,/king-leonidas/10-19673/,Leonidas Of Sparta,0,0,0,0,0,0,,,,,,,,-,-,,
1,King Leoric,/king-leoric/10-27511/,Leoric,0,0,0,0,0,0,,,,,Bad,Diablo - Diablo,Male,-,-,No eyes,White
2,King Lili,/king-lili/10-38486/,,0,0,0,0,0,0,,,,,,JCA - Jackie Chan Adventures,,-,-,,
3,King Loki,/king-loki/10-20094/,Loki Laufeyson,95,100,100,100,100,95,"['Ability Shift', 'Accelerated Development', 'Accelerated Healing', 'Adaptation', 'Afterimage Creation', 'Agility', 'Animation', 'Astral Projection', 'Astral Trap', 'Astral Travel', 'Attack Negation', 'Attack Reflection', 'Avatar Creation', 'Banish', 'Cloning', 'Cold Resistance', 'Corruption', 'Corruption Resistance', 'Curse Manipulation', 'Curse Resistance', 'Danger Sense', 'Dark Arts', 'Dark Magic', 'Darkforce Manipulation', 'Dimensional Travel', 'Duplication', 'Durability', 'Element Control', 'Elemental Transmogrification', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Fear Inducement', 'Fear Manipulation', 'Fire Control', 'Fire Resistance', 'Godly Physiology', 'Heat Generation', 'Heat Resistance', 'Illusion Resistance', 'Illusions', 'Immortality', 'Immortality Negation', 'Indomitable Will', 'Intangibility', 'Intelligence', 'Interstellar Travel', 'Invisibility', 'Invulnerability', 'Levitation', 'Longevity', 'Madness Manipulation', 'Magic', 'Magic Absorption', 'Magic Resistance', 'Master Tactician', 'Matter Manipulation', 'Memory Manipulation', 'Mind Blast', 'Mind Control', 'Mind Control Resistance', 'Mind Transfer', 'Morality Manipulation', 'Phasing', 'Portal Creation', 'Possession', 'Possession Resistance', 'Power Absorption', 'Psionic Powers', 'Rage Power', 'Reality Warping', 'Reality Warping Resistance', 'Reflexes', 'Regeneration', 'Regeneration Negation', 'Self-Sustenance', 'Shapeshifting', 'Soul Manipulation', 'Soul Resistance', 'Stamina', 'Summoning', 'Super Speed', 'Super Strength', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Time Manipulation', 'Time Manipulation Resistance', 'Time Travel', 'Toxin and Disease Control', 'Toxin and Disease Resistance', 'Transformation', 'Void Manipulation', 'Weapon Summoning', 'Weapon-based Powers', 'Will Of God', 'Acid Manipulation', 'Acidic Spit', 'Acrobatics', 'Animal Control', 'Animated Shadow', 'Berserk Mode', 'Biokinesis', 'Bloodlust', 'Cloaking', 'Cloth Manipulation', 'Death Manipulation', 'Death Touch', 'Dimensional Awareness', 'Dream Manipulation', 'Durability Negation', 'Electricity Absorption', 'Electricity Resistance', 'Emotional Power Up', 'Endurance', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Explosion Manipulation', 'Fate Manipulation', 'Fate Resistance', 'Flight', 'Force Fields', 'Fusion', 'Gravity Control', 'Hellfire Resistance', 'Holy Resistance', 'Illumination', 'Information Analysis', 'Life Manipulation', 'Light Control', 'Luck', 'Master Martial Artist', 'Matter Absorption', 'Melting', 'Metal Manipulation', 'Molecular Manipulation', 'Non-Physical Interaction', 'Omnilingualism', 'Pain Manipulation', 'Paralysis', 'Physics Manipulation', 'Pocket Dimensions', 'Power Bestowal', 'Power Mimicry', 'Power Mimicry Immunity', 'Power Nullifier', 'Power Sense', 'Precognition', 'Projection', 'Radiation Immunity', 'Shadow Manipulation', 'Size Changing', 'Sleep Manipulation', 'Spatial Awareness', 'Spatial Communication', 'Spatial Manipulation', 'Stands', 'Swordsmanship', 'Unholy Resistance', 'Vision - Heat', 'Vision - Night', 'Vision - Telescopic', 'Weapons Master', 'Weather Control', 'Willpower Inducement', 'Willpower Manipulation', 'Cosmic Awareness', 'Creation', 'Necromancy', 'Weapon Creation', 'Wishing']",,,,Bad,Earth-616 - Prime Marvel Universe,Other,-,-,-,-
4,King Louie (2016),/king-louie-2016/10-34849/,,0,0,0,0,0,0,,,,,,,,-,-,,
5,King Mickey,/king-mickey/10-25998/,Mickey,0,0,0,0,0,0,,,,,,Kingdom Hearts - Kingdom Hearts Universe,,-,-,,
6,King Midas,/king-midas/10-16111/,,0,0,0,0,0,0,,,,,,,,-,-,,
7,King Miraz,/king-miraz/10-32118/,Miraz,0,0,0,0,0,0,,,,,,Narnia - The Chronicles of Narnia,,-,-,,
8,King Mob,/king-mob/10-22220/,Gideon Starorzewski,0,0,0,0,0,0,,,,,,Vertigo - Vertigo Universe,,-,-,,
9,King Monkey,/king-monkey/10-39501/,Kim Derision,50,1,8,20,35,40,"['Acrobatics', 'Agility', 'Dexterity', 'Master Martial Artist', 'Power Nullifier', 'Reflexes', 'Stamina', 'Supernatural Condition', 'Weapon Summoning', 'Weapons Master', 'Animal Attributes', 'Endurance', 'Grappling/Climbing', 'Instinctive Reaction', 'Power Suit', 'Hunters Instinct', 'Ninjutsu']",,,,Good,Miracuverse - The Miraculous Tales of Ladybug and Chat Noir Universe,Male,-,-,Brown,Auburn
10,King Namor,/king-namor/10-42667/,Namor,0,0,0,0,0,0,,,,,,Earth-6706 - Marvel's Earth-6706,,-,-,,
11,King Neptune,/king-neptune/10-32443/,Neptune,0,0,0,0,0,0,,Neptune,,,Good,,Male,-,-,-,-
12,King Nereus,/king-nereus/10-19144/,,70,45,30,25,45,75,"['Dexterity', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Stamina', 'Underwater breathing', 'Weapons Master', 'Accelerated Healing', 'Agility', 'Cold Resistance', 'Energy Blasts', 'Fire Resistance', 'Toxin and Disease Resistance']",,,Aquaman,Neutral,DCEU - DC Extended Universe,Male,-,-,Blue,Blond
13,King Obould (Forgotten Realms),/king-obould-forgotten-realms/10-34363/,Obould Many Arrows,80,20,25,90,75,100,"['Agility', 'Berserk Mode', 'Bloodlust', 'Jump', 'Longevity', 'Master Martial Artist', 'Master Tactician', 'Peak Human Condition', 'Super Strength', 'Swordsmanship', 'Weapons Master', 'Divinity']",,,,Bad,,Male,"190 cm • 6'2.8""",-,-,-
14,King Of Darkness,/king-of-darkness/10-11463/,The Dark,0,0,0,0,0,0,,,,,,,,-,-,,
15,King Of Diamonds,/king-of-diamonds/10-25043/,,0,0,0,0,0,0,,,,,,Prime Earth - Prime DC Comics Universe,,-,-,,
16,King Of Petals,/king-of-petals/10-42434/,Oleander Sorrel,0,0,0,0,0,0,,,,,,Prime Earth - Prime DC Comics Universe,,-,-,,
17,King Of Tears,/king-of-tears/10-15868/,,0,0,0,0,0,0,,,,,,Prime Earth - Prime DC Comics Universe,,-,-,,
18,King Of The Dead,/king-of-the-dead/10-13920/,,0,0,0,0,0,0,,,,,,,,-,-,,
19,King Randor,/king-randor/10-24304/,Randor,0,0,0,0,0,0,,,,,,MotU - Masters Of The Universe,,-,-,,
20,King RedEye,/king-redeye/10-45182/,,50,55,20,35,35,20,,,,,,SF - Star Fox Universe,,-,-,,
21,King Rugga,/king-rugga/10-27221/,Rugga,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
22,King Scimitar,/king-scimitar/10-39690/,,0,0,0,0,0,0,,,,,,Prime Earth - Prime DC Comics Universe,,-,-,,
