,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,full name,place of birth,first appearance,alignment,universe,gender,height,weight,eye color,hair color
0,Cosmic Superman,/cosmic-superman/10-25740/,Kal-El,95,100,100,100,100,90,"['Accelerated Development', 'Accelerated Healing', 'Adaptation', 'Agility', 'Anti-Gravity', 'Astral Projection', 'Aura', 'Black Hole Manipulation', 'Bullet Time', 'Chi Manipulation', 'Clairvoyance', 'Cold Resistance', 'Dimensional Awareness', 'Dimensional Travel', 'Durability', 'Electricity Resistance', 'Element Control', 'Empathy', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Embodiment', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Thievery', 'Enhanced Touch', 'Existence Erasure Resistance', 'Fire Control', 'Fire Resistance', 'Flight', 'Force Fields', 'Heat Generation', 'Heat Resistance', 'Immortality', 'Indomitable Will', 'Intelligence', 'Invulnerability', 'Jump', 'Levitation', 'Marksmanship', 'Matter Absorption', 'Matter Manipulation', 'Psionic Powers', 'Radiation Absorption', 'Radiation Control', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Resurrection', 'Sealing', 'Self-Sustenance', 'Spaceflight', 'Stamina', 'Statistics Amplification', 'Status Effect Inducement', 'Super Breath', 'Super Speed', 'Super Strength', 'Supernatural Condition', 'Time Manipulation Resistance', 'Time Travel', 'Toxin and Disease Resistance', 'Underwater breathing', 'Vision - Cryo', 'Vision - Heat', 'Vision - Infrared', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - Thermal', 'Vision - X-Ray', 'Acrobatics', 'Afterimage Creation', 'Attack Reflection', 'Berserk Mode', 'Bloodlust', 'Creation', 'Energy Armor', 'Fate Manipulation', 'Gravity Control', 'Hellfire Resistance', 'Hope Inducement', 'Illusions', 'Intangibility', 'Interstellar Travel', 'Life Manipulation', 'Magic Resistance', 'Master Martial Artist', 'Master Tactician', 'Mind Control', 'Mind Control Resistance', 'Omnilingualism', 'Portal Creation', 'Possession Resistance', 'Power Augmentation', 'Precognition', 'Projection', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Time Manipulation', 'Vibration Manipulation', 'Vitakinesis', 'Void Manipulation', 'Weapon Creation', 'Weapons Master', 'Weather Control', 'Wind Control', 'Size Changing']",,Krypton,Superman Fantastic Four #1,Good,,Male,"191 cm • 6'3.2""",107 kg • 235.89 lbs,Blue,Black
1,Cosmo,/cosmo/10-28192/,Cosmo,30,1,20,100,90,10,"['Dimension Storage', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Magic', 'Omnifabrication', 'Reality Warping', 'Time Manipulation', 'Toon Force', 'Wishing', 'Broadway Force', 'Curse Manipulation', 'Energy Resistance', 'Flight', 'Force Fields', 'Immortality', 'Interstellar Travel', 'Laser Manipulation', 'Molecular Combustion', 'Molecular Immobilization', 'Molecular Manipulation', 'Pocket Dimensions', 'Portal Creation', 'Power Bestowal', 'Self-Sustenance', 'Shapeshifting', 'Spaceflight', 'Time Travel', 'Existence Erasure', 'Plot Manipulation', 'Zenith']",Cosmo Cosma,fairy world,,Good,F.O.P - Fairly Odd Parents Universe,Male,-,-,Green,Green
2,Cosmo,/cosmo/10-37584/,,0,0,0,0,0,0,,,,Chainsaw Man Chapter 54,Good,Chainsaw Man - Chainsaw Man,Female,-,-,-,-
3,Cosmo,/cosmo/10-38453/,,0,0,0,0,0,0,,,,,,JCA - Jackie Chan Adventures,,-,-,,
4,Cosmo,/cosmo/10-40054/,Cosmo,60,1,6,5,30,10,"['Banish', 'Emotional Power Up', 'Intelligence', 'Non-Physical Interaction', 'Space Survivability', 'Agility', 'Blessed', 'Cold Resistance', 'Creation', 'Dimensional Travel', 'Durability Negation', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Flight', 'Illusion Resistance', 'Interstellar Travel', 'Levitation', 'Plant Control', 'Soul Resistance', 'Spaceflight', 'Spatial Awareness', 'Spatial Communication', 'Telepathy Resistance', 'Acrobatics', 'Immortality Negation', 'Toxin and Disease Resistance', 'Vitakinesis']",,,Sonic x,Good,Sonic,Female,-,-,-,-
5,Cosmo Racer,/cosmo-racer/10-27157/,,0,0,0,0,0,0,,,,,,,,-,-,,
6,Cosmo The Spacedog,/cosmo-the-spacedog/10-12268/,Cosmo,70,5,25,20,70,20,"['Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Force Fields', 'Intelligence', 'Psionic Powers', 'Radiation Immunity', 'Telekinesis', 'Berserk Mode', 'Camouflage', 'Cold Resistance', 'Danger Sense', 'Energy Blasts', 'Energy Constructs', 'Enhanced Touch', 'Fear Inducement', 'Fear Manipulation', 'Fire Resistance', 'Gravity Control', 'Heat Resistance', 'Illusions', 'Invisibility', 'Longevity', 'Memory Manipulation', 'Mind Control', 'Mind Control Resistance', 'Mind Transfer', 'Paralysis', 'Power Sense', 'Telepathy', 'Telepathy Resistance', 'Toxin and Disease Resistance']",Cosmo,Soviet Russia,Nova vol. 4 #8,Good,Earth-616 - Prime Marvel Universe,Male,"58.4 cm • 1'11""",31.8 kg • 70.11 lbs,Brown,Yellow
7,Cosmoem,/cosmoem/10-24220/,Cosmoem,0,0,0,0,0,0,,,,,,Pokemon - Pokemon,,-,-,,
8,Cosmog,/cosmog/10-24219/,Cosmog,0,0,0,0,0,0,,,,,,Pokemon - Pokemon,,-,-,,
9,Cosmonaut (EDF5),/cosmonaut-edf5/10-39062/,,70,50,17,25,30,40,"['Power Suit', 'Weapon-based Powers', 'Accelerated Healing', 'Animal Control', 'Cold Resistance', 'Dexterity', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Enhanced Sight', 'Explosion Manipulation', 'Fire Control', 'Heat Resistance', 'Large Size', 'Laser Manipulation', 'Longevity', 'Marksmanship', 'Mechanical Aptitude', 'Plasma Manipulation', 'Radar Sense', 'Regeneration', 'Self-Sustenance', 'Agility', 'Damage Reduction', 'Electricity Resistance', 'Energy Resistance', 'Fire Resistance', 'Jump', 'Master Tactician', 'Pain Suppression', 'Radiation Immunity', 'Reflexes', 'Teleportation', 'Toxin and Disease Resistance', 'Weapons Master']",,,,Bad,EDF - Earth Defense Force Universe,-,"10.67 m • 35'0""",-,Black,No Hair
10,Cosmonut,/cosmonut/10-21265/,,0,0,0,0,0,0,,,,,,,,-,-,,
11,Cosmos,/cosmos/10-49763/,,0,0,0,0,0,0,,,,,,,,-,-,,
12,Costache,/costache/10-37450/,,0,0,0,0,0,0,,,,,,Deus Ex - Deus Ex Universe,,-,-,,
13,Cottonmouth,/cottonmouth/10-10452/,Burchell Clemens,60,30,25,15,20,9,"['Acrobatics', 'Agility', 'Dig', 'Natural Weapons']",Burchell Clemens,,"Captain America #310 (October, 1985)",Bad,Earth-616 - Prime Marvel Universe,Male,"182.9 cm • 6'0""",99.8 kg • 220.02 lbs,Brown,Black
14,Cougar,/cougar/10-20760/,Daniel Tsuchida,0,0,0,0,0,0,,,,,,,,-,-,,
15,Counsel Darkholme,/counsel-darkholme/10-34085/,Raven Darkholme,0,0,0,0,0,0,,,,,,Earth-90214 - Marvel Noir,,-,-,,
16,Count Ambrosio,/count-ambrosio/10-42040/,,0,0,0,0,0,0,,,,,,Vertigo - Vertigo Universe,,-,-,,
17,Count Blitz Enders,/count-blitz-enders/10-34818/,,0,0,0,0,0,0,,,,,,Moriarty The Patriot - Moriarty The Patriot,,-,-,,
18,Count Braujou,/count-braujou/10-37201/,,0,0,0,0,0,0,,,,,,VHD - Vampire Hunter D Manga Series,,-,-,,
19,Count Brueghel,/count-brueghel/10-37205/,,0,0,0,0,0,0,,,,,,VHD - Vampire Hunter D Manga Series,,-,-,,
20,Count Control (Extrańo),/count-control-extrao/10-21815/,Gregorio De La Vega,0,0,0,0,0,0,,,,,,,,-,-,,
21,Count Dooku,/count-dooku/10-10457/,Darth Tyrannus,90,25,75,45,75,100,"['Acrobatics', 'Agility', 'Bloodlust', 'Chi Manipulation', 'Clairvoyance', 'Cloaking', 'Cold Resistance', 'Danger Sense', 'Darkforce Manipulation', 'Durability', 'Electricity Absorption', 'Electrokinesis', 'Element Control', 'Emotional Power Up', 'Energy Absorption', 'Energy Beams', 'Fear Inducement', 'Force Fields', 'Force Speed', 'Heat Resistance', 'Illusions', 'Insanity', 'Intelligence', 'Jump', 'Levitation', 'Light Control', 'Magic Resistance', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Matter Manipulation', 'Memory Manipulation', 'Mind Control', 'Mind Control Resistance', 'Non-Physical Interaction', 'Peak Human Condition', 'Postcognition', 'Power Sense', 'Power Suit', 'Precognition', 'Psionic Powers', 'Psychometry', 'Rage Power', 'Reflexes', 'Spatial Awareness', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Technopath/Cyberpath', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Terrakinesis', 'The Force', 'Vitakinesis', 'Weapons Master', 'Accelerated Healing', 'Animal Control', 'Electricity Resistance', 'Endurance', 'Energy Blasts', 'Longevity', 'Power Nullifier', 'Social Influencing', 'Soul Resistance', 'Toxin and Disease Resistance', 'Water Control', 'Weather Control', 'Fire Resistance', 'Vehicular Mastery', 'Wind Control']",Darth Tyrannus,Serenno,Star Wars: Attack of the Clones,Bad,Star Wars - Star Wars Universe,Male,-,-,Brown,White
22,Count Dooku,/count-dooku/10-25400/,Dooku,50,10,5,10,55,60,"['The Force', 'Weapons Master', 'Agility', 'Attack Reflection', 'Jump', 'Telekinesis', 'Energy Blasts', 'Weather Control']",,,,,LEGO Star Wars - Lego Star Wars Universe,,-,-,,
23,Count Dracula,/count-dracula/10-23599/,Dracula,65,25,25,30,55,80,"['Accelerated Healing', 'Agility', 'Durability', 'Stamina', 'Super Speed', 'Super Strength', 'Animal Attributes', 'Animal Control', 'Berserk Mode', 'Cold Resistance', 'Dexterity', 'Element Control', 'Endurance', 'Enhanced Sight', 'Enhanced Smell', 'Flight', 'Immortality', 'Longevity', 'Natural Weapons', 'Reflexes', 'Shapeshifting', 'Telepathy', 'Toxin and Disease Resistance', 'Transformation', 'Wallcrawling', 'Weapons Master', 'Invulnerability']",,,Van Helsing (2004),Bad,Van Helsing - Van Helsing 2004,Male,-,-,-,-
24,Count Dracula,/count-dracula/10-24227/,Dracula,55,25,25,25,50,45,"['Agility', 'Cold Resistance', 'Reflexes', 'Super Speed', 'Super Strength', 'Berserk Mode', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Smell', 'Fire Resistance', 'Heat Resistance', 'Accelerated Healing', 'Animal Attributes', 'Animal Control', 'Animal Oriented Powers', 'Enhanced Sight', 'Flight', 'Hypnokinesis', 'Invulnerability', 'Mind Control Resistance', 'Regeneration', 'Toxin and Disease Control', 'Underwater breathing']",,,,Good,Hotel Transylvania,Male,-,-,-,-
25,Count Dracula,/count-dracula/10-28313/,Dracula,0,0,0,0,0,0,,,,,Bad,DCAU - DC Animated Universe,Male,-,-,Blue,Black
26,Count Dracula (Bram Stoker’s Dracula),/count-dracula-bram-stokers-dracula/10-50056/,Vlad Dracula,0,0,0,0,0,0,,,,,,,,-,-,,
27,Count Duckula,/count-duckula/10-19545/,,0,0,0,0,0,0,,,,,,CD - Count Duckula,,-,-,,
