,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,full name,place of birth,first appearance,alignment,universe,gender,height,weight,eye color,hair color
0,Kaldor Draigo,/kaldor-draigo/10-18210/,Kaldor Draigo,0,0,0,0,0,0,,,,,,,,-,-,,
1,Kale,/kale/10-14850/,Kale,55,100,80,85,60,80,"['Accelerated Development', 'Acrobatics', 'Agility', 'Awakened Power', 'Berserk Mode', 'Bullet Time', 'Chi Manipulation', 'Danmaku', 'Dexterity', 'Durability', 'Emotional Power Up', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Enhanced Thievery', 'Flight', 'Heat Generation', 'Heat Resistance', 'Indomitable Will', 'Jump', 'Latent Abilities', 'Peak Human Condition', 'Rage Power', 'Reactive Evolution', 'Reactive Power Level', 'Stamina', 'Super Speed', 'Super Strength', 'Vaporising Beams', 'Accelerated Healing', 'Adaptation', 'Aura', 'Clairvoyance', 'Clairvoyance Resistance', 'Cold Resistance', 'Endurance', 'Energy Absorption', 'Enhanced Condition', 'Fire Resistance', 'Invulnerability', 'Light Control', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Power Sense', 'Radar Sense', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Seismic Power', 'Shockwaves Generation', 'Transformation', 'Weather Control', 'Wind Control', 'Enhanced Hearing', 'Enhanced Sight', 'Enhanced Smell']",Kale,Universe 6,"Dragon Ball Super: Volume 6, Chapter 32 (January 20, 2018)",Neutral,DB - Dragon Ball Verse,Female,-,-,Black,Black
2,Kale (Legendary Super Saiyan),/kale-legendary-super-saiyan/10-24283/,Kale,60,100,75,100,100,100,"['Accelerated Healing', 'Acrobatics', 'Attack Negation', 'Attack Reflection', 'Aura', 'Berserk Mode', 'Damage Boost', 'Danger Sense', 'Durability', 'Emotional Power Up', 'Endurance', 'Energy Absorption', 'Energy Manipulation', 'Enhanced Hearing', 'Fire Resistance', 'Flight', 'Force Fields', 'Indomitable Will', 'Insanity', 'Intelligence', 'Jump', 'Longevity', 'Master Martial Artist', 'Mind Control Resistance', 'Photographic Reflexes', 'Power Nullifier', 'Rage Power', 'Regeneration', 'Stamina', 'Super Breath', 'Super Speed', 'Super Strength', 'Telepathy Resistance', 'Godly Physiology', 'Invulnerability', 'Power Sense', 'Transformation']",,,,,DB - Dragon Ball Verse,,-,-,,
3,Kale (Manga),/kale-manga/10-15578/,Kale,0,0,0,0,0,0,,,,,,DB - Dragon Ball Verse,,-,-,,
4,Kaleb Westphall,/kaleb-westphall/10-43623/,,0,0,0,0,0,0,,,,,,VD - Vampire Diaries,,-,-,,
5,Kalecgos,/kalecgos/10-14735/,,0,0,0,0,0,0,,,,,,Warcraft - Warcraft,,-,-,,
6,Kaleidoscope,/kaleidoscope/10-34281/,,0,0,0,0,0,0,,,,,,Prime Earth - Prime DC Comics Universe,,-,-,,
7,Kalen,/kalen/10-27173/,,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
8,Kali,/kali/10-14196/,,0,0,0,0,0,0,,,,,,,,-,-,,
9,Kali,/kali/10-30304/,Kali,0,0,0,0,0,0,,,,,,Prime Earth - Prime DC Comics Universe,,-,-,,
10,Kali,/kali/10-49396/,,0,0,0,0,0,0,,,,,,Supernatural - Supernatural Series Universe,,-,-,,
11,Kalibak,/kalibak/10-10658/,Kalibak,60,100,80,100,80,80,"['Accelerated Healing', 'Agility', 'Berserk Mode', 'Cold Resistance', 'Durability', 'Heat Resistance', 'Jump', 'Omega Effect', 'Reflexes', 'Self-Sustenance', 'Stamina', 'Super Speed', 'Super Strength', 'Dexterity', 'Energy Beams', 'Fire Resistance', 'Flight', 'Godly Physiology', 'Immortality', 'Interstellar Travel', 'Invulnerability', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Portal Creation', 'Vibration Manipulation', 'Weapons Master', 'Fate Resistance']",Kalibak,Apokolips,The New Gods #1,Bad,Prime Earth - Prime DC Comics Universe,Male,"236.2 cm • 7'9""",367.4 kg • 809.98 lbs,Red,Black
12,Kalibak,/kalibak/10-23194/,,0,0,0,0,0,0,,,,,,DCAU - DC Animated Universe,,-,-,,
13,Kalibak,/kalibak/10-35662/,,0,0,0,0,0,0,,,,,,Earth-1198 - Dark Side,,-,-,,
14,Kalibak,/kalibak/10-47364/,,0,0,0,0,0,0,,,,,,Injustice - Injustice (2013-2017 Games and Comics),,-,-,,
15,Kalibak,/kalibak/10-49325/,,0,0,0,0,0,0,,,,,,Young Justice - Young Justice (2010- TV Series),,-,-,,
16,Kalibak,/kalibak/10-49792/,,0,0,0,0,0,0,,,,,,New 52 - New 52,,-,-,,
17,Kalibak (Servant Of Darkness),/kalibak-servant-of-darkness/10-25939/,Kalibak,0,0,0,0,0,0,,,,,-,Pre-Crisis - Pre Crisis on Infinite Earths,-,-,-,-,-
18,Kaliber,/kaliber/10-31403/,,0,0,0,0,0,0,,,,,Neutral,Prime Earth - Prime DC Comics Universe,Male,-,-,White,Red
19,Kalifa,/kalifa/10-29740/,Kalifa,0,0,0,0,0,0,,,,Manga: One Piece (Chapter #323),Bad,OP - One Piece Verse,Female,"185 cm • 6'0.8""",-,Blue,Blond
20,Kalim,/kalim/10-31101/,,0,0,0,0,0,0,,,,,Neutral,Shaman King - Shaman King,Male,-,-,Black,Black
21,Kalin Kessler,/kalin-kessler/10-47748/,Kalin Kessler,60,1,1,1,40,60,"['Dark Arts', 'Intelligence', 'Peak Human Condition', 'Sealing', 'Social Influencing', 'Summoning', 'Acausality']",,,Yu-Gi-Oh! 5D's episode 27:,Good,Yu-Gi-Oh! - Yu-Gi-Oh!,Male,-,-,Yellow / Green,Silver
22,Kaliska,/kaliska/10-32076/,,0,0,0,0,0,0,,,,,,Star Wars - Star Wars Universe,,-,-,,
