,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Power Woman,/power-woman/10-10041/,Jessica Campbell Jones Cage,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,Jessica Campbell Jones Cage,,,Good,Female,-,-,,
1,Power Woman,/power-woman/10-31323/,Kara Zor-L,0,0,0,0,0,0,,Earth-22 - Kingdom Come,,,,,,-,-,,
2,Powerboy,/powerboy/10-18864/,,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,Apokolips,Teen Titans Vol 3 #38,Good,Male,"188 cm • 6'2""",99.8 kg • 220.02 lbs,Blue,Black
3,Powergirl,/powergirl/10-42163/,May,0,0,0,0,0,0,,Earth-9 - Tangent universe,,,,,,-,-,,
4,Powerhouse,/powerhouse/10-31581/,Rieg Davan,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
5,Powerpax,/powerpax/10-10251/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
6,Powerplex,/powerplex/10-32353/,Scott Duvall,70,10,25,35,40,50,"['Durability', 'Electricity Absorption', 'Electrokinesis', 'Energy Absorption', 'Heat Generation', 'Intelligence', 'Peak Human Condition', 'Radiation Absorption', 'Super Speed', 'Super Strength', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Bloodlust', 'Dexterity', 'Emotional Power Up', 'Energy Blasts', 'Flight', 'Invulnerability', 'Jump', 'Latent Abilities', 'Power Suit', 'Rage Power', 'Reflexes']",Invincible,,,,Bad,Male,-,-,Green,Blond
7,Powertool,/powertool/10-10724/,,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
8,Pozhar,/pozhar/10-39947/,Mikhail Arkadin,0,0,0,0,0,0,,New 52 - New 52,,,,,,-,-,,
9,Praeter,/praeter/10-10228/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
