,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Lost Silver,/lost-silver/10-29606/,Gold,50,1,30,100,70,100,"['Death Manipulation', 'Immortality', 'Sealing', 'Statistics Amplification', 'Existence Erasure', 'Levitation', 'Non-Corporeal', 'Reality Warping', 'Soul Manipulation', 'Status Effect Inducement', 'Teleportation']",Creepypasta - Creepypasta verse,,,,-,-,-,-,-,-
1,Lot,/lot/10-36314/,,0,0,0,0,0,0,,GOH - God of Highschool,,,,,,-,-,,
2,Lothric & Lorian,/lothric-lorian/10-15217/,,0,0,0,0,0,0,,,,,,,,-,-,,
3,Lotion The Cat,/lotion-the-cat/10-25846/,Lotion,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
4,Lotton The Wizard,/lotton-the-wizard/10-34855/,,0,0,0,0,0,0,,Black Lagoon - Black Lagoon Universe,,,,,,-,-,,
5,Lotus Reichhart,/lotus-reichhart/10-23218/,Lotus Reichhart,0,0,0,0,0,0,,,,,,Good,Male,-,-,-,-
6,Lou Bloom,/lou-bloom/10-28879/,,0,0,0,0,0,0,,,,,,,,-,-,,
7,Lou Ferigno,/lou-ferigno/10-17797/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
8,Lou Miller,/lou-miller/10-36714/,,0,0,0,0,0,0,,Ocean's 11 - Ocean's Eleven,,,,,,-,-,,
9,Lou Palone,/lou-palone/10-40689/,Lou Palone,55,1,6,5,0,10,['Intelligence'],Chuck - Chuck,Lou Palone,,Chuck Versus the Truth (S1E8),Good,Female,-,-,Brown,Brown
10,Louie,/louie/10-39222/,,0,0,0,0,0,0,,,,,,Good,Male,-,-,Black,-
11,Louie The Lilac,/louie-the-lilac/10-26494/,,0,0,0,0,0,0,,B66TV - Batman (1966 TV Series),,,,,,-,-,,
12,Louis Alexander Eluka,/louis-alexander-eluka/10-42180/,,0,0,0,0,0,0,,Freezing - Freezing,,,,,,-,-,,
13,Louis De Pointe Du Lac,/louis-de-pointe-du-lac/10-36282/,,0,0,0,0,0,0,,IWTV - Interview With The Vampire,,,,Bad,Male,-,-,Green,Brown / Black
14,Louis Gallois,/louis-gallois/10-37473/,,0,0,0,0,0,0,,Deus Ex - Deus Ex Universe,,,,,,-,-,,
