,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Yumemi Yumemite,/yumemi-yumemite/10-36455/,,0,0,0,0,0,0,,Kakegurui,,,,,,-,-,,
1,Yumi,/yumi/10-43282/,,0,0,0,0,0,0,,Senran Kagura - Senran Kagura,,,,,,-,-,,
2,Yumi,/yumi/10-38948/,,0,0,0,0,0,0,,Hell Girl,,,,,,-,-,,
3,Yumi,/yumi/10-43097/,,0,0,0,0,0,0,,Senran Kagura - Senran Kagura,,,,,,-,-,,
4,Yumi Komagata,/yumi-komagata/10-31941/,,0,0,0,0,0,0,,RKFS - Rurouni Kenshin Film Series,,,,,,-,-,,
5,Yumi Totobami,/yumi-totobami/10-36454/,,0,0,0,0,0,0,,Kakegurui,,,,,,-,-,,
6,Yumi Yoshizawa,/yumi-yoshizawa/10-33289/,,0,0,0,0,0,0,,Sun-Ken Rock,,,,,,-,-,,
7,Yumichika,/yumichika/10-25505/,Yumichika Ayasegawa,50,100,30,40,19,55,"['Energy Absorption', 'Energy Manipulation', 'Extrasensory Perception', 'Flight', 'Invisibility', 'Longevity', 'Non-Physical Interaction', 'Soul Manipulation', 'Soul Resistance', 'Weapons Master', 'Aura', 'Dimensional Travel']",Bleach - Bleach,,,Manga: Chapter #85,Good,Male,"169 cm • 5'6.5""",59 kg • 130.07 lbs,Purple,Black
8,Yumika Wada,/yumika-wada/10-36453/,,0,0,0,0,0,0,,Kakegurui,,,,,,-,-,,
9,Yumiko Takagi,/yumiko-takagi/10-33754/,Yumiko Tagaki,0,0,0,0,0,0,,Hellsing,,,,,,-,-,,
10,Yumin Yoshizawa,/yumin-yoshizawa/10-43915/,,0,0,0,0,0,0,,Sun-Ken Rock,,,,Good,Female,-,-,Brown,Black
11,Yumyulack,/yumyulack/10-23530/,,0,0,0,0,0,0,,Solar Opposites,,,,Neutral,Male,-,-,-,No Hair
12,Yun,/yun/10-11059/,,0,0,0,0,0,0,,Street Fighter,,,,,,-,-,,
13,Yun Jin,/yun-jin/10-50298/,Yun Jin,0,0,0,0,0,0,,Genshin Impact - Genshin Impact Universe,,,,Good,Female,-,-,Red,Black
14,Yun-Jin Lee,/yun-jin-lee/10-39897/,,0,0,0,0,0,0,,Dead By Daylight,,,,,,-,-,,
15,Yun-Yuuzhan,/yun-yuuzhan/10-31645/,,0,0,0,0,0,0,,SWL - Star Wars: Legends Multiverse,,,,,,-,-,,
16,Yuna,/yuna/10-27597/,Yuna,0,0,0,0,0,0,,FF X - Final Fantasy X,,,Final Fantasy X,Good,Female,"160 cm • 5'3""",-,Green / Blue,Brown
17,Yuna,/yuna/10-37324/,,0,0,0,0,0,0,,Ghost Of Tsushima,,,Ghost of tsushima,Good,Female,-,-,Brown,Black
18,Yunan,/yunan/10-26354/,,0,0,0,0,0,0,,Magi - Magi,,,Manga: Magi - Chapter #144,Good,Male,"175 cm • 5'8.9""",64 kg • 141.1 lbs,Blue,Blond
19,Yuno,/yuno/10-35205/,Yuno Grinberryall,60,55,70,60,80,75,"['Accelerated Development', 'Agility', 'Blessed', 'Changing Armor', 'Creation', 'Danmaku', 'Energy Armor', 'Extrasensory Perception', 'Flight', 'Luck', 'Magic', 'Peak Human Condition', 'Projection', 'Statistics Amplification', 'Super Speed', 'Weapon Creation', 'Wind Control', 'Acrobatics', 'Afterimage Creation', 'Awakened Power', 'Energy Constructs', 'Fusion', 'Instinctive Reaction', 'Magic Absorption', 'Mind Control Resistance', 'Non-Physical Interaction', 'Photographic Reflexes', 'Physical Anomaly', 'Reflexes', 'Spatial Manipulation', 'Spirit Control', 'Supernatural Condition', 'Symbiote Costume', 'Transformation', 'Vortex Creation', 'Weather Control', 'Attack Negation', 'Deconstruction', 'Fate Manipulation']",BC - Black Clover,Yuno Grinberryall,Spade Kingdom,Black Clover Manga Chapter 1,Good,Male,"172 cm • 5'7.7""",-,Amber,Black
