,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Callie Mystic,/callie-mystic/10-35052/,,0,0,0,0,0,0,,Galactik Football,,,,,,-,-,,
1,Calliope (Muse of epic poetry),/calliope-muse-of-epic-poetry/10-32521/,Calliope,0,0,0,0,0,0,,Vertigo - Vertigo Universe,,,"The Sandman #17, Dream Country #1",Good,Female,-,-,Blue,Blond
2,Callis,/callis/10-37195/,,0,0,0,0,0,0,,VHD - Vampire Hunter D Manga Series,,,,,,-,-,,
3,Callisto,/callisto/10-271/,Callisto,65,15,20,20,35,95,"['Agility', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Taste', 'Enhanced Touch', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Peak Human Condition', 'Stamina', 'Stealth', 'Weapons Master', 'Accelerated Healing', 'Acrobatics', 'Cold Resistance', 'Dexterity', 'Disguise Mastery', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Heat Resistance', 'Jump', 'Longevity', 'Pain Suppression', 'Reflexes', 'Regeneration', 'Swordsmanship', 'Toxin and Disease Resistance', 'Vehicular Mastery', 'Vision - Night']",Earth-616 - Prime Marvel Universe,Callisto,Missouri,X-MEN (first series) #169,Bad,Female,"175.3 cm • 5'9""",74.8 kg • 164.91 lbs,Blue,Black
4,Callisto,/callisto/10-20978/,,0,0,0,0,0,0,,,,,Xena: Warrior Princess vs Callisto,Good,Female,-,-,-,Blond
5,Callisto,/callisto/10-24641/,,60,1,25,10,50,50,"['Stamina', 'Acrobatics', 'Agility', 'Dexterity', 'Enhanced Condition', 'Power Sense', 'Radar Sense', 'Reflexes']",EMCU - Extended Marvel Cinematic Universe (2000-2019 Movies),,,,Bad,Female,-,-,-,-
6,Callisto,/callisto/10-31480/,Callisto,0,0,0,0,0,0,,GoW - God of War,,,God of war 2,-,Female,-,-,-,-
7,Callous,/callous/10-38836/,,0,0,0,0,0,0,,Bakugan,,,,,,-,-,,
8,Callum,/callum/10-25813/,Callum,0,0,0,0,0,0,,F:TWS - Fate: The Winx Saga,,,,,,-,-,,
9,Callum,/callum/10-29341/,,55,1,6,10,50,25,"['Ability Shift', 'Empathy', 'Flight', 'Indomitable Will', 'Reflexes', 'Willpower Inducement', 'Wind Control', 'Wing Manifestation', 'Agility', 'Dark Arts', 'Dark Magic', 'Disguise Mastery', 'Electrokinesis', 'Information Analysis', 'Magic']",DPU - Dragon Prince Universe,,Katolis,,Good,Male,"167.6 cm • 5'6""",-,Brown,Brown
10,Callus The Void,/callus-the-void/10-22284/,Callus,100,100,100,90,95,50,"['Accelerated Healing', 'Cold Resistance', 'Cosmic Awareness', 'Dimensional Travel', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Immortality', 'Intelligence', 'Interstellar Travel', 'Natural Armor', 'Psionic Powers', 'Reflexes', 'Self-Sustenance', 'Stamina', 'Super Speed', 'Super Strength', 'Teleportation', 'Toxin and Disease Resistance', 'Agility', 'Clairvoyance', 'Creation', 'Dexterity', 'Electrokinesis', 'Element Control', 'Energy Absorption', 'Energy Constructs', 'Energy Manipulation', 'Heat Generation', 'Hypnokinesis', 'Illumination', 'Invulnerability', 'Jump', 'Life Manipulation', 'Matter Manipulation', 'Molecular Manipulation', 'Natural Weapons', 'Omnilingualism', 'Power Augmentation', 'Reality Warping', 'Regeneration', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Aura', 'Dimension Storage', 'Illusions', 'Mind Control', 'Mind Control Resistance', 'Power Bestowal', 'Wishing']",,,,"Avengers Vol 8 #1 (July, 2018)",Bad,Male,-,-,Yellow,No Hair
11,Calmaramon,/calmaramon/10-49881/,Ranamon,50,70,25,45,60,55,"['Acid Manipulation', 'Acid Resistants', 'Acidic Spit', 'Amphibious Respiration', 'Animal Attributes', 'Fire Resistance', 'Jump', 'Substance Secretion', 'Water Control', 'Accelerated Healing', 'Berserk Mode', 'Cold Resistance', 'Corruption', 'Elasticity', 'Emotional Power Up', 'Endurance', 'Energy Resistance', 'Enhanced Sight', 'Extrasensory Perception', 'Heat Resistance', 'Large Size', 'Multiple Limbs', 'Natural Weapons', 'Reactive Power Level', 'Reflexes', 'Tentacles', 'Toxin and Disease Resistance', 'Transformation', 'Vision - Night', 'Damage Boost', 'Damage Reduction', 'Data Manipulation', 'Dig', 'Electricity Resistance', 'Enhanced Taste', 'Flight', 'Melting', 'Natural Armor', 'Paralysis', 'Power Absorption', 'Power Sense', 'Rage Power', 'Status Effect Inducement', 'Surface Scaling', 'Vortex Creation']",Digimon - Digimon,,,Digimon Frontier E15: Beastie Girl,Bad,Female,-,-,Red,-
12,Calvin Candie,/calvin-candie/10-28868/,,0,0,0,0,0,0,,Tarantinoverse - Tarantinoverse,,,,,,-,-,,
13,Calvin Halderman,/calvin-halderman/10-26328/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
14,Calvin Morse,/calvin-morse/10-23084/,,0,0,0,0,0,0,,,,,,,,-,-,,
15,Calvin Tower,/calvin-tower/10-34470/,,0,0,0,0,0,0,,,,,,,,-,-,,
16,Calypso,/calypso/10-11236/,Calypso Ezili,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
17,Calypso,/calypso/10-16228/,Calypso,0,0,0,0,0,0,,,,,,,Female,"172.7 cm • 5'8""",54.4 kg • 119.93 lbs,Brown,Black
18,Calypso,/calypso/10-18029/,Calypso,0,0,0,0,0,0,,,,,,Good,Female,-,-,,
19,Calypso,/calypso/10-46287/,,0,0,0,0,0,0,,SPUMC - Sony Pictures Universe of Marvel Characters,,,,-,-,-,-,-,-
20,Calypso,/calypso/10-47515/,Mariah Crawford,0,0,0,0,0,0,,Earth-92131 - Marvel's 92niverse,,,,,,-,-,,
21,Camazotz,/camazotz/10-14166/,,0,0,0,0,0,0,,,,,,,,-,-,,
22,Camazotz,/camazotz/10-25060/,,0,0,0,0,0,0,,,,,,,,-,-,,
23,Camazotz,/camazotz/10-30165/,Titanus Camazotz,5,75,25,40,60,50,"['Animal Attributes', 'Animal Oriented Powers', 'Echolocation', 'Enhanced Hearing', 'Flight', 'Jaw Strength', 'Large Size', 'Longevity', 'Natural Armor', 'Natural Weapons', 'Radiation Immunity', 'Sonic Scream', 'Animal Control', 'Cold Resistance', 'Dexterity', 'Dig', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Enhanced Smell', 'Fear Inducement', 'Fire Resistance', 'Heat Resistance', 'Rage Power', 'Subterranean', 'Summoning', 'Toxin and Disease Resistance', 'Grappling/Climbing', 'Master Tactician', 'Multiple Limbs', 'Radar Sense', 'Radiation Absorption', 'Self-Sustenance', 'Status Effect Inducement', 'Weather Control']",MonsterVerse - MonsterVerse,,,Kingdom Kong,Bad,Male,"49.99 m • 163'12""",-,White / Red,Black
24,Cambria Banner,/cambria-banner/10-28265/,Cambria Banner,0,0,0,0,0,0,,Earth-21923 - Marvel's The Wastelands,,,,,,-,-,,
25,Camellia,/camellia/10-27004/,,0,0,0,0,0,0,,Wings Of Fire Universe,,,,,,-,-,,
26,Camellia,/camellia/10-27006/,,0,0,0,0,0,0,,Wings Of Fire Universe,,,,,,-,-,,
27,Cameron,/cameron/10-45113/,Cameron Pryde,0,0,0,0,0,0,,,,,,,,-,-,,
28,Cameron,/cameron/10-48545/,Cameron Phillips,0,0,0,0,0,0,,Terminator - Terminator,,,,Good,Female,-,-,-,-
29,Cameron,/cameron/10-48753/,,0,0,0,0,0,0,,Dead Space,,,,,,-,-,,
30,Cameron Chase,/cameron-chase/10-21269/,,0,0,0,0,0,0,,,,,Batwoman Vol 2,Neutral,Female,"165.1 cm • 5'5""",58.51 kg • 129 lbs,Green,Blond
31,Cameron Hicks,/cameron-hicks/10-1528/,,0,0,0,0,0,0,,,,,,Good,Male,-,-,,
32,Camery,/camery/10-36173/,,0,0,0,0,0,0,,Imaginary Friends - Foster's Home for Imaginary Friends,,,,,,-,-,,
33,Camie Utsushimi,/camie-utsushimi/10-28264/,Camie Utsushimi,45,5,7,10,30,10,['Illusions'],MHA - My Hero Academia,,Saitama Prefecture,Manga: My Hero Academia - Chapter #102,Good,Female,"161 cm • 5'3.4""",-,Brown,Strawberry Blond
34,Camilla,/camilla/10-38019/,Camilla Jordan,0,0,0,0,0,0,,,,,,,,-,-,,
35,Camilla,/camilla/10-47746/,,0,0,0,0,0,0,,Spy X Family,,,,,,-,-,,
