,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Sylvester Asimov,/sylvester-asimov/10-43130/,,0,0,0,0,0,0,,Terraformars - Terra Formars,,,,,,-,-,,
1,Sylvia Christel,/sylvia-christel/10-36764/,,0,0,0,0,0,0,,NMH - No More Heroes,,,,,,-,-,,
2,Sylvia Pittston,/sylvia-pittston/10-34529/,,0,0,0,0,0,0,,,,,,,,-,-,,
3,Sylvia Sherwood,/sylvia-sherwood/10-47735/,,0,0,0,0,0,0,,Spy X Family,,,Spy X Family Chapter 7,Good,Female,"173 cm • 5'8.1""",-,Blue,Strawberry Blond
4,Sylvia Trench,/sylvia-trench/10-38790/,,0,0,0,0,0,0,,James Bond - James Bond,,,,,,-,-,,
5,Sylvie D'Arqueness,/sylvie-darqueness/10-47498/,,0,0,0,0,0,0,,Earth-TRN758,,,,,,-,-,,
6,Sylvio Sawatari,/sylvio-sawatari/10-49110/,,60,1,6,5,10,60,"['Acrobatics', 'Fusion', 'Non-Physical Interaction', 'Power Nullifier', 'Soul Manipulation', 'Statistics Amplification', 'Statistics Reduction', 'Summoning']",Yu-Gi-Oh! - Yu-Gi-Oh!,,,"Yu-Gi-Oh! ARC-V episode 2: ""Swing into Action: Part 2""",Good,Male,-,-,Grey,Brown
7,Sym-bionic Titan,/sym-bionic-titan/10-19497/,,0,0,0,0,0,0,,,,,,,,-,-,,
8,Symbioid,/symbioid/10-42262/,,0,0,0,0,0,0,,Earth-15513 - Battlerealm,,,,,,-,-,,
9,Symbiote Black Cat,/symbiote-black-cat/10-12367/,Felicia Hardy,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,Neutral,Female,-,-,,
10,Symbiote Chiyou,/symbiote-chiyou/10-26231/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
11,Symbiote Dragon,/symbiote-dragon/10-28617/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
12,Symbiote Electro,/symbiote-electro/10-12668/,Maxwell Dillon,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
13,Symbiote Supreme,/symbiote-supreme/10-24730/,,80,45,50,90,100,80,"['Durability', 'Intelligence', 'Stamina', 'Super Speed', 'Super Strength', 'Symbiote Costume', 'Symbiotic Regeneration', 'Accelerated Healing', 'Agility', 'Antimatter Manipulation', 'Chaos Magic', 'Chaos Manipulation', 'Cold Resistance', 'Corruption Resistance', 'Danger Sense', 'Darkforce Manipulation', 'Durability Negation', 'Endurance', 'Energy Blasts', 'Energy Manipulation', 'Fear Inducement', 'Force Fields', 'Gravity Control', 'Higher Dimensional Manipulation', 'Illumination', 'Invulnerability', 'Magic', 'Magic Resistance', 'Master Tactician', 'Matter Manipulation', 'Molecular Dissipation', 'Omnilingualism', 'Phasing', 'Portal Creation', 'Possession Resistance', 'Probability Manipulation', 'Psionic Powers', 'Reality Warping', 'Reflexes', 'Regeneration', 'Shadow Manipulation', 'Shapeshifting', 'Size Changing', 'Spatial Awareness', 'Stealth', 'Super Breath', 'Telekinesis', 'Telepathy', 'Teleportation', 'Toxin and Disease Resistance', 'Void Manipulation', 'Vortex Creation', 'Web Creation', 'Ability Shift', 'Immortality']",MCOC - Marvel Contest of Champions,,,,,,-,-,,
14,Symbiote Vulture,/symbiote-vulture/10-12383/,Adrian Toomes,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
