,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,full name,place of birth,first appearance,alignment,universe,gender,height,weight,eye color,hair color
0,Colonel Shikishima,/colonel-shikishima/10-25775/,,0,0,0,0,0,0,,,,,,,,-,-,,
1,Colonel Spalko,/colonel-spalko/10-33591/,Irina Spalko,0,0,0,0,0,0,,,,,Bad,Indiana Jones - Indiana Jones,-,-,-,-,-
2,Colonel Stars And Stripes,/colonel-stars-and-stripes/10-12065/,Sal Bertolinni,0,0,0,0,0,0,,,,,,Kick-Ass - Kick-Ass,,-,-,,
3,Colonel Stars And Stripes,/colonel-stars-and-stripes/10-42945/,Sal Bertolinni,0,0,0,0,0,0,,,,,,Kick-Ass 2010 - Kick-Ass (2010-2013 movie),,-,-,,
4,Colonel Talnin,/colonel-talnin/10-33188/,Gert Talnin,0,0,0,0,0,0,,,,,,SWL - Star Wars: Legends Multiverse,,-,-,,
5,Colonel Teraud,/colonel-teraud/10-33187/,Bors Teraud,0,0,0,0,0,0,,,,,,SWL - Star Wars: Legends Multiverse,,-,-,,
6,Colonel Tigh,/colonel-tigh/10-29836/,Saul Tigh,0,0,0,0,0,0,,,,,,Battlestar Galactica,,-,-,,
7,Colonel Vogel,/colonel-vogel/10-33748/,Curt Johan Vogel,0,0,0,0,0,0,,,,,,,,-,-,,
8,Colonel Vogel,/colonel-vogel/10-33749/,Ernst Vogel,0,0,0,0,0,0,,,,,Bad,Indiana Jones - Indiana Jones,-,-,-,-,-
9,Colonel Von Beck,/colonel-von-beck/10-33747/,Albrecht Von Beck,0,0,0,0,0,0,,,,,Bad,Indiana Jones - Indiana Jones,-,-,-,-,-
10,Colonel Yularen,/colonel-yularen/10-27861/,Wullf Yularen,0,0,0,0,0,0,,,,,,Star Wars - Star Wars Universe,,-,-,,
11,Colony Queen Vesperidae,/colony-queen-vesperidae/10-48242/,Vesperidae,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
12,Color Kid,/color-kid/10-32512/,,0,0,0,0,0,0,,,,,,Prime Earth - Prime DC Comics Universe,,-,-,,
13,Colossal Boy,/colossal-boy/10-1182/,,0,0,0,0,0,0,,,,,Good,Prime Earth - Prime DC Comics Universe,Male,-,-,,
14,Colossal Titan,/colossal-titan/10-23294/,Bertolt Hoover,0,0,0,0,0,0,,,,"To You, in 2000 Years: The Fall of Shiganshina, Part 1",Bad,,-,"60 m • 196'10.2""",-,Brown,No Hair
15,Colossal Titan,/colossal-titan/10-23295/,Armin Arlert,70,75,25,40,50,50,"['Accelerated Healing', 'Cold Resistance', 'Durability', 'Endurance', 'Enhanced Sight', 'Enhanced Smell', 'Explosion Manipulation', 'Heat Generation', 'Heat Resistance', 'Indomitable Will', 'Intelligence', 'Invulnerability', 'Large Size', 'Master Tactician', 'Radiation Immunity', 'Regeneration', 'Shockwaves Generation', 'Size Changing', 'Smoke Manipulation', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Transformation', 'Adaptation', 'Awakened Power', 'Bone Manipulation', 'Density Control', 'Dexterity', 'Enhanced Touch', 'Fear Inducement', 'Fire Resistance', 'Immortality', 'Intuitive aptitude', 'Master Martial Artist', 'Natural Armor', 'Reflexes', 'Shapeshifting']",,,,Good,AOT - Attack on Titan,Male,"60 m • 196'10.2""",-,Black,None
16,Colossal Titan,/colossal-titan/10-47383/,,0,0,0,0,0,0,,,,,Bad,AOT - Attack on Titan,-,"50 m • 164'0.5""",-,-,-
17,Colossus,/colossus/10-48/,Peter Rasputin,55,75,25,60,60,60,"['Durability', 'Natural Armor', 'Stamina', 'Super Speed', 'Super Strength', 'Agility', 'Berserk Mode', 'Cold Resistance', 'Fire Resistance', 'Heat Resistance', 'Invulnerability', 'Longevity', 'Reflexes', 'Toxin and Disease Resistance', 'Master Martial Artist', 'Self-Sustenance']",Piotr Nikolaievitch Rasputin,"Ust-Ordynski Collective, near Lake Baikal, Siberia, Russia","Giant-Size X-Men #1 (May, 1975)",Good,Earth-616 - Prime Marvel Universe,Male,"226.1 cm • 7'5""",226.8 kg • 500.01 lbs,Silver,Black
18,Colossus,/colossus/10-24933/,Peter Rasputin,0,0,0,0,0,0,,,,,,MCOC - Marvel Contest of Champions,,-,-,,
19,Colossus,/colossus/10-12755/,Peter Rasputin,65,30,11,25,50,50,"['Durability', 'Stamina', 'Accelerated Healing', 'Cold Resistance', 'Dexterity', 'Endurance', 'Fire Resistance', 'Heat Resistance', 'Jump', 'Natural Armor', 'Toxin and Disease Resistance', 'Invulnerability']",Piotr Rasputin,Ukraine,X2,Good,EMCU - Extended Marvel Cinematic Universe (2000-2019 Movies),Male,"203.2 cm • 6'8""",226.8 kg • 500.01 lbs,Brown,Black
20,Colossus,/colossus/10-28450/,Piotr Rasputin,0,0,0,0,0,0,,,,,,Earth-11326 - Marvel's Age Of X,,-,-,,
21,Colossus,/colossus/10-32730/,Piotr Rasputin,0,0,0,0,0,0,,,,,,Earth-1610 - Ultimate Marvel Universe,,-,-,,
22,Colossus,/colossus/10-32813/,Piotr Rasputin,0,0,0,0,0,0,,,,,,Earth-2301 - Mangaverse,,-,-,,
23,Colossus,/colossus/10-33641/,Piotr Rasputin,0,0,0,0,0,0,,,,,,Earth-70105,,-,-,,
24,Colossus,/colossus/10-35421/,Piotr Rasputin,0,0,0,0,0,0,,,,,,Earth-2149 - Zombiverse,,-,-,,
25,Colossus,/colossus/10-35577/,Piotr Rasputin,0,0,0,0,0,0,,,,,,Earth-19121 - Marvel Zombies: Resurrection,,-,-,,
26,Colossus,/colossus/10-42896/,Piotr Rasputin,0,0,0,0,0,0,,,,,,Earth-9411 - Marvel's Earth-9411,,-,-,,
27,Colossus,/colossus/10-45095/,Piotr Rasputin,0,0,0,0,0,0,,,Russia,Generation Next #1,Good,Earth-295 - Age of Apocalypse,Male,"195.6 cm • 6'5""",317.51 kg • 700 lbs,Black,Black
28,Colossus,/colossus/10-45516/,Pavel Rasputin,0,0,0,0,0,0,,,,,,Earth-41001 - Marvel's X-Men: The End - Dreamers and Demons,,-,-,,
29,Colossus,/colossus/10-48011/,Piotr Rasputin,0,0,0,0,0,0,,,,,,Earth-92131 - Marvel's 92niverse,,-,-,,
30,Colossus (Soulsword),/colossus-soulsword/10-44965/,Piotr Rasputin,0,0,0,0,0,0,,,,,,Earth-13729 - Jean Grey School 25 Years Later/Future X-Men,,-,-,,
31,Colt,/colt/10-38031/,Valencia Kirk,0,0,0,0,0,0,,,,,,AC Comics - AC Comics,,-,-,,
32,Combo,/combo/10-21099/,,0,0,0,0,0,0,,,,,,,,-,-,,
