,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Mudface,/mudface/10-39949/,Glory Griffin,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
1,Mudface,/mudface/10-39950/,Katherine Karlo,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
2,Mudkip,/mudkip/10-23507/,,0,0,0,0,0,0,,Pokemon - Pokemon,,,,,,-,-,,
3,Mufasa,/mufasa/10-12433/,Mufasa,0,0,0,0,0,0,,,,,,,,-,-,,
4,Mufasa (2019),/mufasa-2019/10-47814/,,0,0,0,0,0,0,,,,,,,,-,-,,
5,Muffy Jenkins,/muffy-jenkins/10-36109/,,0,0,0,0,0,0,,Cknd - Codename: Kids Next Door,,,,,,-,-,,
6,Muftal Batil,/muftal-batil/10-33273/,,0,0,0,0,0,0,,Sun-Ken Rock,,,,,,-,-,,
7,Muftal Batil,/muftal-batil/10-33274/,,0,0,0,0,0,0,,Sun-Ken Rock,,,,,,-,-,,
8,Mug Man,/mug-man/10-45560/,,45,25,75,1,70,20,"['Acrobatics', 'Intelligence', 'Agility', 'Damage Boost', 'Energy Beams', 'Energy Blasts', 'Jump', 'Reflexes', 'Toon Force', 'Instinctive Reaction', 'Magic', 'Size Changing']",,,,Cuphead: Don't deal with the Devil,Good,Male,-,-,-,-
9,Mugen,/mugen/10-20044/,,0,0,0,0,0,0,,SC - Samurai Champloo,,,Samurai Champloo,Good,Male,"177 cm • 5'9.7""",72 kg • 158.73 lbs,Brown,Black
10,Mugenya,/mugenya/10-35178/,,0,0,0,0,0,0,,Desert Punk - Desert Punk,,,,,,-,-,,
11,Mugetsu,/mugetsu/10-32695/,Mugetsu,0,0,0,0,0,0,,Touhou - Touhou Universe,,,,,,-,-,,
12,Muggshot,/muggshot/10-28403/,,0,0,0,0,0,0,,,,,,,,-,-,,
13,Mugino Shizuri,/mugino-shizuri/10-32250/,,0,0,0,0,0,0,,Toaru Universe - A Certain Magical Index Universe,,,,,,-,-,,
14,Muhammad Ali,/muhammad-ali/10-19112/,,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,Good,Male,"191 cm • 6'3.2""",107 kg • 235.89 lbs,Brown,Black
15,Muhammad Ali,/muhammad-ali/10-46636/,,0,0,0,0,0,0,,Baki - Baki the Grappler Universe,,,,,,-,-,,
