,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Andromeda Shun,/andromeda-shun/10-22738/,,60,100,100,100,55,90,"['Chain Manipulation', 'Cold Resistance', 'Extrasensory Perception', 'Instinctive Reaction', 'Molecular Dissipation', 'Radiation Immunity', 'Cosmic Awareness', 'Damage Boost', 'Energy Manipulation', 'Force Fields', 'Matter Manipulation', 'Paralysis', 'Pressure Points', 'Probability Manipulation', 'Quantum Manipulation', 'Reactive Evolution', 'Reactive Power Level', 'Regeneration', 'Soul Manipulation', 'Spatial Manipulation', 'Statistics Amplification']",Saint Seiya - Saint Seiya,,,,Good,Male,"165 cm • 5'5""",51 kg • 112.44 lbs,-,-
1,Andromeda Tonks,/andromeda-tonks/10-29122/,,70,1,1,10,50,40,"['Deconstruction', 'Energy Blasts', 'Energy Constructs', 'Fire Control', 'Force Fields', 'Intelligence', 'Magic', 'Petrification', 'Telekinesis', 'Telepathy Resistance', 'Teleportation', 'Water Control', 'Accelerated Healing', 'Indomitable Will', 'Memory Manipulation', 'Mind Control', 'Mind Control Resistance', 'Plant Control', 'Telepathy']",Wizarding World - The Wizarding World,,,Harry Potter and the Deathly Hallows,Good,Female,-,-,-,-
2,Andromeda Weaver,/andromeda-weaver/10-24618/,,0,0,0,0,0,0,,,,,,,,-,-,,
3,Andromon,/andromon/10-43828/,,0,0,0,0,0,0,,Digimon - Digimon,,,,Good,Male,-,-,-,-
4,Andross,/andross/10-11355/,Emperor Andross,0,0,0,0,0,0,,,,,,,,-,-,,
5,Androssi Zahard,/androssi-zahard/10-36399/,,0,0,0,0,0,0,,ToG - Tower of God,,,,,,-,-,,
6,Anduin Lothar,/anduin-lothar/10-14719/,,0,0,0,0,0,0,,,,,,,,-,-,,
7,Andvari,/andvari/10-39342/,,65,30,25,35,40,60,"['Durability', 'Endurance', 'Indomitable Will', 'Intelligence', 'Peak Human Condition', 'Seismic Power', 'Stamina', 'Super Speed', 'Super Strength', 'Supernatural Condition', 'Terrakinesis', 'Awakened Power', 'Blessed', 'Bullet Time', 'Cold Resistance', 'Dexterity', 'Electricity Resistance', 'Element Control', 'Enhanced Condition', 'Fire Resistance', 'Force Fields', 'Heat Resistance', 'Latent Abilities', 'Magic', 'Master Martial Artist', 'Reflexes', 'Power Nullifier', 'Statistics Amplification']",Hero Wars Verse - Hero Wars Verse,,,,Good,Male,-,-,Brown,Brown
8,Andy,/andy/10-34457/,,0,0,0,0,0,0,,,,,,,,-,-,,
9,Andy Connors,/andy-connors/10-22188/,Andy Connors,50,5,5,8,5,20,,Smallville - Smallville (2001-2011 TV Series),,,,,,-,-,,
