,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,full name,place of birth,first appearance,alignment,universe,gender,height,weight,eye color,hair color
0,Tanalth,/tanalth/10-21165/,Tanalth,0,0,0,0,0,0,,Tanalth,,"All-New Marvel NOW! Point One #1.NOW (March, 2014)",,,Female,"215.9 cm • 7'1""",181.4 kg • 399.92 lbs,Green,Auburn
1,Tanaraq,/tanaraq/10-50128/,Tanaraq,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
2,Tanas,/tanas/10-27111/,,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
3,Tanba,/tanba/10-39785/,,0,0,0,0,0,0,,,,,,Dorohedoro,,-,-,,
4,Tangent Superman,/tangent-superman/10-21750/,Harvey Dent,0,0,0,0,0,0,,,,,,,,-,-,,
5,Tangle,/tangle/10-27993/,Tangle The Lemur,0,0,0,0,0,0,,,Spiral Hill Village,Sonic the Hedgehog #4 (IDW),Good,Sonic,Female,"100 cm • 3'3.4""",25 kg • 55.12 lbs,Violet,White
6,"Taniks, The Scarred",/taniks-the-scarred/10-44730/,,75,75,50,100,40,90,"['Durability', 'Endurance', 'Enhanced Thievery', 'Hunters Instinct', 'Intelligence', 'Marksmanship', 'Stamina', 'Teleportation', 'Agility', 'Bloodlust', 'Dexterity', 'Gadget Usage', 'Indomitable Will', 'Master Tactician', 'Phasing', 'Preparation', 'Shockwaves Generation', 'Stealth', 'Mechanical Aptitude']",,,,-,Destiny - Destiny Video Game Universe,-,-,-,-,-
7,Tanjiro Kamado,/tanjiro-kamado/10-22676/,,85,30,50,25,55,95,"['Acrobatics', 'Super Breath', 'Accelerated Development', 'Clairvoyance', 'Clairvoyance Resistance', 'Cold Resistance', 'Durability Negation', 'Element Control', 'Empathy', 'Extrasensory Perception', 'Fire Control', 'Fire Resistance', 'Information Analysis', 'Morality Manipulation', 'Non-Physical Interaction', 'Power Nullifier', 'Statistics Amplification', 'Water Control', 'Weapons Master']",,,Manga: Demon Slayer - Chapter #1,Good,Demon Slayer - Demon Slayer,Male,"165 cm • 5'5""",61 kg • 134.48 lbs,Red,Auburn
8,Tank,/tank/10-28385/,,0,0,0,0,0,0,,,,,,Matrix - The Matrix,,-,-,,
9,Tank Girl,/tank-girl/10-36623/,Rebecca Buck,0,0,0,0,0,0,,,,,-,,Female,-,-,-,-
10,Tank Links,/tank-links/10-46039/,,0,0,0,0,0,0,,,,,,Max Steel - Max Steel (2013-2017 series),,-,-,,
11,Tankdramon,/tankdramon/10-44887/,Commandramon,50,55,11,45,70,75,"['Cyborgization', 'Damage Boost', 'Danmaku', 'Endurance', 'Explosion Manipulation', 'Marksmanship', 'Radar Sense', 'Radiation Control', 'Weapon-based Powers', 'Acid Resistants', 'Animal Attributes', 'Berserk Mode', 'Cold Resistance', 'Electricity Resistance', 'Energy Resistance', 'Fire Resistance', 'Gadget Usage', 'Heat Generation', 'Heat Resistance', 'Homing Attack', 'Inorganic Physiology', 'Jaw Strength', 'Large Size', 'Melting', 'Natural Armor', 'Natural Weapons', 'Pain Suppression', 'Power Suit', 'Preparation', 'Radiation Immunity', 'Reflexes', 'Scanning', 'Statistics Amplification', 'Toxin and Disease Resistance', 'Weapons Master', 'Attack Negation', 'Enhanced Sight', 'Invulnerability', 'Master Tactician', 'Self-Sustenance', 'Weapon Summoning']",,,,Neutral,Digimon - Digimon,Other,-,-,Orange,No Hair
12,Tanker Bug,/tanker-bug/10-14089/,,0,0,0,0,0,0,,,,,Bad,ST - Starship Troopers,,-,-,,
13,Tankman (Tankman),/tankman-tankman/10-29552/,,65,1,11,20,15,40,"['Broadway Force', 'Durability', 'Hunters Instinct', 'Intelligence', 'Master Martial Artist', 'Master Tactician', 'Peak Human Condition', 'Stamina', 'Stealth', 'Weapons Master', 'Dexterity', 'Endurance', 'Enhanced Sight', 'Mechanical Aptitude', 'Musical Inducement', 'Natural Armor', 'Power Suit', 'The Fourth Wall']",,,Friday Night Funkin' Week 7,Neutral,FNFU - Friday Night Funkin Universe,Male,-,-,-,-
14,Tanktop Black Hole,/tanktop-black-hole/10-29881/,,0,0,0,0,0,0,,,,,,OPM - One Punch Man,,-,-,,
15,Tanktop Girl,/tanktop-girl/10-31600/,,0,0,0,0,0,0,,,,,,OPM - One Punch Man,,-,-,,
16,Tanktop Master,/tanktop-master/10-23838/,,65,50,25,20,30,60,"['Acrobatics', 'Berserk Mode', 'Bloodlust', 'Durability', 'Peak Human Condition', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Healing', 'Emotional Power Up', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Thievery', 'Enhanced Touch', 'Invulnerability', 'Jump', 'Master Martial Artist', 'Master Tactician', 'Natural Armor', 'Natural Weapons', 'Reflexes', 'Stealth', 'Super Breath', 'Toxin and Disease Resistance', 'Weapons Master', 'Immortality']",,,One Punch Man Episode 10,Good,OPM - One Punch Man,Male,"230 cm • 7'6.6""",158 kg • 348.33 lbs,Brown,Brown
17,Tanman (Eddie Delta),/tanman-eddie-delta/10-31106/,,55,1,5,10,35,10,"['Camouflage', 'Invisibility']",,,,,G-Manverse - G-man Universe,,-,-,,
18,Tannarak,/tannarak/10-25666/,,0,0,0,0,0,0,,,,,,Prime Earth - Prime DC Comics Universe,,-,-,,
19,Tanosuke,/tanosuke/10-36562/,,0,0,0,0,0,0,,,,,,Dororo,,-,-,,
20,Tansut,/tansut/10-46449/,,0,0,0,0,0,0,,,,,,Space Ghost,,-,-,,
21,Tanya,/tanya/10-35014/,Tanya,0,0,0,0,0,0,,,,,,MK - Mortal Kombat,,-,-,,
22,Tanya,/tanya/10-49416/,,0,0,0,0,0,0,,,,,Good,Twilight - The Twilight Saga,Female,"157 cm • 5'1.8""",-,Red,Strawberry Blond
23,Tanya Nichols,/tanya-nichols/10-37876/,,0,0,0,0,0,0,,,,,,Avatar Press - Avatar Press,,-,-,,
24,Tanya Vanderflock,/tanya-vanderflock/10-26711/,,0,0,0,0,0,0,,,,,,,,-,-,,
25,Tao,/tao/10-22810/,Tactically Augmented Organism,0,0,0,0,0,0,,,,,,,,-,-,,
26,Tao Jones,/tao-jones/10-21417/,Siong,0,0,0,0,0,0,,,,,,,,-,-,,
27,Tao Jun,/tao-jun/10-31763/,Tao Jun,0,0,0,0,0,0,,,,Manga: Shaman King - Chapter #11,Good,Shaman King - Shaman King,Female,-,-,Violet,Green
28,Tao Ren,/tao-ren/10-26044/,,75,100,80,70,65,90,"['Electrokinesis', 'Extrasensory Perception', 'Non-Physical Interaction', 'Soul Manipulation', 'Weapons Master', 'Acrobatics', 'Agility', 'Flight', 'Reflexes', 'Weapon-based Powers', 'Weather Control']",,,Manga: Shaman King Chapter #5,Good,Shaman King - Shaman King,Male,-,-,Gold,Purple
29,Taomon,/taomon/10-44722/,Renamon,70,60,50,70,70,70,"['Agility', 'Spirit Control', 'Energy Blasts', 'Magic', 'Projection']",,,,Good,Digimon - Digimon,Other,-,-,Blue,Yellow
30,Taotie,/taotie/10-26644/,Taotie,0,0,0,0,0,0,,,,,,,,-,-,,
31,Taowu,/taowu/10-26645/,Taowu,0,0,0,0,0,0,,,,,,,,-,-,,
32,Tapestry,/tapestry/10-41735/,,0,0,0,0,0,0,,,,,,Earth-50 - Wildstorm Universe,,-,-,,
33,Tapu Bulu,/tapu-bulu/10-24208/,Tapu Bulu,0,0,0,0,0,0,,,,,,Pokemon - Pokemon,,-,-,,
