,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Meerlinda,/meerlinda/10-46721/,Meerlinda,95,100,100,100,100,85,"['Ability Shift', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Afterimage Creation', 'Age Manipulation', 'Agility', 'Amber', 'Animal Oriented Powers', 'Animated Shadow', 'Astral Projection', 'Astral Travel', 'Attack Negation', 'Attack Reflection', 'Aura', 'Awakened Power', 'Biokinesis', 'Blessed', 'Blood Manipulation', 'Bloodlust', 'Body Puppetry', 'Camouflage', 'Causality Manipulation', 'Causality Resistance', 'Chaos Manipulation', 'Clairvoyance', 'Clairvoyance Resistance', 'Cold Resistance', 'Conceptual Manipulation', 'Corruption', 'Corruption Resistance', 'Curse Manipulation', 'Curse Resistance', 'Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Danger Sense', 'Dark Magic', 'Dark Matter Manipulation', 'Darkforce Manipulation', 'Data Manipulation', 'Death Manipulation', 'Death Touch', 'Decay Embodiment', 'Dexterity', 'Dimensional Awareness', 'Dimensional Travel', 'Disguise Mastery', 'Disguise Resistance', 'Dream Manipulation', 'Duplication', 'Durability', 'Durability Negation', 'Element Control', 'Emotional Power Up', 'Empathy', 'Endurance', 'Energy Embodiment', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Existence Erasure', 'Extrasensory Perception', 'Fate Manipulation', 'Fate Resistance', 'Fear Inducement', 'Fear Manipulation', 'Fire Resistance', 'Fusion', 'Godly Physiology', 'Gravity Control', 'Greed Inducement', 'Heat Generation', 'Heat Resistance', 'Higher Dimensional Manipulation', 'Hope Inducement', 'Hypnokinesis', 'Illusion Resistance', 'Illusions', 'Immortality Negation', 'Indomitable Will', 'Information Analysis', 'Information Manipulation', 'Instinctive Reaction', 'Intangibility', 'Intelligence', 'Intuitive aptitude', 'Invulnerability', 'Jump', 'Latent Abilities', 'Levitation', 'Life Manipulation', 'Longevity', 'Madness Manipulation', 'Magic', 'Magic Resistance', 'Matter Manipulation', 'Memory Manipulation', 'Mind Control', 'Mind Control Resistance', 'Mind Transfer', 'Morality Manipulation', 'Multiple Personalities', 'Natural Weapons', 'Non-Corporeal', 'Non-Physical Interaction', 'Ocular Techniques', 'Pain Manipulation', 'Pain Suppression', 'Paralysis', 'Perfect Recollection', 'Photographic Reflexes', 'Physical Anomaly', 'Portal Creation', 'Possession', 'Possession Resistance', 'Power Bestowal', 'Power Mimicry', 'Power Nullifier', 'Precognition', 'Preparation', 'Probability Manipulation', 'Psychometry', 'Radiation Immunity', 'Rage Inducement', 'Rage Power', 'Reactive Evolution', 'Reactive Power Level', 'Reality Warping', 'Reality Warping Resistance', 'Reflexes', 'Regeneration Negation', 'Resurrection', 'Salvation', 'Seismic Power', 'Sense Manipulation', 'Separation', 'Shadow Manipulation', 'Sleep Manipulation', 'Social Influencing', 'Soul Manipulation', 'Soul Resistance', 'Spatial Awareness', 'Spatial Communication', 'Spatial Manipulation', 'Stamina', 'Statistics Amplification', 'Statistics Reduction', 'Status Effect Inducement', 'Stealth', 'Summoning', 'Super Speed', 'Super Strength', 'Supernatural Condition', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Time Manipulation', 'Time Manipulation Resistance', 'Toxin and Disease Control', 'Toxin and Disease Resistance', 'Unholy Resistance', 'Vibration Manipulation', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vitakinesis', 'Wallcrawling', 'Weapon Creation', 'Weapon-based Powers', 'Weapons Master', 'Weather Control', 'Wind Control', 'Animal Attributes', 'Animal Control', 'Anti-Gravity', 'Antimatter Manipulation', 'Apathy', 'Arcane Magic', 'Avatar Creation', 'Banish', 'Black Hole Manipulation', 'Bone Manipulation', 'Compassion Inducement', 'Cosmic Awareness', 'Creation', 'Density Control', 'Dimension Storage', 'Electricity Absorption', 'Electricity Resistance', 'Energy Absorption', 'Energy Blasts', 'Energy Constructs', 'Existence Erasure Resistance', 'Explosion Manipulation', 'Fire Control', 'Flight', 'Force Fields', 'Hellfire Manipulation', 'Hellfire Resistance', 'Holy Resistance', 'Hyperkinesis', 'Immortality', 'Inorganic Physiology', 'Invisibility', 'Law Manipulation', 'Light Control', 'Magic Absorption', 'Master Martial Artist', 'Matter Absorption', 'Molecular Dissipation', 'Molecular Manipulation', 'Necromancy', 'Nothingness Aspect Manifestation', 'Omni-Sense', 'Omnilingualism', 'Orbing', 'Organic Manipulation', 'Pataphysics Manipulation', 'Physics Manipulation', 'Pocket Dimensions', 'Power Absorption', 'Power Sense', 'Pressure Points', 'Projection', 'Psionic Powers', 'Regeneration', 'Sealing', 'Self-Sustenance', 'Shapeshifting', 'Shockwaves Generation', 'Size Changing', 'Smoke Manipulation', 'Sound Manipulation', 'Subatomic Manipulation', 'Subjective Reality', 'Surface Scaling', 'Terrakinesis', 'Transduality', 'Transformation', 'Unholy Manipulation', 'Void Manipulation', 'Water Control', 'Weapon Summoning', 'Molecular Combustion', 'Spirit Control']",WOD - World of Darkness,,,,,,-,-,,
1,Meershom,/meershom/10-21114/,,0,0,0,0,0,0,,,,,,,,-,-,,
2,Mefisto,/mefisto/10-45743/,Steve Dickart,95,25,25,50,95,80,"['Acid Manipulation', 'Age Manipulation', 'Arcane Magic', 'Arcane Magic', 'Blood Manipulation', 'Bone Manipulation', 'Chaos Magic', 'Curse Manipulation', 'Curse Resistance', 'Dark Magic', 'Dark Matter Manipulation', 'Dream Manipulation', 'Ectoplasm Manipulation', 'Energy Manipulation', 'Explosion Manipulation', 'Fear Manipulation', 'Hellfire Manipulation', 'Hellfire Resistance', 'Madness Manipulation', 'Magic', 'Memory Manipulation', 'Pain Manipulation', 'Paper Manipulation', 'Rune Magic', 'Sense Manipulation', 'Wood Manipulation', 'Death Manipulation', 'Death Touch', 'Fate Manipulation', 'Immortality', 'Molecular Manipulation', 'Willpower Manipulation']",Universo Classico - Universo Classico Bonelli,,,,Bad,Male,-,-,-,-
3,Meg Masters,/meg-masters/10-42649/,,0,0,0,0,0,0,,Supernatural - Supernatural Series Universe,,,,,,-,-,,
4,Meg McCaffrey,/meg-mccaffrey/10-16044/,Meg McCaffrey,0,0,0,0,0,0,,PJO - Percy Jackson & the Olympians,,,,,,-,-,,
5,Meg Thomas,/meg-thomas/10-39926/,,0,0,0,0,0,0,,Dead By Daylight,,,,,,-,-,,
6,Meg Yokosuka,/meg-yokosuka/10-45148/,,0,0,0,0,0,0,,Rainbow - Nisha Rokubō no Shichinin,,,,,,-,-,,
7,Mega Beedrill,/mega-beedrill/10-15202/,,0,0,0,0,0,0,,Pokemon - Pokemon,,,,,,-,-,,
8,Mega Brontes,/mega-brontes/10-24459/,Brontes,0,0,0,0,0,0,,Bakugan,,,Bakugan New Vestroia Episode 9,Good,Male,-,-,Red,No Hair
9,Mega Casey,/mega-casey/10-30641/,Casey Krinsky,60,75,100,60,85,55,"['Durability', 'Power Absorption', 'Power Mimicry', 'Power Mimicry Immunity', 'Shapeshifting', 'Stamina', 'Super Speed', 'Super Strength', 'Electrokinesis', 'Element Control', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Flight', 'Force Fields', 'Invisibility', 'Invulnerability', 'Lantern Power Ring', 'Magic', 'Power Suit', 'Reflexes', 'Size Changing', 'Super Breath', 'Telekinesis', 'Teleportation', 'Vision - Heat', 'Weapon-based Powers', 'Weapons Master']",DCSHG - DC Superhero Girls (2019- Tv Show),,,,Bad,Female,-,-,Green,Brown
10,Mega Elemental,/mega-elemental/10-20234/,,40,100,25,45,70,60,"['Cold Resistance', 'Durability', 'Element Control', 'Fire Control', 'Fire Resistance', 'Heat Generation', 'Heat Resistance', 'Mind Control Resistance', 'Regeneration', 'Size Changing', 'Super Strength', 'Telepathy Resistance', 'Toxin and Disease Resistance', 'Water Control', 'Weather Control', 'Wind Control', 'Ability Shift', 'Accelerated Healing', 'Bloodlust', 'Immortality', 'Melting', 'Molecular Manipulation', 'Substance Secretion']",MCU - Marvel Cinematic Universe,,,Spider-Man: Far From Home (Movie),Bad,Male,-,-,,
11,Mega Elementor,/mega-elementor/10-35170/,,75,30,25,55,90,60,"['Durability', 'Element Control', 'Elemental Transmogrification', 'Fire Control', 'Metal Manipulation', 'Separation', 'Stamina', 'Super Speed', 'Super Strength', 'Terrakinesis', 'Underwater breathing', 'Water Control', 'Flight']",Max Steel - Max Steel (2013-2017 series),,,Max Steel S02E08 - The Ultralink Hunter,Bad,Male,-,-,White / Red,No Hair
12,Mega Latias,/mega-latias/10-38281/,,0,0,0,0,0,0,,Pokemon - Pokemon,,,,,,-,-,,
13,Mega Latios,/mega-latios/10-38282/,,0,0,0,0,0,0,,Pokemon - Pokemon,,,,,,-,-,,
14,Mega Man,/mega-man/10-10536/,Rock Man,55,90,95,95,90,60,"['Agility', 'Cyborgization', 'Durability', 'Element Control', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Explosion Manipulation', 'Flight', 'Force Fields', 'Intelligence', 'Longevity', 'Marksmanship', 'Mind Control Resistance', 'Peak Human Condition', 'Power Mimicry', 'Power Suit', 'Reflexes', 'Self-Sustenance', 'Soul Resistance', 'Stamina', 'Super Speed', 'Super Strength', 'Weapon Creation', 'Weapon-based Powers', 'Weapons Master', 'Ability Shift', 'Accelerated Healing', 'Acid Manipulation', 'Acrobatics', 'Adaptation', 'Attack Reflection', 'Audio Control', 'Berserk Mode', 'Black Hole Manipulation', 'Cold Resistance', 'Creation', 'Cryokinesis', 'Danger Sense', 'Dexterity', 'Dimensional Awareness', 'Duplication', 'Electricity Absorption', 'Electricity Resistance', 'Electrokinesis', 'Energy Armor', 'Energy Constructs', 'Energy Resistance', 'Enhanced Memory', 'Enhanced Sight', 'Fire Control', 'Fire Resistance', 'Fusion', 'Gravity Control', 'Heat Generation', 'Heat Resistance', 'Homing Attack', 'Indomitable Will', 'Invulnerability', 'Jump', 'Levitation', 'Light Control', 'Magma Manipulation', 'Magnetism', 'Master Martial Artist', 'Possession Resistance', 'Preparation', 'Radar Sense', 'Radiation Immunity', 'Sound Manipulation', 'Spatial Manipulation', 'Statistics Amplification', 'Status Effect Inducement', 'Stealth', 'Summoning', 'Teleportation', 'Terrakinesis', 'Time Manipulation', 'Toxin and Disease Resistance', 'Underwater breathing', 'Water Control', 'Weather Control', 'Wind Control', 'Petrification', 'Reality Warping', 'Seismic Power']",,,,"Mega Man (December 17, 1987)",Good,Male,"162.6 cm • 5'4""",57.2 kg • 126.1 lbs,,
15,Mega Man (Archie Comics),/mega-man-archie-comics/10-28014/,Rock Man,75,100,100,100,100,100,"['Chaos Energy', 'Cold Resistance', 'Conceptual Manipulation', 'Corruption Resistance', 'Energy Armor', 'Energy Blasts', 'Flight', 'Heat Resistance', 'Invulnerability', 'Law Manipulation', 'Magic Resistance', 'Marksmanship', 'Non-Physical Interaction', 'Precognition', 'Radiation Control', 'Reality Warping', 'Self-Sustenance', 'Soul Manipulation', 'Spatial Manipulation', 'Time Manipulation', 'Acausality', 'Biokinesis', 'Causality Manipulation', 'Emotional Power Up', 'Energy Beams', 'Existence Erasure', 'Existence Erasure Resistance', 'Intangibility', 'Mind Control', 'Reality Warping Resistance', 'Sealing', 'Spaceflight']",,,,,,,-,-,,
16,Mega Mewtwo X,/mega-mewtwo-x/10-24036/,Mewtwo,90,100,95,100,100,90,"['Accelerated Healing', 'Acrobatics', 'Adaptation', 'Agility', 'Anti-Gravity', 'Attack Reflection', 'Aura', 'Awakened Power', 'Body Puppetry', 'Bullet Time', 'Clairvoyance', 'Cloning', 'Cold Resistance', 'Corruption Resistance', 'Cosmic Awareness', 'Damage Boost', 'Damage Reduction', 'Danger Sense', 'Dexterity', 'Dimensional Awareness', 'Dimensional Travel', 'Duplication', 'Durability', 'Durability Negation', 'Electricity Resistance', 'Element Control', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Fire Control', 'Fire Resistance', 'Flight', 'Force Fields', 'Gliding', 'Gravity Control', 'Heat Resistance', 'Homing Attack', 'Hypnokinesis', 'Illusions', 'Immortality', 'Indestructible Digestion', 'Indomitable Will', 'Information Analysis', 'Insanity', 'Intangibility', 'Intelligence', 'Interstellar Travel', 'Invisibility', 'Invulnerability', 'Latent Abilities', 'Levitation', 'Light Control', 'Longevity', 'Magic', 'Magic Resistance', 'Master Tactician', 'Melting', 'Mind Control', 'Mind Control Resistance', 'Omnilingualism', 'Pain Suppression', 'Phasing', 'Possession', 'Possession Resistance', 'Power Absorption', 'Power Augmentation', 'Power Modification', 'Power Nullifier', 'Psionic Powers', 'Reality Warping', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Soul Resistance', 'Spaceflight', 'Stamina', 'Statistics Amplification', 'Super Speed', 'Super Strength', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Terrakinesis', 'Toxin and Disease Resistance', 'Transformation', 'Underwater breathing', 'Vaporising Beams', 'Vision - Night', 'Vision - Telescopic', 'Vision - X-Ray', 'Vortex Creation', 'Water Control', 'Weather Control', 'Wind Control', 'Accelerated Development', 'Amphibious Respiration', 'Animation', 'Apathy', 'Attack Negation', 'Berserk Mode', 'Illumination', 'Jump', 'Power Sense', 'Spatial Awareness', 'Status Effect Inducement', 'Antimatter Manipulation', 'Audio Control', 'Deconstruction', 'Dream Manipulation', 'Emotional Power Up', 'Enhanced Smell', 'Explosion Manipulation', 'Marksmanship', 'Molecular Manipulation', 'Sleep Manipulation', 'Statistics Reduction', 'Vision - Cryo', 'Vision - Heat', 'Vision - Thermal']",Pokemon - Pokemon,,,Mega Evolution Special I (Main Series),Neutral,-,"231.2 cm • 7'7""",127 kg • 279.99 lbs,Blue,No Hair
17,Mega Mewtwo Y,/mega-mewtwo-y/10-24037/,Mewtwo,0,0,0,0,0,0,,Pokemon - Pokemon,,,,,,-,-,,
18,Mega Nemus,/mega-nemus/10-24460/,Nemus,0,0,0,0,0,0,,Bakugan,,New Vestroia,Bakugan New Vestroia Episode 3,Good,Male,-,-,Green,No Hair
19,Mega Pidgeot,/mega-pidgeot/10-41391/,,50,25,25,40,40,40,"['Agility', 'Animal Attributes', 'Endurance', 'Enhanced Sight', 'Flight', 'Hunters Instinct', 'Natural Weapons', 'Reflexes', 'Stamina', 'Wind Control', 'Accelerated Healing', 'Acrobatics', 'Animal Oriented Powers', 'Damage Boost', 'Non-Physical Interaction', 'Statistics Amplification', 'Status Effect Inducement', 'Ability Shift', 'Damage Reduction', 'Duplication', 'Energy Beams', 'Enhanced Hearing', 'Enhanced Thievery', 'Illusions', 'Love Inducement', 'Metal Manipulation', 'Omnilingualism', 'Sand Manipulation', 'Statistics Reduction', 'Weather Control']",Pokemon - Pokemon,,Variable,,Neutral,,"220 cm • 7'2.6""",50.5 kg • 111.33 lbs,Red,-
