,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,SCP-966,/scp-966/10-38327/,Sleep Killer,7,25,1,6,1,5,['Sleep Manipulation'],SCP - SCP Foundation,,,,,,-,-,-,-
1,SCP-968,/scp-968/10-22610/,Tar Baby,20,25,25,50,45,5,"['Durability', 'Shapeshifting', 'Super Strength', 'Web Creation', 'Accelerated Healing', 'Intangibility', 'Size Changing']",SCP - SCP Foundation,,,,,,-,-,,
2,SCP-990,/scp-990/10-42130/,The Dream Man,0,0,0,0,0,0,,SCP - SCP Foundation,,,,,,-,-,,
3,SCP-999,/scp-999/10-13083/,Tickle Monster,0,0,0,0,0,0,,SCP - SCP Foundation,,,,,,-,-,,
4,Scramble,/scramble/10-19968/,Lionel Jeffries,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
5,Scrambler,/scrambler/10-11740/,Kim Il Sung,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
6,Scrap,/scrap/10-27623/,Bridget Flynn,0,0,0,0,0,0,,,,,,,,-,-,,
7,Scrapken,/scrapken/10-31444/,,40,50,10,25,45,10,"['Durability', 'Large Size', 'Super Strength', 'Tentacles', 'Animal Attributes']",LKOEU - Last Kids on Earth Universe,,,,,,-,-,,
8,Scrapper,/scrapper/10-41838/,Franklin Richards,0,0,0,0,0,0,,Earth-811 - Days of Future Past,,,,,,-,-,,
9,Scrapper,/scrapper/10-45595/,,0,0,0,0,0,0,,Horizon - Horizon Game Universe,,,,,,-,-,,
10,Scrapper (Jaeger),/scrapper-jaeger/10-26781/,,75,50,25,25,30,25,"['Agility', 'Inorganic Physiology', 'Mechanical Aptitude', 'Robotic Engineering', 'Self-Sustenance', 'Toxin and Disease Resistance', 'Acrobatics', 'Cold Resistance', 'Dexterity', 'Dig', 'Endurance', 'Fire Resistance', 'Gadget Usage', 'Grappling/Climbing', 'Heat Resistance', 'Indomitable Will', 'Jump', 'Large Size', 'Radar Sense', 'Radiation Immunity', 'Reflexes', 'Smoke Manipulation', 'Vehicular Mastery', 'Weapon-based Powers', 'Electricity Resistance', 'EMP Generation', 'Fire Control', 'Heat Generation', 'Illumination', 'Invulnerability', 'Transformation']",Pacific Rim,,,Pacific Rim: Uprising,Good,Other,"12.07 m • 39'7.2""",-,-,-
11,Scrappy,/scrappy/10-36185/,,0,0,0,0,0,0,,Imaginary Friends - Foster's Home for Imaginary Friends,,,,,,-,-,,
12,Scrappy Coco,/scrappy-coco/10-15743/,Zohan Dvir,0,0,0,0,0,0,,,,,,,,-,-,,
13,Scrat,/scrat/10-30771/,,35,1,6,5,5,20,"['Luck', 'Stamina', 'Animal Attributes', 'Dexterity', 'Endurance', 'Jump']",Ice Age - The Ice Age,Scrat,,The Ice Age 1,Neutral,-,-,-,Brown,-
14,Scratchmen Apoo,/scratchmen-apoo/10-22682/,,0,0,0,0,0,0,,OP - One Piece Verse,,,Manga: One Piece - Chapter #498,Bad,Male,"256 cm • 8'4.8""",-,Black,Black
15,Scratte,/scratte/10-37068/,,0,0,0,0,0,0,,Ice Age - The Ice Age,,,,,,-,-,,
16,Scream,/scream/10-11938/,Donna Diego,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,Donna Diego,Life Foundation,"Venom: Lethal Protector #4 (May, 1993)",-,Female,-,-,Green,Red
