,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,full name,place of birth,first appearance,alignment,universe,gender,height,weight,eye color,hair color
0,Chaos,/chaos/10-11868/,"Chaos, God of Destruction",0,0,0,0,0,0,,,,,,,,-,-,,
1,Chaos,/chaos/10-21567/,,100,100,100,100,100,100,"['Avatar Creation', 'Chaos Manipulation', 'Cosmic Awareness', 'Energy Manipulation', 'Intangibility', 'Nigh-Omnipresence', 'Non-Corporeal', 'Possession', 'Reality Warping', 'Regeneration', 'Teleportation', 'Dimensional Travel', 'Dream Manipulation', 'Durability Negation', 'Existence Erasure', 'Flight', 'Force Fields', 'Illusions', 'Immortality', 'Matter Manipulation', 'Non-Physical Interaction', 'Power Bestowal', 'Sleep Manipulation', 'Soul Manipulation', 'Time Travel']",,,Sailor Moon: Act 57 Stars 8,Bad,Sailor Moon - Sailor Moon,,-,-,-,-
2,Chaos,/chaos/10-27508/,,0,0,0,0,0,0,,,,,,Aladdin,,-,-,,
3,Chaos,/chaos/10-48025/,The Root Of All Chaotic Things.,100,100,100,100,100,100,"['Astral Projection', 'Compassion Inducement', 'Conceptual Manipulation', 'Corruption', 'Cosmic Awareness', 'Dimension Storage', 'Dimensional Awareness', 'Dimensional Travel', 'Existence Erasure', 'Hellfire Manipulation', 'Hellfire Resistance', 'Higher Dimensional Manipulation', 'Holy Manipulation', 'Immortality', 'Inorganic Physiology', 'Law Manipulation', 'Madness Manipulation', 'Natural Weapons', 'Non-Corporeal', 'Non-Physical Interaction', 'Omnipresence', 'Pocket Dimensions', 'Power Modification', 'Power Nullifier', 'Reactive Evolution', 'Reactive Power Level', 'Reality Warping', 'Sleep Manipulation', 'Space Manipulation', 'Space Survivability', 'Spaceflight', 'Spatial Awareness', 'Spatial Communication', 'Spatial Manipulation', 'Stamina', 'Subjective Reality', 'Unholy Manipulation', 'Vibration Manipulation', 'Void Manipulation', 'Ability Shift', 'Acausality', 'Accelerated Development', 'Accelerated Healing', 'Acid Manipulation', 'Acid Resistants', 'Acidic Spit', 'Adaptation', 'Age Manipulation', 'Agility', 'Amphibious Respiration', 'Animal Control', 'Anti-Gravity', 'Antiforce Manipulation', 'Antimatter Manipulation', 'Arcane Magic', 'Arcane Magic', 'Astral Trap', 'Astral Travel', 'Astro Force', 'Attack Negation', 'Attack Reflection', 'Aura', 'Avatar Creation', 'Awakened Power', 'Banish', 'Berserk Mode', 'BFR', 'Biokinesis', 'Bionics', 'Black Hole Manipulation', 'Blessed', 'Blood Manipulation', 'Bloodlust', 'Body Puppetry', 'Bone Manipulation', 'Camouflage', 'Causality Manipulation', 'Causality Resistance', 'Chaos Energy', 'Chaos Magic', 'Chaos Manipulation', 'Clairvoyance', 'Cloaking', 'Cold Resistance', 'Creation', 'Cryokinesis', 'Crystal Touch', 'Curse Manipulation', 'Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Danmaku', 'Dark Arts', 'Dark Magic', 'Dark Matter Manipulation', 'Darkforce Manipulation', 'Duplication', 'Electrical Transport', 'Electricity Absorption', 'Electricity Resistance', 'Electro-Magnetism Manipulation', 'Electrokinesis', 'Element Control', 'Elemental Transmogrification', 'EMP Generation', 'Empathy', 'Energy Absorption', 'Energy Armor', 'Energy Beams', 'Energy Manipulation', 'Explosion Manipulation', 'Fate Manipulation', 'Fear Inducement', 'Fear Manipulation', 'Fire Control', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Homing Attack', 'Illusion Resistance', 'Illusions', 'Immortality Negation', 'Information Analysis', 'Light Control', 'Liquid Transmutation', 'Memory Manipulation', 'Mind Control', 'Mind Transfer', 'Morality Manipulation', 'Omni-Sense', 'Omnifabrication', 'Omnikinesis', 'Omnilingualism', 'Omnilock', 'Omnimimicry', 'Plot Manipulation', 'Possession', 'Power Absorption', 'Power Bestowal', 'Power Cosmic', 'Power Mimicry', 'Pseudo-Flight', 'Reality Warping Resistance', 'Regeneration', 'Regeneration Negation', 'Spirit Control', 'Telekinesis', 'Telepathy', 'Teleportation', 'Terrakinesis', 'Time Manipulation', 'Transformation', 'Transmutation Immunity', 'Underwater breathing', 'Unholy Resistance', 'Water Control', 'Weather Control', 'Holy Resistance', 'Plant Control', 'Statistics Amplification', 'Statistics Reduction', 'Umbrakinesis']",,,,Bad,Castlevania - Castlevania,Other,-,-,No eyes,No Hair
4,Chaos,/chaos/10-49229/,Jake Madden,0,0,0,0,0,0,,,,,,,,-,-,,
5,Chaos,/chaos/10-49267/,,0,0,0,0,0,0,,,,Final Fantasy XII (video game),Neutral,FF XII - Final Fantasy XII,Male,-,-,-,-
6,Chaos,/chaos/10-49591/,,50,100,100,100,100,80,"['Cold Resistance', 'Durability', 'Endurance', 'Energy Manipulation', 'Explosion Manipulation', 'Fire Control', 'Magic', 'Magma Manipulation', 'Memory Manipulation', 'Natural Weapons', 'Portal Creation', 'Projection', 'Stamina', 'Super Speed', 'Super Strength', 'Supernatural Condition', 'Telekinesis', 'Terrakinesis', 'Wind Control', 'Body Puppetry', 'Clairvoyance', 'Conceptual Manipulation', 'Corruption', 'Creation', 'Durability Negation', 'Electricity Resistance', 'Fire Resistance', 'Flight', 'Immortality', 'Intangibility', 'Law Manipulation', 'Magic Resistance', 'Non-Physical Interaction', 'Power Absorption', 'Power Bestowal', 'Power Modification', 'Reality Warping', 'Sealing', 'Shapeshifting', 'Size Changing', 'Subjective Reality', 'Summoning', 'Teleportation', 'Time Manipulation Resistance', 'Toxin and Disease Resistance', 'Weapon Creation', 'Weapons Master']",,,Dissidia: Final Fantasy,Bad,,Male,-,-,Red,-
7,Chaos (Feral Chaos),/chaos-feral-chaos/10-49590/,,40,100,100,100,100,80,"['Cold Resistance', 'Durability', 'Endurance', 'Energy Manipulation', 'Explosion Manipulation', 'Fire Control', 'Magic', 'Magma Manipulation', 'Memory Manipulation', 'Portal Creation', 'Projection', 'Stamina', 'Super Speed', 'Super Strength', 'Telekinesis', 'Terrakinesis', 'Weapons Master', 'Wind Control', 'Agility', 'Body Puppetry', 'Clairvoyance', 'Conceptual Manipulation', 'Corruption', 'Creation', 'Durability Negation', 'Electricity Resistance', 'Fire Resistance', 'Flight', 'Immortality', 'Intangibility', 'Large Size', 'Law Manipulation', 'Magic Resistance', 'Non-Physical Interaction', 'Paralysis', 'Power Absorption', 'Power Bestowal', 'Power Modification', 'Radiation Immunity', 'Reality Warping', 'Sealing', 'Shapeshifting', 'Size Changing', 'Soul Resistance', 'Spatial Manipulation', 'Subjective Reality', 'Summoning', 'Teleportation', 'Time Manipulation', 'Time Manipulation Resistance', 'Toxin and Disease Resistance', 'Weapon Creation', 'The Fourth Wall']",,,,,,,-,-,,
8,Chaos 2,/chaos-2/10-28191/,"Chaos, God Of Destruction",0,0,0,0,0,0,,,,,Neutral,Sonic,-,-,-,Green,-
9,Chaos 4,/chaos-4/10-16207/,"Chaos, God Of Destruction",0,0,0,0,0,0,,,,,,,,-,-,,
10,Chaos 6,/chaos-6/10-16233/,"Chaos, God Of Destruction",0,0,0,0,0,0,,,,,,,,-,-,,
11,Chaos King,/chaos-king/10-11113/,Amatsu-Mikaboshi,100,100,100,100,100,50,"['Ability Shift', 'Accelerated Healing', 'Adaptation', 'Animation', 'Antimatter Manipulation', 'Arcane Magic', 'Awakened Power', 'Banish', 'Bloodlust', 'Bullet Time', 'Chaos Magic', 'Chaos Manipulation', 'Cold Resistance', 'Cosmic Awareness', 'Creation', 'Dark Arts', 'Dark Magic', 'Darkforce Manipulation', 'Death Manipulation', 'Death Touch', 'Density Control', 'Dexterity', 'Dimensional Awareness', 'Dimensional Travel', 'Dream Manipulation', 'Duplication', 'Durability', 'Elasticity', 'Electricity Resistance', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Embodiment', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Thievery', 'Enhanced Touch', 'Entropy Projection', 'Existence Erasure', 'Existence Erasure Resistance', 'Explosion Manipulation', 'Fate Manipulation', 'Fear Inducement', 'Fire Resistance', 'Flight', 'Godly Physiology', 'Grim Reaping', 'Heat Resistance', 'Hellfire Resistance', 'Higher Dimensional Manipulation', 'Illusions', 'Immortality', 'Immortality Negation', 'Insanity', 'Intangibility', 'Intelligence', 'Interstellar Travel', 'Invulnerability', 'Jump', 'Large Size', 'Life Manipulation', 'Magic', 'Magic Resistance', 'Matter Absorption', 'Matter Manipulation', 'Mind Blast', 'Mind Control', 'Mind Control Resistance', 'Molecular Manipulation', 'Necromancy', 'Non-Corporeal', 'Portal Creation', 'Possession', 'Power Absorption', 'Power Absorption Immunity', 'Power Augmentation', 'Power Bestowal', 'Power Modification', 'Power Nullifier', 'Power Sense', 'Projection', 'Radiation Immunity', 'Reality Warping', 'Reality Warping Resistance', 'Reflexes', 'Regeneration', 'Resurrection', 'Shadow Manipulation', 'Shapeshifting', 'Size Changing', 'Sleep Manipulation', 'Sonic Scream', 'Soul Manipulation', 'Soul Resistance', 'Spaceflight', 'Spatial Awareness', 'Stamina', 'Subjective Reality', 'Super Breath', 'Super Speed', 'Super Strength', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Time Manipulation', 'Time Manipulation Resistance', 'Time Travel', 'Toxin and Disease Control', 'Toxin and Disease Resistance', 'Underwater breathing', 'Vision - Infrared', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - Thermal', 'Vision - X-Ray', 'Vitakinesis', 'Willpower Inducement', 'Willpower Manipulation', 'Accelerated Development', 'Afterimage Creation', 'Age Manipulation', 'Agility', 'Avatar Creation', 'Damage Transferal', 'Empathy', 'Fate Resistance', 'Fear Manipulation', 'Fire Control', 'Gliding', 'Gravity Control', 'Holy Resistance', 'Hyperkinesis', 'Hypnokinesis', 'Indomitable Will', 'Invisibility', 'Levitation', 'Mind Transfer', 'Non-Physical Interaction', 'Nothingness Aspect Manifestation', 'Possession Resistance', 'Separation', 'Weapon Creation']",Amatsu-Mikaboshi,The Primordial Void,"Thor: Blood Oath #6 (February, 2006)",Bad,Earth-616 - Prime Marvel Universe,Male,-,-,White,Black
12,Chaos King (True Form),/chaos-king-true-form/10-13702/,Amatsu-Mikaboshi,100,100,100,100,100,100,"['Nigh-Omnipotence', 'Omnipresence']",Chaos King,,,Bad,Earth-616 - Prime Marvel Universe,Male,-,-,White,Black
