,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Supergirl,/supergirl/10-33534/,Kara Zor-El,0,0,0,0,0,0,,TT - Tiny Titans,,,,,,-,-,,
1,Supergirl,/supergirl/10-13657/,Kara Zor-El,80,100,100,90,90,70,"['Accelerated Healing', 'Acid Resistants', 'Agility', 'Cold Resistance', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Beams', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Sight', 'Enhanced Smell', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Intelligence', 'Invulnerability', 'Jump', 'Longevity', 'Radiation Immunity', 'Reflexes', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Vision - Heat', 'Vision - Infrared', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - X-Ray', 'Bullet Time', 'Clairvoyance', 'Cryokinesis', 'Energy Blasts', 'Enhanced Memory', 'Heat Generation', 'Illumination', 'Indomitable Will', 'Interstellar Travel', 'Marksmanship', 'Radiation Absorption', 'Regeneration', 'Self-Sustenance', 'Super Breath', 'Vibration Manipulation', 'Vortex Creation', 'Acrobatics', 'Danger Sense', 'Dexterity', 'Information Analysis', 'Latent Abilities', 'Mind Control Resistance', 'Non-Physical Interaction', 'Petrification', 'Soul Resistance']",New 52 - New 52,,Krypton,"Flashpoint Vol. 2 #5 (October, 2011)",Good,Female,"165.1 cm • 5'5""",54 kg • 119.05 lbs,Blue,Blond
2,Supergirl,/supergirl/10-17515/,Kara Zor-El,65,100,100,100,100,80,"['Agility', 'Bullet Time', 'Cold Resistance', 'Dexterity', 'Dimensional Travel', 'Durability', 'Endurance', 'Energy Absorption', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Intelligence', 'Invulnerability', 'Jump', 'Longevity', 'Master Martial Artist', 'Precognition', 'Radiation Immunity', 'Reflexes', 'Self-Sustenance', 'Spaceflight', 'Stamina', 'Super Breath', 'Super Speed', 'Super Strength', 'Telepathy', 'Time Manipulation', 'Time Travel', 'Toxin and Disease Resistance', 'Vehicular Mastery', 'Vision - Cryo', 'Vision - Heat', 'Vision - Infrared', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - Thermal', 'Vision - X-Ray', 'Cryokinesis', 'Element Control', 'Energy Manipulation', 'Energy Resistance', 'Existence Erasure Resistance', 'Hypnokinesis', 'Immortality', 'Indomitable Will', 'Intangibility', 'Mind Control', 'Mind Control Resistance', 'Psionic Powers', 'Reality Warping Resistance', 'Regeneration', 'Shapeshifting', 'Time Manipulation Resistance']",Pre-Crisis - Pre Crisis on Infinite Earths,Kara Zor-El,Krypton,Action Comics #252,Good,Female,"170.2 cm • 5'7""",55.8 kg • 123.02 lbs,Blue,Blond
3,Supergirl,/supergirl/10-25935/,Kara Zor-El,0,0,0,0,0,0,,DCEU - DC Extended Universe,Kara Zor-El,Argo City,The Flash (2022),Good,Female,"170.2 cm • 5'7""",52 kg • 114.64 lbs,Blue,Blond
4,Supergirl,/supergirl/10-33089/,Kara,0,0,0,0,0,0,,Earth-D,,,,Good,Female,-,-,Black,Black
5,Supergirl,/supergirl/10-22978/,Kara Zor-El,60,100,75,55,85,30,"['Cold Resistance', 'Durability', 'Endurance', 'Enhanced Hearing', 'Enhanced Sight', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Intelligence', 'Invulnerability', 'Levitation', 'Longevity', 'Stamina', 'Super Breath', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Vision - Heat', 'Vision - Microscopic', 'Vision - Telescopic', 'Vision - X-Ray', 'Accelerated Healing', 'Acid Resistants', 'Agility', 'Bullet Time', 'Dexterity', 'Electricity Resistance', 'Empathy', 'Energy Absorption', 'Energy Beams', 'Energy Resistance', 'Immortality', 'Jump', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Spaceflight', 'Vision - Infrared', 'Vision - Night', 'Master Martial Artist']",DCAU - DC Animated Universe,,Krypton,"""Little Girl Lost, Part I"" (May 2, 1998)",Good,Female,-,-,Blue,Blond
6,Supergirl,/supergirl/10-30437/,Kara Zor-El,45,75,100,95,65,45,"['Agility', 'Durability', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Enhanced Hearing', 'Enhanced Sight', 'Flight', 'Invulnerability', 'Longevity', 'Reflexes', 'Stamina', 'Super Breath', 'Super Speed', 'Super Strength', 'Vision - Heat', 'Vision - Infrared', 'Vision - Microscopic', 'Vision - X-Ray', 'Acrobatics', 'Cold Resistance', 'Electricity Resistance', 'Element Control', 'Enhanced Smell', 'Fire Resistance', 'Heat Generation', 'Heat Resistance', 'Interstellar Travel', 'Master Martial Artist', 'Radiation Immunity', 'Self-Sustenance', 'Sound Manipulation', 'Telepathy Resistance', 'Vision - Night', 'Vision - Telescopic', 'Toon Force']",DCSHG - DC Superhero Girls (2019- Tv Show),,Krypton,,Good,Female,-,-,Blue,Blond
7,Supergirl,/supergirl/10-30108/,Kara Zor-El,0,0,0,0,0,0,,Futures End - DC's Futures End,,,"The New 52: Futures End #2 (July, 2014)",Good,Female,-,-,Brown,Blond
8,Supergirl,/supergirl/10-49337/,Kara Zor-El,0,0,0,0,0,0,,Young Justice - Young Justice (2010- TV Series),,,Young Justice season 4 eposide 26,-,Female,-,-,-,-
9,Supergirl (Angel of Fire),/supergirl-angel-of-fire/10-38368/,Kara Zor-El,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,Good,Female,-,-,-,-
