,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Wraith King,/wraith-king/10-45794/,,0,0,0,0,0,0,,Dota,,,,,,-,-,,
1,Wrap,/wrap/10-17825/,Emil LaSalle,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
2,Wraparound,/wraparound/10-30132/,Stephen Callahan,0,0,0,0,0,0,,Earth-50 - Wildstorm Universe,,,,,,-,-,,
3,Wrath,/wrath/10-12087/,William Mallory,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
4,Wrath,/wrath/10-15859/,Jared,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
5,Wrath,/wrath/10-27556/,Wrath,65,65,65,40,60,65,"['Accelerated Healing', 'Cold Resistance', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Intelligence', 'Invulnerability', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Agility', 'Dexterity', 'Flight', 'Immortality', 'Jump']",DCEU - DC Extended Universe,,,Shazam!,Bad,-,-,-,Red,No Hair
6,Wrath,/wrath/10-35724/,,0,0,0,0,0,0,,,,,,,,-,-,,
7,Wrath (Seven deadly sins),/wrath-seven-deadly-sins/10-33313/,,0,0,0,0,0,0,,FS - Future State,,,,,,-,-,,
8,Wrathion,/wrathion/10-14734/,,0,0,0,0,0,0,,Warcraft - Warcraft,,,,,,-,-,,
9,Wrayth,/wrayth/10-16465/,,0,0,0,0,0,0,,,,,,,,-,-,,
10,Wreck-It Ralph,/wreck-it-ralph/10-12398/,Ralph,0,0,0,0,0,0,,,,,,,,-,-,,
11,Wrecker,/wrecker/10-10262/,Dirk Garthwaite,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,"NYC, New York",Thor #148,,Male,"190.5 cm • 6'3""",145.1 kg • 319.89 lbs,Blue,Brown
