,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,full name,place of birth,first appearance,alignment,universe,gender,height,weight,eye color,hair color
0,Pandemonium,/pandemonium/10-35708/,,0,0,0,0,0,0,,,,,,,,-,-,,
1,Pandon,/pandon/10-45358/,Pandon,40,75,30,50,70,50,"['Animal Attributes', 'Endurance', 'Fire Control', 'Fire Resistance', 'Heat Generation', 'Heat Resistance', 'Large Size', 'Natural Armor', 'Natural Weapons', 'Radiation Immunity', 'Reflexes', 'Cold Resistance', 'Damage Boost', 'Danmaku', 'Dexterity', 'Dig', 'Energy Beams', 'Energy Blasts', 'Energy Resistance', 'Explosion Manipulation', 'Flight', 'Jaw Strength', 'Longevity', 'Rage Power', 'Self-Sustenance', 'Toxin and Disease Resistance', 'Vortex Creation', 'Electricity Resistance', 'Force Fields', 'Invulnerability', 'Magma Manipulation', 'Multiple Limbs', 'Plant Control', 'Radiation Control', 'Spaceflight', 'Wind Control']",,Planet Ghose,Ultraseven (1967),Bad,USU - Ultra Series Universe,Other,"63 m • 206'8.3""","68,000 ton • 149,914,338.16 lbs",Yellow,No Hair
2,Pandora,/pandora/10-14838/,Pandora,95,100,100,100,100,80,"['Accelerated Healing', 'Acrobatics', 'Agility', 'Animation', 'Astral Projection', 'Astral Trap', 'Attack Reflection', 'Clairvoyance', 'Cold Resistance', 'Corruption Resistance', 'Cosmic Awareness', 'Curse Manipulation', 'Danger Sense', 'Dexterity', 'Dimensional Travel', 'Dream Manipulation', 'Durability', 'Electricity Resistance', 'Empathy', 'Endurance', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Sight', 'Exorcism', 'Extrasensory Perception', 'Fire Resistance', 'Flight', 'Force Fields', 'Heat Resistance', 'Indomitable Will', 'Information Analysis', 'Intangibility', 'Intelligence', 'Interstellar Travel', 'Invisibility', 'Invulnerability', 'Jump', 'Latent Abilities', 'Magic', 'Marksmanship', 'Mind Control Resistance', 'Non-Physical Interaction', 'Omnilingualism', 'Phasing', 'Possession Resistance', 'Psionic Powers', 'Psychometry', 'Purification', 'Radar Sense', 'Radiation Immunity', 'Reflexes', 'Self-Sustenance', 'Sense Manipulation', 'Spatial Awareness', 'Spatial Communication', 'Stamina', 'Stealth', 'Summoning', 'Super Speed', 'Super Strength', 'Supernatural Condition', 'Swordsmanship', 'Telekinesis', 'Teleportation', 'Time Travel', 'Toxin and Disease Resistance', 'Transformation', 'Underwater breathing', 'Vision - Night', 'Vision - X-Ray', 'Vitakinesis', 'Weapons Master', 'Attack Negation', 'Aura', 'Berserk Mode', 'Camouflage', 'Causality Resistance', 'Clairvoyance Resistance', 'Corruption', 'Curse Resistance', 'Dark Magic', 'Darkforce Manipulation', 'Death Manipulation', 'Deconstruction', 'Durability Negation', 'Electrical Transport', 'Electricity Absorption', 'Electrokinesis', 'Element Control', 'Energy Absorption', 'Energy Blasts', 'Existence Erasure', 'Existence Erasure Resistance', 'Fate Resistance', 'Fire Control', 'Heat Generation', 'Hellfire Resistance', 'Higher Dimensional Manipulation', 'Illumination', 'Illusion Resistance', 'Illusions', 'Immortality', 'Law Manipulation', 'Magic Absorption', 'Magic Resistance', 'Master Martial Artist', 'Master Tactician', 'Portal Creation', 'Projection', 'Quantum Manipulation', 'Reactive Power Level', 'Reality Warping', 'Reality Warping Resistance', 'Regeneration', 'Shapeshifting', 'Shockwaves Generation', 'Sleep Manipulation', 'Soul Resistance', 'Sound Manipulation', 'Spatial Manipulation', 'Statistics Amplification', 'Telepathy', 'Telepathy Resistance', 'Time Manipulation', 'Time Manipulation Resistance', 'Toxin and Disease Control', 'Vision - Telescopic', 'Void Manipulation', 'Willpower Manipulation', 'Wishing', 'Acausality', 'Resurrection', 'Speed Force', 'Weapon-based Powers']",,,"Flashpoint Vol 2 #5 (October, 2011)",Neutral,Prime Earth - Prime DC Comics Universe,Female,-,-,Blue,Purple
3,Pandora,/pandora/10-35707/,,0,0,0,0,0,0,,,,,,,,-,-,,
4,Pandora,/pandora/10-37880/,,0,0,0,0,0,0,,,,,,Avatar Press - Avatar Press,,-,-,,
5,Pandora,/pandora/10-37881/,,0,0,0,0,0,0,,,,,,Avatar Press - Avatar Press,,-,-,,
6,Pandora,/pandora/10-38384/,,0,0,0,0,0,0,,,,God of War III,Good,GoW - God of War,Female,-,-,Blue,Blond
7,Pandora (Light Armour),/pandora-light-armour/10-31248/,,0,0,0,0,0,0,,,,"Trinity of Sin: Pandora Vol 1 #7 (January 22, 2014)",Good,Prime Earth - Prime DC Comics Universe,Female,-,-,White,Gold
8,Pandorym,/pandorym/10-35353/,Pandorym,0,0,0,0,0,0,,,,,,DAD - Dungeons and Dragons,,-,-,,
9,Pandoxx,/pandoxx/10-38881/,,0,0,0,0,0,0,,,,,,Bakugan,,-,-,,
10,Panehesy,/panehesy/10-44534/,Panehesy,100,100,100,100,100,85,"['Ability Shift', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Afterimage Creation', 'Age Manipulation', 'Agility', 'Amber', 'Animal Attributes', 'Animal Oriented Powers', 'Astral Projection', 'Attack Negation', 'Attack Reflection', 'Aura', 'Avatar Creation', 'Awakened Power', 'Biokinesis', 'Black Hole Manipulation', 'Blessed', 'Blood Manipulation', 'Bloodlust', 'Body Puppetry', 'Camouflage', 'Causality Manipulation', 'Causality Resistance', 'Chaos Manipulation', 'Clairvoyance', 'Clairvoyance Resistance', 'Cold Resistance', 'Conceptual Manipulation', 'Corruption', 'Corruption Resistance', 'Cosmic Awareness', 'Curse Manipulation', 'Curse Resistance', 'Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Danger Sense', 'Dark Magic', 'Dark Matter Manipulation', 'Darkforce Manipulation', 'Data Manipulation', 'Death Manipulation', 'Death Touch', 'Dexterity', 'Dimension Storage', 'Dimensional Awareness', 'Dimensional Travel', 'Disguise Mastery', 'Disguise Resistance', 'Dream Manipulation', 'Duplication', 'Durability', 'Durability Negation', 'Electricity Resistance', 'Element Control', 'Emotional Power Up', 'Empathy', 'Endurance', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Existence Erasure', 'Existence Erasure Resistance', 'Extrasensory Perception', 'Fate Manipulation', 'Fate Resistance', 'Fear Inducement', 'Fear Manipulation', 'Fire Resistance', 'Godly Physiology', 'Gravity Control', 'Heat Generation', 'Heat Resistance', 'Hellfire Resistance', 'Higher Dimensional Manipulation', 'Hypnokinesis', 'Illusion Resistance', 'Illusions', 'Immortality Negation', 'Indomitable Will', 'Information Analysis', 'Information Manipulation', 'Instinctive Reaction', 'Intangibility', 'Intelligence', 'Intuitive aptitude', 'Invulnerability', 'Jump', 'Levitation', 'Life Manipulation', 'Longevity', 'Madness Manipulation', 'Magic', 'Magic Resistance', 'Matter Manipulation', 'Memory Manipulation', 'Mind Control', 'Mind Control Resistance', 'Mind Transfer', 'Molecular Dissipation', 'Morality Manipulation', 'Natural Weapons', 'Necromancy', 'Non-Corporeal', 'Non-Physical Interaction', 'Ocular Techniques', 'Pain Manipulation', 'Pain Suppression', 'Paralysis', 'Perfect Recollection', 'Photographic Reflexes', 'Physical Anomaly', 'Portal Creation', 'Possession', 'Possession Resistance', 'Power Absorption', 'Power Bestowal', 'Power Mimicry', 'Power Nullifier', 'Precognition', 'Preparation', 'Psychometry', 'Radiation Immunity', 'Rage Inducement', 'Rage Power', 'Reactive Evolution', 'Reactive Power Level', 'Reality Warping', 'Reality Warping Resistance', 'Reflexes', 'Regeneration Negation', 'Resurrection', 'Seismic Power', 'Sense Manipulation', 'Shadow Manipulation', 'Shockwaves Generation', 'Sleep Manipulation', 'Soul Manipulation', 'Soul Resistance', 'Spatial Awareness', 'Spatial Communication', 'Spatial Manipulation', 'Stamina', 'Statistics Amplification', 'Statistics Reduction', 'Status Effect Inducement', 'Stealth', 'Subatomic Manipulation', 'Summoning', 'Super Speed', 'Super Strength', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Time Manipulation Resistance', 'Toxin and Disease Control', 'Toxin and Disease Resistance', 'Underwater breathing', 'Unholy Manipulation', 'Unholy Resistance', 'Vibration Manipulation', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vitakinesis', 'Void Manipulation', 'Wallcrawling', 'Weapon Creation', 'Weapon-based Powers', 'Weapons Master', 'Weather Control', 'Wind Control', 'Acausality', 'Acid Resistants', 'Animated Shadow', 'Astral Travel', 'Berserk Mode', 'Creation', 'Density Control', 'Elasticity', 'Electricity Absorption', 'Energy Absorption', 'Energy Embodiment', 'Energy Manipulation', 'Entropy Projection', 'Fire Control', 'Flight', 'Force Fields', 'Fusion', 'Hellfire Manipulation', 'Holy Resistance', 'Hope Inducement', 'Immortality', 'Inorganic Physiology', 'Invisibility', 'Latent Abilities', 'Light Control', 'Magic Absorption', 'Master Martial Artist', 'Matter Absorption', 'Molecular Manipulation', 'Multiple Personalities', 'Nothingness Aspect Manifestation', 'Omni-Sense', 'Phasing', 'Physics Manipulation', 'Pocket Dimensions', 'Power Sense', 'Pressure Points', 'Probability Manipulation', 'Projection', 'Psionic Powers', 'Regeneration', 'Self-Sustenance', 'Shapeshifting', 'Size Changing', 'Social Influencing', 'Sound Manipulation', 'Subjective Reality', 'Surface Scaling', 'Telekinesis', 'Time Manipulation', 'Transformation', 'Vision - Cryo', 'Water Control', 'Weapon Summoning', 'Quantum Manipulation', 'Transduality']",,,,,WOD - World of Darkness,,-,-,,
11,Pangolier,/pangolier/10-45933/,,0,0,0,0,0,0,,,,,,Dota,,-,-,,
12,Panic,/panic/10-40727/,,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
13,Pannix,/pannix/10-47027/,,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
14,Panoramix,/panoramix/10-29508/,,0,0,0,0,0,0,,,,,Good,,Male,-,-,-,-
15,Pansy Parkinson,/pansy-parkinson/10-19053/,,0,0,0,0,0,0,,,,,,,,-,-,,
16,Pantha,/pantha/10-20449/,Sekhmet,0,0,0,0,0,0,,,,,,,,-,-,,
