,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Silvio Luna,/silvio-luna/10-27929/,,0,0,0,0,0,0,,DCEU - DC Extended Universe,,,,,,-,-,,
1,Sima Shi,/sima-shi/10-43519/,,0,0,0,0,0,0,,DW - Dynasty Warriors,,,,,,-,-,,
2,Sima Yi,/sima-yi/10-43518/,,0,0,0,0,0,0,,DW - Dynasty Warriors,,,,,,-,-,,
3,Simba,/simba/10-12338/,Simba,0,0,0,0,0,0,,,Simba,The Pridelands,The Lion King,Good,Male,"119.4 cm • 3'11""",240.4 kg • 529.99 lbs,Yellow / Red,Red / Orange
4,Simba (2019),/simba-2019/10-34922/,Simba,0,0,0,0,0,0,,,,,,,,-,-,,
5,Simon,/simon/10-30870/,,0,0,0,0,0,0,,TWD - The Walking Dead Series (2010-2021),,,,Bad,Male,-,-,-,-
6,Simon,/simon/10-34883/,,0,0,0,0,0,0,,Moriarty The Patriot - Moriarty The Patriot,,,,,,-,-,,
7,Simon,/simon/10-36034/,,0,0,0,0,0,0,,TPN - The Promised Neverland,,,,,,-,-,,
8,Simon Belmont,/simon-belmont/10-15793/,Simon Belmont,65,100,100,100,100,80,"['Durability', 'Intelligence', 'Peak Human Condition', 'Stamina', 'Super Speed', 'Super Strength', 'Weapon-based Powers', 'Weapons Master', 'Acrobatics', 'Agility', 'Apathy', 'Attack Reflection', 'Corruption Resistance', 'Dexterity', 'Endurance', 'Enhanced Sight', 'Existence Erasure Resistance', 'Fire Control', 'Hellfire Resistance', 'Holy Manipulation', 'Holy Resistance', 'Jump', 'Longevity', 'Magic', 'Marksmanship', 'Mind Control Resistance', 'Non-Physical Interaction', 'Possession Resistance', 'Power Nullifier', 'Reflexes', 'Soul Resistance', 'Statistics Amplification', 'Stealth', 'Super Breath', 'Time Manipulation', 'Toxin and Disease Resistance', 'Invulnerability', 'Master Martial Artist', 'Self-Sustenance', 'Soul Manipulation']",Castlevania - Castlevania,Simon Belmont,,Castlevania,Good,Male,"185.4 cm • 6'1""",85.7 kg • 188.94 lbs,Blue,Blond
9,Simon Dark,/simon-dark/10-15966/,,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
10,Simon Lewis,/simon-lewis/10-18350/,,0,0,0,0,0,0,,,,,,,,-,-,,
11,Simon Saint,/simon-saint/10-29229/,,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
12,Simon Stagg,/simon-stagg/10-11628/,Simon Stagg,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
13,Simon The Digger,/simon-the-digger/10-23211/,Simon Jiha,85,100,100,100,100,100,"['Dimensional Travel', 'Intelligence', 'Invulnerability', 'Nigh-Omniscience', 'Reality Warping', 'Regeneration', 'Size Changing', 'Super Speed', 'Super Strength', 'Acausality', 'Biokinesis', 'Creation', 'Durability Negation', 'Electricity Absorption', 'Electrokinesis', 'Extrasensory Perception', 'Force Fields', 'Fusion', 'Gravity Control', 'Higher Dimensional Manipulation', 'Immortality', 'Indomitable Will', 'Matter Manipulation', 'Nanotechnology', 'Non-Corporeal', 'Non-Physical Interaction', 'Physics Manipulation', 'Power Mimicry', 'Probability Manipulation', 'Quantum Manipulation', 'Radiation Control', 'Reactive Evolution', 'Regeneration Negation', 'Resurrection', 'Self-Sustenance', 'Spatial Manipulation', 'Supernatural Condition', 'Teleportation', 'Time Manipulation', 'Time Manipulation Resistance', 'Weapon Creation', 'Willpower Inducement']",Gurren Lagann - Tengen Toppa Gurren Lagann Universe,,,,Good,Male,-,-,-,-
14,Simone,/simone/10-40637/,Malon Estella Reeves,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
15,Simone Al-Harazi,/simone-al-harazi/10-38335/,Simone Al-Harazi,55,1,6,5,0,45,"['Intelligence', 'Stamina', 'Bloodlust', 'Marksmanship', 'Endurance', 'Indomitable Will', 'Master Martial Artist', 'Master Tactician', 'Weapons Master']",24 - 24,Simone Al-Harazi,,24: Live Another Day: Day 9: 12:00pm-1:00pm,Bad,Female,-,-,Blue,Brown
16,Simone DeSantos,/simone-desantos/10-42094/,Simone DeSantos,0,0,0,0,0,0,,Earth-982 - MC2,,,,,,-,-,,
17,Simone Garnett,/simone-garnett/10-42353/,Simone Garnett,0,0,0,0,0,0,,The Good Place - The Good Place,,,,,,-,-,,
18,Simple Simon,/simple-simon/10-42717/,Simon Briggs,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
19,Simyan,/simyan/10-18845/,,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
20,Sin,/sin/10-22753/,Cynthia Lance,0,0,0,0,0,0,,,,,,,,-,-,,
21,Sin,/sin/10-12319/,Sinthea Shmidt,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,Captain America #290,Bad,Female,-,-,Red,-
22,Sin (FFX),/sin-ffx/10-27612/,Sin,55,100,25,45,65,0,,FF X - Final Fantasy X,,,Final Fantasy X,Bad,-,-,-,-,No Hair
23,Sin Eater,/sin-eater/10-11757/,Stanley Carter,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,"Peter Parker, The Spectacular Spider-Man #107 (October, 1985)",Bad,Male,-,-,-,-
24,Sin Eater,/sin-eater/10-30508/,Philip Stark,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,"The Phantom Stranger Vol 4 #8 (July, 2013)",Bad,Male,-,-,Brown,Brown
25,Sin Kiske,/sin-kiske/10-47876/,,0,0,0,0,0,0,,Guilty Gear - Guilty Gear Games Universe,,,,,,-,-,,
26,Sin Tzu,/sin-tzu/10-23579/,Sin Tzu,95,20,15,15,25,100,"['Acrobatics', 'Agility', 'Endurance', 'Intelligence', 'Master Martial Artist', 'Master Tactician', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Weapons Master', 'Marksmanship', 'Mind Control', 'Mind Control Resistance', 'Jump']",DCAU - DC Animated Universe,,,,,,-,-,,
27,Sinbad,/sinbad/10-21554/,,0,0,0,0,0,0,,,,,,,,-,-,,
28,Sinbad,/sinbad/10-21553/,,100,100,100,100,100,100,"['Adaptation', 'Durability', 'Intelligence', 'Magic', 'Nigh-Omniscience', 'Portal Creation', 'Super Speed', 'Super Strength', 'Ability Shift', 'Accelerated Development', 'Agility', 'Animal Attributes', 'Animal Control', 'Animal Oriented Powers', 'Animated Shadow', 'Apathy', 'Astral Trap', 'Astral Travel', 'Attack Reflection', 'Avatar Creation', 'Awakened Power', 'Blessed', 'Chaos Manipulation', 'Clairvoyance', 'Conceptual Manipulation', 'Cosmic Awareness', 'Creation', 'Darkforce Manipulation', 'Death Manipulation', 'Death Touch', 'Deconstruction', 'Dexterity', 'Dimension Storage', 'Dimensional Awareness', 'Dimensional Travel', 'Durability Negation', 'Energy Armor', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Embodiment', 'Enhanced Memory', 'Entropy Projection', 'Existence Erasure', 'Existence Erasure Resistance', 'Fate Manipulation', 'Fate Resistance', 'Fear Inducement', 'Fear Manipulation', 'Flight', 'Godly Physiology', 'Gravity Control', 'Higher Dimensional Manipulation', 'Hope Inducement', 'Immortality', 'Invulnerability', 'Law Manipulation', 'Longevity', 'Magic Resistance', 'Mind Control', 'Morality Manipulation', 'Non-Physical Interaction', 'Omni-Sense', 'Pocket Dimensions', 'Power Modification', 'Power Nullifier', 'Power Sense', 'Precognition', 'Preparation', 'Probability Manipulation', 'Reality Warping', 'Resurrection', 'Shapeshifting', 'Soul Manipulation', 'Soul Resistance', 'Spatial Awareness', 'Spatial Manipulation', 'Super Breath', 'Teleportation', 'Time Manipulation', 'Time Travel', 'Void Manipulation', 'Weapon Creation', 'Weapon-based Powers', 'Weapons Master', 'Will Of God', 'Wind Control', 'Plot Manipulation']",Magi - Magi,,,,,,-,-,,
29,Sindel,/sindel/10-18608/,,65,30,25,25,85,100,"['Acrobatics', 'Durability', 'Enhanced Condition', 'Flight', 'Hair Manipulation', 'Intelligence', 'Levitation', 'Longevity', 'Magic', 'Master Martial Artist', 'Peak Human Condition', 'Sonic Scream', 'Stamina', 'Super Speed', 'Super Strength', 'Weapons Master', 'Agility', 'Energy Blasts', 'Explosion Manipulation', 'Homing Attack', 'Projection', 'Soul Manipulation', 'Sound Manipulation', 'Summoning', 'Mind Control Resistance', 'Soul Resistance', 'Spatial Manipulation', 'Teleportation']",MK - Mortal Kombat,,Edenia,Mortal Kombat 3,Bad,Female,"175.3 cm • 5'9""",58.06 kg • 128 lbs,White,White
30,Sindella,/sindella/10-22041/,,0,0,0,0,0,0,,,,,,,,-,-,,
31,Sindragosa,/sindragosa/10-14731/,,0,0,0,0,0,0,,Warcraft - Warcraft,,,,Bad,Female,-,-,,
32,Sindri,/sindri/10-25297/,,0,0,0,0,0,0,,GoW - God of War,,,God Of War 4,Good,Male,-,-,Orange,Black
33,Sinedd,/sinedd/10-35272/,,0,0,0,0,0,0,,Galactik Football,,,,,,-,-,,
34,Sinestra,/sinestra/10-21146/,,0,0,0,0,0,0,,,,,,,,-,-,,
35,Sinestra,/sinestra/10-35731/,,0,0,0,0,0,0,,,,,,,,-,-,,
36,Sinestro,/sinestro/10-781/,Thaal Sinestro,75,100,100,100,100,70,"['Accelerated Healing', 'Agility', 'Animation', 'Cold Resistance', 'Creation', 'Cryokinesis', 'Danger Sense', 'Dexterity', 'Durability', 'Endurance', 'Energy Armor', 'Energy Beams', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Touch', 'Fear Inducement', 'Fear Manipulation', 'Fire Resistance', 'Flight', 'Force Fields', 'Hacking', 'Heat Generation', 'Heat Resistance', 'Indomitable Will', 'Intelligence', 'Interstellar Travel', 'Invulnerability', 'Levitation', 'Master Tactician', 'Matter Manipulation', 'Phasing', 'Portal Creation', 'Qwardian Power Ring', 'Radiation Immunity', 'Reflexes', 'Sealing', 'Self-Sustenance', 'Shockwaves Generation', 'Spaceflight', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Vision - X-Ray', 'Weapon Creation', 'Weapon-based Powers', 'Weapons Master', 'Willpower Manipulation', 'Acid Resistants', 'Banish', 'Dimensional Travel', 'Duplication', 'Electricity Absorption', 'Electricity Resistance', 'Energy Absorption', 'Energy Blasts', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Explosion Manipulation', 'Fire Control', 'Homing Attack', 'Illumination', 'Illusion Resistance', 'Illusions', 'Information Analysis', 'Invisibility', 'Light Control', 'Marksmanship', 'Master Martial Artist', 'Matter Absorption', 'Memory Manipulation', 'Mind Control Resistance', 'Power Absorption', 'Power Bestowal', 'Regeneration', 'Spatial Awareness', 'Spatial Communication', 'Summoning', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Time Travel', 'Vision - Microscopic', 'Vision - Telescopic', 'Wood Manipulation', 'Existence Erasure Resistance', 'Spatial Manipulation']",Prime Earth - Prime DC Comics Universe,Thaal Sinestro,"Korugar City, Korugar",Green Lantern Vol 2 #7,Neutral,Male,"200.7 cm • 6'7""",93 kg • 205.03 lbs,Black,Black
37,Sinestro,/sinestro/10-16506/,Thaal Sinestro,0,0,0,0,0,0,,Injustice - Injustice (2013-2017 Games and Comics),,,,,,-,-,,
38,Sinestro,/sinestro/10-23003/,Thaal Sinestro,0,0,0,0,0,0,,DCAU - DC Animated Universe,,,,,,-,-,,
39,Sinestro,/sinestro/10-14846/,Thaal Sinestro,0,0,0,0,0,0,,GL 2011 - Green Lantern (2011 Movie),,,,,,-,-,,
40,Sinestro,/sinestro/10-33387/,Thaal Sinestro,85,100,100,90,90,80,"['Accelerated Healing', 'Agility', 'Animation', 'Clairvoyance', 'Cold Resistance', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Explosion Manipulation', 'Fire Resistance', 'Flight', 'Force Fields', 'Heat Generation', 'Heat Resistance', 'Illumination', 'Indomitable Will', 'Intelligence', 'Invulnerability', 'Jump', 'Lantern Power Ring', 'Levitation', 'Marksmanship', 'Projection', 'Radiation Immunity', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Weapon Creation', 'Weapon-based Powers', 'Acid Resistants', 'Acrobatics', 'Attack Negation', 'Creation', 'Danger Sense', 'Dexterity', 'Empathy', 'Energy Beams', 'Energy Blasts', 'Fire Control', 'Information Analysis', 'Interstellar Travel', 'Latent Abilities', 'Magic Resistance', 'Master Martial Artist', 'Master Tactician', 'Mind Control Resistance', 'Non-Physical Interaction', 'Omnilingualism', 'Regeneration', 'Stealth', 'Telepathy', 'Toxin and Disease Resistance', 'Vortex Creation', 'Weapons Master', 'Wind Control', 'Adaptation', 'Berserk Mode', 'Cosmic Awareness', 'Fear Manipulation', 'Psionic Powers', 'Psychometry', 'Wishing']",New 52 - New 52,,,"Flashpoint Vol 2 #5 (October, 2011)",Bad,Male,"200.7 cm • 6'7""",93 kg • 205.03 lbs,Yellow,Black
