,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Clara Summerlin,/clara-summerlin/10-43677/,,0,0,0,0,0,0,,VD - Vampire Diaries,,,,,,-,-,,
1,Clarathea,/clarathea/10-22215/,,0,0,0,0,0,0,,Vertigo - Vertigo Universe,,,,,,-,-,,
2,Clare,/clare/10-16260/,,0,0,0,0,0,0,,Claymore - Claymore Universe,,,Manga: Claymore - Chapter #1,Good,Female,-,-,Green,Blond
3,Clarence Boddicker,/clarence-boddicker/10-37857/,,0,0,0,0,0,0,,Robocop - Robocop,,,,Bad,Male,-,-,-,-
4,Clarence C. Batson V,/clarence-c-batson-v/10-25378/,Clarence Charles Batson V,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
5,Clarice Starling,/clarice-starling/10-28888/,,0,0,0,0,0,0,,,,,,,,-,-,,
6,Clarisse La Rue,/clarisse-la-rue/10-16077/,Clarisse La Rue,0,0,0,0,0,0,,,Clarisse La Rue,Phoenix Arizona,Percy Jackson And The Lightning Thief,Good,,"198.1 cm • 6'6""",-,Brown,Brown
7,Clark Dreiberg,/clark-dreiberg/10-24735/,Maez,100,100,100,100,100,20,"['Nigh-Omnipotence', 'Nigh-Omnipresence', 'Nigh-Omniscience']",Watchmen - Watchmen Universe,,,"Doomsday Clock #12 (February, 2020)",Good,Male,-,-,Blue,Black
8,Clark Kent,/clark-kent/10-28718/,Clark Kent,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
9,Clark Kent,/clark-kent/10-39444/,,0,0,0,0,0,0,,Earth-4 - Marvel's Earth-4,,,,,,-,-,,
10,Clark Kent (Last Son Of Earth),/clark-kent-last-son-of-earth/10-20126/,Kal-El,0,0,0,0,0,0,,,,,,,,-,-,,
11,Clark Still,/clark-still/10-27244/,,0,0,0,0,0,0,,,,,,,,-,-,,
12,Clary Fray,/clary-fray/10-18014/,Clary Fairchild,0,0,0,0,0,0,,,"Clarissa ""Clary"" Fairchild",,City of Bones,Good,Female,"157.5 cm • 5'2""",-,Green,Red / Orange
13,Clash,/clash/10-22815/,Clayton Cole,90,5,13,15,10,50,"['Acid Resistants', 'Dexterity', 'Fire Resistance', 'Force Fields', 'Gadget Usage', 'Heat Resistance', 'Intelligence', 'Preparation', 'Sound Manipulation', 'Stamina', 'Weapons Master', 'Agility', 'Cold Resistance', 'Electricity Resistance', 'Endurance', 'Flight', 'Levitation', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Toxin and Disease Resistance', 'Vehicular Mastery']",Earth-616 - Prime Marvel Universe,,New York,"Amazing Spider-Man (Vol. 3) #1 (April, 2014)",Bad,Male,-,-,Blue,Blond
14,Classic Loki,/classic-loki/10-32406/,Loki Laufeyson,75,25,17,20,70,70,"['Endurance', 'Illusions', 'Intelligence', 'Longevity', 'Shapeshifting', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Healing', 'Agility', 'Camouflage', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Illumination', 'Illusion Resistance', 'Indomitable Will', 'Latent Abilities', 'Magic', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Mind Control Resistance', 'Reflexes', 'Regeneration', 'Stealth', 'Telekinesis', 'Teleportation', 'Weapons Master', 'Acrobatics', 'Cold Resistance', 'Dexterity', 'Electricity Resistance', 'Energy Resistance', 'Force Fields', 'Heat Resistance', 'Non-Physical Interaction', 'Self-Sustenance', 'Summoning', 'Toxin and Disease Resistance']",MCU - Marvel Cinematic Universe,,,Loki Season 1 Episode 4 : The Nexus Event,Good,Male,-,-,-,Black
15,Claude Faustus,/claude-faustus/10-38091/,,0,0,0,0,0,0,,Black Butler - Black Butler,,,,,,-,-,,
16,Claude Frollo,/claude-frollo/10-28735/,,0,0,0,0,0,0,,,,,,,,-,-,,
17,Claude Kenni,/claude-kenni/10-27869/,Claude C. Kenni,0,0,0,0,0,0,,Star Ocean - Star Ocean,,Earth,Star Ocean: The Second Story,Good,Male,"175 cm • 5'8.9""",68 kg • 149.91 lbs,Blue,Blond
18,Claude Weaver,/claude-weaver/10-34817/,,0,0,0,0,0,0,,Black Lagoon - Black Lagoon Universe,,,,,,-,-,,
19,Claudette Morel,/claudette-morel/10-39890/,,0,0,0,0,0,0,,Dead By Daylight,,,,,,-,-,,
20,Claudia,/claudia/10-29343/,,65,1,1,10,80,25,"['Ability Shift', 'Dark Arts', 'Dark Magic', 'Intelligence', 'Empathy', 'Energy Beams', 'Energy Blasts', 'Homing Attack', 'Reflexes', 'Emotional Power Up']",DPU - Dragon Prince Universe,,Katolis,,Bad,Female,"175.3 cm • 5'9""",-,-,Black
21,Claudia,/claudia/10-38048/,,0,0,0,0,0,0,,IWTV - Interview With The Vampire,,,,-,Female,-,-,Black,Brown
22,Claudia,/claudia/10-38224/,Unknown,60,1,1,10,0,40,"['Intelligence', 'Master Tactician', 'Marksmanship', 'Weapons Master']",The Americans - The Americans,,Russia,The Americans: Gregory (S1E3),-,Female,-,-,Brown,Brown
23,Claudia,/claudia/10-45673/,,0,0,0,0,0,0,,Blood+,,,,,,-,-,,
24,Claudia Enfield,/claudia-enfield/10-48921/,Claudia Enfield,0,0,0,0,0,0,,The Asterisk War - The Asterisk War,,,,,,-,-,,
25,Claudia Hodgins,/claudia-hodgins/10-45232/,,0,0,0,0,0,0,,Violet Evergarden,,,Violet Evergarden Episode 1,Good,-,"192 cm • 6'3.6""",-,Green / Blue,Red
26,Claudio Serafino,/claudio-serafino/10-26910/,,0,0,0,0,0,0,,Tekken - Tekken,,Italy,Tekken 7,Good,Male,-,-,Blue,Blue
27,Claudius Templemen,/claudius-templemen/10-20608/,,0,0,0,0,0,0,,,,,,,,-,-,,
28,Claus,/claus/10-38685/,,0,0,0,0,0,0,,James Bond - James Bond,,,,,,-,-,,
29,Clavicus Vile,/clavicus-vile/10-35508/,Clavicus Vile,100,100,100,100,100,100,"['Nigh-Omnipotence', 'Nigh-Omniscience', 'Omnipresence']",TES - The Elder Scrolls Verse,,,,,,-,-,,
30,Claw,/claw/10-20431/,Valcan Scaramax,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
31,Claw,/claw/10-28412/,,0,0,0,0,0,0,,Gargoyles - Gargoyles (1994–1997 TV Series),,,,,,-,-,,
32,Claw,/claw/10-36882/,,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
33,Claw Mask,/claw-mask/10-36230/,,0,0,0,0,0,0,,High-rise Invasion,,,,,,-,-,,
34,Clawcer,/clawcer/10-24659/,,0,0,0,0,0,0,,Bakugan,,,,,,-,-,,
35,Clawful,/clawful/10-32400/,,0,0,0,0,0,0,,MotU - Masters Of The Universe,,,,,,-,-,,
36,Clay,/clay/10-27013/,,0,0,0,0,0,0,,Wings Of Fire Universe,,,,,,-,-,,
