,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,full name,place of birth,first appearance,alignment,universe,gender,height,weight,eye color,hair color
0,Sonny Corleone,/sonny-corleone/10-28873/,,0,0,0,0,0,0,,,,,,,,-,-,,
1,Sonny Raymond,/sonny-raymond/10-39858/,Benjamin Raymond,0,0,0,0,0,0,,,,,,Prime Earth - Prime DC Comics Universe,,-,-,,
2,Sonny Sumo,/sonny-sumo/10-18844/,,0,0,0,0,0,0,,,,,,Prime Earth - Prime DC Comics Universe,,-,-,,
3,Sonsaku,/sonsaku/10-43221/,,0,0,0,0,0,0,,,,,,Senran Kagura - Senran Kagura,,-,-,,
4,Sonya,/sonya/10-19195/,,0,0,0,0,0,0,,,,,,Maze Runner,,-,-,,
5,Sonya,/sonya/10-36043/,,0,0,0,0,0,0,,,,,,TPN - The Promised Neverland,,-,-,,
6,Sonya,/sonya/10-38340/,Sonya,75,1,6,10,5,40,"['Intelligence', 'Hacking', 'Marksmanship', 'Master Martial Artist', 'Master Tactician']",,,Nikita: Game Change (S2E1),Good,Nikita - Nikita,Female,-,-,Brown,Black
7,Sonya Blade,/sonya-blade/10-10962/,,65,14,5,10,25,100,"['Acrobatics', 'Agility', 'Durability', 'Endurance', 'Enhanced Condition', 'Intelligence', 'Master Martial Artist', 'Peak Human Condition', 'Stamina', 'Weapons Master', 'Electrokinesis', 'Energy Blasts', 'Explosion Manipulation', 'Homing Attack', 'Indomitable Will', 'Marksmanship', 'Master Tactician', 'Paralysis', 'Preparation', 'Reflexes', 'Sense Manipulation', 'Weapon Summoning', 'Blessed', 'Fire Control', 'Pseudo-Flight', 'Self-Destruction', 'Smoke Manipulation']",Sonya A. Blade,"Austin, Texas",Mortal Kombat,Good,MK - Mortal Kombat,Female,"175.3 cm • 5'9""",63.5 kg • 139.99 lbs,Blue,Blond
8,Sonya Blade,/sonya-blade/10-29749/,Sonya Blade,65,25,6,15,30,85,"['Master Martial Artist', 'Agility', 'Energy Blasts', 'Weapons Master', 'Accelerated Healing']",,,,Good,MK-2021 - Mortal Kombat (2021),Female,-,-,-,Blond
9,Sonya Savage,/sonya-savage/10-41500/,,0,0,0,0,0,0,,,,,,,,-,-,,
10,Sooga,/sooga/10-39610/,Sooga,60,25,50,40,40,100,"['Accelerated Development', 'Accelerated Healing', 'Agility', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Thievery', 'Enhanced Touch', 'Fire Resistance', 'Flight', 'Force Fields', 'Gliding', 'Grappling/Climbing', 'Heat Generation', 'Heat Resistance', 'Invulnerability', 'Levitation', 'Longevity', 'Precognition', 'Swordsmanship', 'Telekinesis', 'Teleportation', 'Weapon Creation', 'Weapon Summoning', 'Weapon-based Powers', 'Weapons Master']",,,,Bad,Zelda - The Legend of Zelda Universe,-,-,-,-,-
11,Soon,/soon/10-26120/,,0,0,0,0,0,0,,,,,,Bakugan,,-,-,,
12,Sooyoung,/sooyoung/10-43501/,Han Sooyoung,0,0,0,0,0,0,,Han Sooyoung,Seoul (South Korean),Omniscient Reader's Viewpoint #58,Neutral,ORV - Omniscient Reader's Viewpoint,Female,"158 cm • 5'2.2""",-,Brown,Black
13,Sophia Peletier,/sophia-peletier/10-20824/,,0,0,0,0,0,0,,,,,,TWD - The Walking Dead Series (2010-2021),,-,-,,
14,Sophie Cuckoo,/sophie-cuckoo/10-25872/,Sophie Cuckoo,55,25,6,70,70,15,"['Durability', 'Stamina', 'Super Strength', 'Astral Projection', 'Empathy', 'Energy Blasts', 'Force Fields', 'Hypnokinesis', 'Illusions', 'Master Tactician', 'Memory Manipulation', 'Mind Blast', 'Mind Control', 'Mind Control Resistance', 'Natural Armor', 'Pain Manipulation', 'Possession', 'Psionic Powers', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Invulnerability']",Sophie Cuckoo,"The World, England","New X-Men #118 (November, 2001)",-,Earth-616 - Prime Marvel Universe,Female,"167.6 cm • 5'6""",47.63 kg • 105 lbs,Blue,Blond
15,Sophie Deveraux,/sophie-deveraux/10-43592/,,0,0,0,0,0,0,,,,,,VD - Vampire Diaries,,-,-,,
16,Sophie Smith,/sophie-smith/10-38172/,,0,0,0,0,0,0,,,,,,Black Butler - Black Butler,,-,-,,
17,Sophitia Alexandra,/sophitia-alexandra/10-15120/,,0,0,0,0,0,0,,,,,,Soul Calibur - Soul Calibur Universe,,-,-,-,-
18,Sora,/sora/10-22127/,,0,0,0,0,0,0,,,,,,,,-,-,,
