,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,universe,full name,place of birth,first appearance,alignment,gender,height,weight,eye color,hair color
0,Gary,/gary/10-42303/,,0,0,0,0,0,0,,Regular Show,,,,,,-,-,,
1,Gary Bell,/gary-bell/10-1526/,Gary Bell,0,0,0,0,0,0,,,Gary Bell,,,Good,Male,-,-,,
2,Gary Green,/gary-green/10-32211/,,0,0,0,0,0,0,,Arrowverse - DC Television Universe,,,,,,-,-,,
3,Gary Grooberson,/gary-grooberson/10-44037/,Gary Grooberson,0,0,0,0,0,0,,Ghostbusters - Ghostbusters,,,,,,-,-,,
4,"Gary, The Pathetic Fallacy",/gary-the-pathetic-fallacy/10-22217/,Gary,0,0,0,0,0,0,,Vertigo - Vertigo Universe,,,,,,-,-,,
5,Garzooka,/garzooka/10-30745/,Garfield,45,50,1,15,45,40,"['Radiation Control', 'Animal Attributes', 'Animal Oriented Powers', 'Radiation Absorption', 'Radiation Immunity']",PFU - Pet Force Universe,Garfield Ardbuckle,,Garfields Pet Force (Movie),Good,Male,-,-,Black,Orange
6,Gas,/gas/10-41493/,Gas,0,0,0,0,0,0,,DB - Dragon Ball Verse,,,,,,-,-,,
7,Gas (Limit Breaker),/gas-limit-breaker/10-41786/,Gas,70,100,100,100,100,90,"['Ability Shift', 'Accelerated Development', 'Acrobatics', 'Adaptation', 'Agility', 'Aura', 'Awakened Power', 'Berserk Mode', 'Bullet Time', 'Chi Manipulation', 'Clairvoyance', 'Cold Resistance', 'Cosmic Awareness', 'Danmaku', 'Dexterity', 'Divine Powers', 'Durability', 'Electricity Resistance', 'Electrokinesis', 'Emotional Power Up', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Explosion Manipulation', 'Extrasensory Perception', 'Fire Control', 'Fire Resistance', 'Flight', 'Force Fields', 'Grappling/Climbing', 'Gravity Control', 'Heat Generation', 'Heat Resistance', 'Hunters Instinct', 'Indomitable Will', 'Intelligence', 'Invulnerability', 'Jump', 'Latent Abilities', 'Levitation', 'Magic', 'Master Martial Artist', 'Molecular Dissipation', 'Natural Weapons', 'Peak Human Condition', 'Power Augmentation', 'Power Sense', 'Pressure Points', 'Radar Sense', 'Radiation Immunity', 'Rage Power', 'Reactive Evolution', 'Reactive Power Level', 'Reflexes', 'Seismic Power', 'Shockwaves Generation', 'Spatial Awareness', 'Statistics Amplification', 'Super Speed', 'Super Strength', 'Supernatural Condition', 'Telekinesis', 'Teleportation', 'Terrakinesis', 'Vaporising Beams', 'Vision - Heat', 'Vision - Telescopic', 'Weapon Creation', 'Weapon-based Powers', 'Weapons Master', 'Afterimage Creation', 'Attack Negation', 'Attack Reflection', 'Bloodlust', 'Cloning', 'Danger Sense', 'Dimensional Awareness', 'Duplication', 'Element Control', 'Energy Absorption', 'Enhanced Hearing', 'Enhanced Sight', 'Existence Erasure', 'Instinctive Reaction', 'Life Manipulation', 'Light Control', 'Marksmanship', 'Natural Armor', 'Power Mimicry', 'Spirit Control', 'Vision - Night', 'Vortex Creation', 'Weather Control', 'Wind Control', 'Creation', 'Existence Erasure Resistance', 'Radiation Absorption', 'Radiation Control']",DB - Dragon Ball Verse,,,Dragon Ball Super Chapter 68,Bad,Male,-,-,Blue,Purple
8,Gasback,/gasback/10-48981/,,0,0,0,0,0,0,,Trigun,,,,,,-,-,,
9,Gasher,/gasher/10-34487/,,0,0,0,0,0,0,,,,,,,,-,-,,
10,Gaslamp,/gaslamp/10-41049/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
11,Gasper Vladi,/gasper-vladi/10-44161/,,0,0,0,0,0,0,,High School DxD Universe - High School DxD Universe,,,,,,-,-,,
12,Gaster (XGaster),/gaster-xgaster/10-34384/,Gaster,0,0,0,0,0,0,,UT - Undertale,,,,,,-,-,,
13,Gastly,/gastly/10-24484/,Gastly,0,0,0,0,0,0,,Pokemon - Pokemon,,,,,,-,-,,
14,Gaston,/gaston/10-19881/,,0,0,0,0,0,0,,,,,,,,-,-,,
15,Gatcha Girl 123,/gatcha-girl-123/10-17779/,Katrina,0,0,0,0,0,0,,,,,,,,-,-,,
16,Gatekeeper,/gatekeeper/10-35716/,,0,0,0,0,0,0,,,,,,,,-,-,,
17,Gatekeeper,/gatekeeper/10-37846/,,0,0,0,0,0,0,,Avatar Press - Avatar Press,,,,,,-,-,,
18,Gateway,/gateway/10-20266/,,0,0,0,0,0,0,,,,,,,,-,-,,
19,Gateway,/gateway/10-40460/,,0,0,0,0,0,0,,Earth-616 - Prime Marvel Universe,,,,,,-,-,,
20,Gatlocke,/gatlocke/10-18097/,,0,0,0,0,0,0,,,,,,,,-,-,,
21,Gato,/gato/10-46099/,,0,0,0,0,0,0,,TMNT 2007 - Teenage Mutant Ninja Turtles (2007),,,,,,-,-,,
22,Gatomon,/gatomon/10-21659/,,0,0,0,0,0,0,,Digimon - Digimon,,,,,,-,-,,
23,Gau,/gau/10-49602/,,0,0,0,0,0,0,,FF VI - Fina Fantasy VI,,,,,,-,-,,
24,Gauche Aldai,/gauche-aldai/10-32815/,Gauche Aldai,65,13,70,50,60,50,"['Accelerated Development', 'Attack Reflection', 'Aura', 'Avatar Creation', 'Creation', 'Duplication', 'Energy Beams', 'Energy Blasts', 'Extrasensory Perception', 'Force Fields', 'Heat Resistance', 'Illumination', 'Intelligence', 'Intuitive aptitude', 'Laser Manipulation', 'Light Control', 'Magic', 'Master Tactician', 'Peak Human Condition', 'Portal Creation', 'Rage Power', 'Reflexes', 'Stamina', 'Statistics Amplification', 'Teleportation', 'Ability Shift', 'Acrobatics', 'Arcane Magic', 'Blessed', 'Elemental Transmogrification', 'Endurance', 'Flight', 'Illusions', 'Instinctive Reaction', 'Magic Absorption', 'Power Modification', 'Power Sense', 'Projection', 'Stealth', 'Weapon Creation']",BC - Black Clover,Gauche Aldai,Clover Kingdom,Black Clover Manga Chapter 3,Good,Male,"181 cm • 5'11.3""",-,Brown,Brown
25,Gaudium,/gaudium/10-22372/,,0,0,0,0,0,0,,Vertigo - Vertigo Universe,,,,,,-,-,,
26,Gauntlet,/gauntlet/10-10237/,Joseph Green,70,50,20,15,20,70,"['Bionics', 'Changing Armor', 'Durability', 'Gadget Usage', 'Master Tactician', 'Peak Human Condition', 'Stamina', 'Super Strength', 'Ability Shift', 'Acrobatics', 'Agility', 'Dexterity', 'Endurance', 'Energy Blasts', 'Jump', 'Marksmanship', 'Master Martial Artist', 'Power Suit', 'Stealth', 'Weapon-based Powers', 'Weapons Master']",Earth-616 - Prime Marvel Universe,,,,Good,Male,"182.9 cm • 6'0""",89.36 kg • 197 lbs,Brown,None
27,Gaurdian,/gaurdian/10-15912/,Sasha Hardaway,0,0,0,0,0,0,,Prime Earth - Prime DC Comics Universe,,,,,,-,-,,
28,Gaurdian,/gaurdian/10-46435/,,0,0,0,0,0,0,,Young Justice - Young Justice (2010- TV Series),,,,,,-,-,,
29,Gavin Becker,/gavin-becker/10-48770/,,0,0,0,0,0,0,,Dead Space,,,,,,-,-,,
30,Gax,/gax/10-29571/,Chimera Sui Generis,0,0,0,0,0,0,,,,,,,,-,-,,
